gene_id	excluded_mrna_id	excluded_protein_length	representative_mrna_id	representative_protein_length
evm.TU.utg1272.77	evm.utg1272.77.2.5c22e9c8	212	evm.utg1272.77	286
evm.TU.utg1272.77	evm.utg1272.77.3.5c22e9c8	205	evm.utg1272.77	286
evm.TU.utg1272.82	evm.utg1272.82.1.5c22e9c8	1133	evm.utg1272.82	1175
evm.TU.utg1272.82	evm.utg1272.82.2.5c22e9c8	827	evm.utg1272.82	1175
evm.TU.utg1272.82	evm.utg1272.82.2.5c22e9c8.1.5c278f95	785	evm.utg1272.82	1175
evm.TU.utg1277.17	evm.utg1277.17.1.5c22e9cc	194	evm.utg1277.17	245
evm.TU.utg1277.17	evm.utg1277.17.1.5c22e9cc.1.5c278f98	220	evm.utg1277.17	245
evm.TU.utg1277.18	evm.utg1277.18.1.5c22e9cc	303	evm.utg1277.18	303
evm.TU.utg1277.2	evm.utg1277.2	1966	evm.utg1277.2.2.5c22e9cb	1995
evm.TU.utg1277.2	evm.utg1277.2.1.5c22e9ca	1768	evm.utg1277.2.2.5c22e9cb	1995
evm.TU.utg1277.23	evm.utg1277.23.1.5c22e9bf	1575	evm.utg1277.23	1599
evm.TU.utg1277.23	evm.utg1277.23.2.5c22e9bf	1286	evm.utg1277.23	1599
evm.TU.utg1277.24	evm.utg1277.24	3088	evm.utg1277.24.3.5c22e9c1	3099
evm.TU.utg1277.24	evm.utg1277.24.1.5c22e9c0	2510	evm.utg1277.24.3.5c22e9c1	3099
evm.TU.utg1277.24	evm.utg1277.24.2.5c22e9c1	2463	evm.utg1277.24.3.5c22e9c1	3099
evm.TU.utg1277.24	evm.utg1277.24.4.5c22e9c1	3088	evm.utg1277.24.3.5c22e9c1	3099
evm.TU.utg1277.29	evm.utg1277.29.1.5c22e9c1	397	evm.utg1277.29	494
evm.TU.utg1277.29	evm.utg1277.29.2.5c22e9c1	494	evm.utg1277.29	494
evm.TU.utg1277.32	evm.utg1277.32.1.5c22e9cd	302	evm.utg1277.32	340
evm.TU.utg1277.34	evm.utg1277.34.1.5c22e9c2	477	evm.utg1277.34	536
evm.TU.utg1277.35	evm.utg1277.35.1.5c22e9cd	662	evm.utg1277.35	905
evm.TU.utg1277.37	evm.utg1277.37.1.5c22e9cd	1024	evm.utg1277.37	1405
evm.TU.utg1277.37	evm.utg1277.37.1.5c22e9cd.1.5c278f98	820	evm.utg1277.37	1405
evm.TU.utg1277.4	evm.utg1277.4.1.5c22e9bd	555	evm.utg1277.4	590
evm.TU.utg1277.44	evm.utg1277.44.1.5c278f92	555	evm.utg1277.44	700
evm.TU.utg1277.44	evm.utg1277.44.2.5c278f92	553	evm.utg1277.44	700
evm.TU.utg1277.46	evm.utg1277.46.1.5c22e9c3	445	evm.utg1277.46	502
evm.TU.utg1277.46	evm.utg1277.46.1.5c22e9c3.1.5c278f93	341	evm.utg1277.46	502
evm.TU.utg1277.46	evm.utg1277.46.2.5c22e9c4	361	evm.utg1277.46	502
evm.TU.utg1277.5	evm.utg1277.5	534	evm.utg1277.5.3.5c22e9cb	563
evm.TU.utg1277.5	evm.utg1277.5.1.5c22e9cb	379	evm.utg1277.5.3.5c22e9cb	563
evm.TU.utg1277.5	evm.utg1277.5.1.5c22e9cb.1.5c278f97	274	evm.utg1277.5.3.5c22e9cb	563
evm.TU.utg1277.5	evm.utg1277.5.2.5c22e9cb	408	evm.utg1277.5.3.5c22e9cb	563
evm.TU.utg1278.12	evm.utg1278.12.1.5c22e9cf	522	evm.utg1278.12	564
evm.TU.utg1278.12	evm.utg1278.12.2.5c22e9d0	440	evm.utg1278.12	564
evm.TU.utg1278.17	evm.utg1278.17.1.5c22e9d0	846	evm.utg1278.17	985
evm.TU.utg1278.17	evm.utg1278.17.1.5c22e9d0.1.5c278f9a	613	evm.utg1278.17	985
evm.TU.utg1278.2	evm.utg1278.2.1.5c22e9ce	1156	evm.utg1278.2	1278
evm.TU.utg1278.27	evm.utg1278.27.1.5c22e9de	267	evm.utg1278.27	328
evm.TU.utg1278.3	evm.utg1278.3.1.5c22e9db	597	evm.utg1278.3	630
evm.TU.utg1278.30	evm.utg1278.30.1.5c22e9d1	178	evm.utg1278.30	225
evm.TU.utg1278.31	evm.utg1278.31	326	evm.utg1278.31.1.5c22e9d2	353
evm.TU.utg1278.31	evm.utg1278.31.2.5c22e9d2	211	evm.utg1278.31.1.5c22e9d2	353
evm.TU.utg1278.31	evm.utg1278.31.3.5c22e9d2	211	evm.utg1278.31.1.5c22e9d2	353
evm.TU.utg1278.31	evm.utg1278.31.3.5c22e9d2.1.5c278f9b	184	evm.utg1278.31.1.5c22e9d2	353
evm.TU.utg1278.32.37	evm.utg1278.32.37	1043	evm.utg1278.32.37.1.5c278fa2	1046
evm.TU.utg1278.32.37	evm.utg1278.32.37.2.5c278fa2	1042	evm.utg1278.32.37.1.5c278fa2	1046
evm.TU.utg1278.32.37	evm.utg1278.32.37.3.5c278fa3	1046	evm.utg1278.32.37.1.5c278fa2	1046
evm.TU.utg1278.32.37	evm.utg1278.32.37.4.5c278fa3	791	evm.utg1278.32.37.1.5c278fa2	1046
evm.TU.utg1278.36	evm.utg1278.36.1.5c22e9d3	624	evm.utg1278.36	630
evm.TU.utg1278.36	evm.utg1278.36.2.5c22e9d3	512	evm.utg1278.36	630
evm.TU.utg1278.38	evm.utg1278.38	339	evm.utg1278.38.1.5c22e9de	344
evm.TU.utg1278.42.43.44	evm.utg1278.42.43.44	675	evm.utg1278.42.43.44.1.5c278fa3	677
evm.TU.utg1278.42.43.44	evm.utg1278.42.43.44.2.5c278fa3	489	evm.utg1278.42.43.44.1.5c278fa3	677
evm.TU.utg1278.58	evm.utg1278.58.1.5c22e9d4	270	evm.utg1278.58	305
evm.TU.utg1278.58	evm.utg1278.58.2.5c22e9d5	299	evm.utg1278.58	305
evm.TU.utg1278.58	evm.utg1278.58.3.5c22e9d5	264	evm.utg1278.58	305
evm.TU.utg1278.58	evm.utg1278.58.4.5c22e9d5	270	evm.utg1278.58	305
evm.TU.utg1278.58	evm.utg1278.58.5.5c22e9d5	256	evm.utg1278.58	305
evm.TU.utg1278.59	evm.utg1278.59.1.5c22e9e0	340	evm.utg1278.59	367
evm.TU.utg1278.63	evm.utg1278.63	160	evm.utg1278.63.1.5c22e9d6	167
evm.TU.utg1278.64	evm.utg1278.64.1.5c22e9e1	992	evm.utg1278.64	1029
evm.TU.utg1278.7	evm.utg1278.7.1.5c22e9dc	467	evm.utg1278.7	535
evm.TU.utg1278.72	evm.utg1278.72.1.5c22e9e2	106	evm.utg1278.72	138
evm.TU.utg1278.76	evm.utg1278.76.1.5c22e9d7	750	evm.utg1278.76	812
evm.TU.utg1278.76	evm.utg1278.76.2.5c22e9d7	759	evm.utg1278.76	812
evm.TU.utg1278.8	evm.utg1278.8.1.5c22e9dc	592	evm.utg1278.8	740
evm.TU.utg1278.89	evm.utg1278.89.1.5c22e9d8	480	evm.utg1278.89	480
evm.TU.utg1281.12	evm.utg1281.12	1397	evm.utg1281.12.1.5c22e9e4	1419
evm.TU.utg1281.15	evm.utg1281.15.1.5c22e9e4	193	evm.utg1281.15	193
evm.TU.utg1281.8	evm.utg1281.8	409	evm.utg1281.8.1.5c22e9e3	430
evm.TU.utg1285.16	evm.utg1285.16.1.5c22e9f3	989	evm.utg1285.16	1113
evm.TU.utg1285.16	evm.utg1285.16.1.5c22e9f3.1.5c278fab	918	evm.utg1285.16	1113
evm.TU.utg1285.28	evm.utg1285.28.1.5c22e9ed	559	evm.utg1285.28	643
evm.TU.utg1285.3.5	evm.utg1285.3.5	483	evm.utg1285.3.5.1.5c278fab	484
evm.TU.utg1285.3.5	evm.utg1285.3.5.2.5c278fab	484	evm.utg1285.3.5.1.5c278fab	484
evm.TU.utg1285.3.5	evm.utg1285.3.5.3.5c278fab	451	evm.utg1285.3.5.1.5c278fab	484
evm.TU.utg1285.3.5	evm.utg1285.3.5.4.5c278fab	409	evm.utg1285.3.5.1.5c278fab	484
evm.TU.utg1285.31	evm.utg1285.31.1.5c22e9f3	241	evm.utg1285.31	288
evm.TU.utg1285.44	evm.utg1285.44.1.5c22e9ef	255	evm.utg1285.44	255
evm.TU.utg1285.44	evm.utg1285.44.2.5c22e9ef	255	evm.utg1285.44	255
evm.TU.utg1285.44	evm.utg1285.44.3.5c22e9ef	200	evm.utg1285.44	255
evm.TU.utg1285.45	evm.utg1285.45	1706	evm.utg1285.45.1.5c22e9f4	1888
evm.TU.utg1285.47	evm.utg1285.47	273	evm.utg1285.47.1.5c22e9f4	275
evm.TU.utg1285.48	evm.utg1285.48.1.5c22e9f0	830	evm.utg1285.48	1049
evm.TU.utg1285.49	evm.utg1285.49.1.5c22e9f4	289	evm.utg1285.49	293
evm.TU.utg1285.54	evm.utg1285.54	1178	evm.utg1285.54.1.5c22e9f5	1184
evm.TU.utg1285.54	evm.utg1285.54.2.5c22e9f5	1166	evm.utg1285.54.1.5c22e9f5	1184
evm.TU.utg1285.57	evm.utg1285.57.1.5c22e9f5	246	evm.utg1285.57	270
evm.TU.utg1285.72	evm.utg1285.72.1.5c22e9f6	1102	evm.utg1285.72	1197
evm.TU.utg1285.74.75	evm.utg1285.74.75	509	evm.utg1285.74.75.3.5c278fae	675
evm.TU.utg1285.74.75	evm.utg1285.74.75.1.5c278fad	471	evm.utg1285.74.75.3.5c278fae	675
evm.TU.utg1285.74.75	evm.utg1285.74.75.2.5c278fad	471	evm.utg1285.74.75.3.5c278fae	675
evm.TU.utg1285.94	evm.utg1285.94.1.5c22e9f1	274	evm.utg1285.94	274
evm.TU.utg1285.95	evm.utg1285.95.1.5c22e9f8	447	evm.utg1285.95	538
evm.TU.utg12853.2	evm.utg12853.2.1.5c22e9eb	183	evm.utg12853.2	258
evm.TU.utg12875.1	evm.utg12875.1	470	evm.utg12875.1.1.5c22e9f0	491
evm.TU.utg12878.6	evm.utg12878.6.1.5c22e9f2	1961	evm.utg12878.6	2199
evm.TU.utg12889.11	evm.utg12889.11.1.5c22e9f6	237	evm.utg12889.11	283
evm.TU.utg12889.11	evm.utg12889.11.2.5c22e9f7	201	evm.utg12889.11	283
evm.TU.utg12889.13	evm.utg12889.13.1.5c22e9f9	145	evm.utg12889.13	145
evm.TU.utg12889.17	evm.utg12889.17.1.5c22e9f7	300	evm.utg12889.17	385
evm.TU.utg12889.20	evm.utg12889.20.1.5c22e9fa	347	evm.utg12889.20	358
evm.TU.utg12889.6	evm.utg12889.6	1758	evm.utg12889.6.3.5c22e9f8	1763
evm.TU.utg12889.6	evm.utg12889.6.1.5c22e9f8	1701	evm.utg12889.6.3.5c22e9f8	1763
evm.TU.utg12889.6	evm.utg12889.6.2.5c22e9f8	1701	evm.utg12889.6.3.5c22e9f8	1763
evm.TU.utg12889.6	evm.utg12889.6.2.5c22e9f8.1.5c278faf	1701	evm.utg12889.6.3.5c22e9f8	1763
evm.TU.utg12897.5	evm.utg12897.5	468	evm.utg12897.5.1.5c22e9fa	549
evm.TU.utg129.13	evm.utg129.13.1.5c22e9ff	527	evm.utg129.13	546
evm.TU.utg129.14	evm.utg129.14.1.5c22e9ff	531	evm.utg129.14	620
evm.TU.utg129.34	evm.utg129.34.1.5c22ea03	412	evm.utg129.34	412
evm.TU.utg129.34	evm.utg129.34.2.5c22ea03	412	evm.utg129.34	412
evm.TU.utg129.46	evm.utg129.46.1.5c22ea00	441	evm.utg129.46	448
evm.TU.utg129.53	evm.utg129.53.1.5c22ea00	465	evm.utg129.53	499
evm.TU.utg129.7	evm.utg129.7.1.5c22ea02	594	evm.utg129.7	831
evm.TU.utg129.80	evm.utg129.80.1.5c22ea03	478	evm.utg129.80	658
evm.TU.utg1290.20	evm.utg1290.20.1.5c22ea0d	574	evm.utg1290.20	620
evm.TU.utg1290.22	evm.utg1290.22.1.5c22ea09	406	evm.utg1290.22	467
evm.TU.utg1290.28	evm.utg1290.28.1.5c22ea0a	335	evm.utg1290.28	380
evm.TU.utg1290.28	evm.utg1290.28.2.5c22ea0a	335	evm.utg1290.28	380
evm.TU.utg1290.29	evm.utg1290.29.1.5c22ea0d	197	evm.utg1290.29	276
evm.TU.utg1290.32	evm.utg1290.32.1.5c22ea0a	383	evm.utg1290.32	399
evm.TU.utg1290.32	evm.utg1290.32.2.5c22ea0a	306	evm.utg1290.32	399
evm.TU.utg1290.32	evm.utg1290.32.3.5c22ea0b	289	evm.utg1290.32	399
evm.TU.utg1290.32	evm.utg1290.32.3.5c22ea0b.1.5c278fb8	239	evm.utg1290.32	399
evm.TU.utg1290.38	evm.utg1290.38	143	evm.utg1290.38.1.5c22ea0e	167
evm.TU.utg1290.4	evm.utg1290.4.1.5c22ea0c	643	evm.utg1290.4	700
evm.TU.utg1290.41	evm.utg1290.41.1.5c22ea0b	506	evm.utg1290.41	630
evm.TU.utg1290.44	evm.utg1290.44	110	utg1290.equina_smart_1834585.mrna4	306
evm.TU.utg1290.49	evm.utg1290.49	1430	evm.utg1290.49.1.5c22ea0b	1451
evm.TU.utg1290.52	evm.utg1290.52.1.5c22ea0c	318	evm.utg1290.52	453
evm.TU.utg1290.8	evm.utg1290.8.1.5c22ea08	513	evm.utg1290.8	513
evm.TU.utg1290.8	evm.utg1290.8.2.5c22ea09	426	evm.utg1290.8	513
evm.TU.utg1290.8	evm.utg1290.8.2.5c22ea09.1.5c278fb6	356	evm.utg1290.8	513
evm.TU.utg1290.8	evm.utg1290.8.2.5c22ea09.2.5c278fb6	315	evm.utg1290.8	513
evm.TU.utg1290.9	evm.utg1290.9.1.5c22ea0d	568	evm.utg1290.9	597
evm.TU.utg12937.7	evm.utg12937.7	1019	evm.utg12937.7.1.5c22ea11	1052
evm.TU.utg12968.12	evm.utg12968.12.1.5c22ea11	1292	evm.utg12968.12	1310
evm.TU.utg12968.13	evm.utg12968.13.1.5c22ea12	1849	evm.utg12968.13	1987
evm.TU.utg12968.13	evm.utg12968.13.1.5c22ea12.1.5c278fbc	1509	evm.utg12968.13	1987
evm.TU.utg12968.8	evm.utg12968.8.1.5c22ea12	702	evm.utg12968.8	716
evm.TU.utg12986.15	evm.utg12986.15.1.5c22ea1b	248	evm.utg12986.15	249
evm.TU.utg12986.17	evm.utg12986.17.1.5c22ea12	328	evm.utg12986.17	475
evm.TU.utg12986.17	evm.utg12986.17.1.5c22ea12.1.5c278fbc	278	evm.utg12986.17	475
evm.TU.utg12986.31	evm.utg12986.31.1.5c22ea1c	662	evm.utg12986.31	689
evm.TU.utg12986.32	evm.utg12986.32	418	evm.utg12986.32.1.5c22ea1c	419
evm.TU.utg12986.33	evm.utg12986.33.1.5c22ea1c	1163	evm.utg12986.33	1222
evm.TU.utg12986.60	evm.utg12986.60.1.5c22ea1d	354	evm.utg12986.60	438
evm.TU.utg12986.61	evm.utg12986.61.1.5c22ea14	118	evm.utg12986.61	118
evm.TU.utg12986.61	evm.utg12986.61.2.5c22ea14	118	evm.utg12986.61	118
evm.TU.utg12986.61	evm.utg12986.61.3.5c22ea14	118	evm.utg12986.61	118
evm.TU.utg12986.62	evm.utg12986.62.1.5c22ea15	440	evm.utg12986.62	440
evm.TU.utg12986.62	evm.utg12986.62.2.5c22ea15	355	evm.utg12986.62	440
evm.TU.utg12986.62	evm.utg12986.62.3.5c22ea15	440	evm.utg12986.62	440
evm.TU.utg13.22	evm.utg13.22.1.5c22ea14	97	evm.utg13.22	120
evm.TU.utg13.35	evm.utg13.35.1.5c22ea18	412	evm.utg13.35	453
evm.TU.utg13.38	evm.utg13.38.1.5c22ea18	458	evm.utg13.38	562
evm.TU.utg13.38	evm.utg13.38.1.5c22ea18.1.5c278fc0	361	evm.utg13.38	562
evm.TU.utg13.41	evm.utg13.41.1.5c22ea19	456	evm.utg13.41	475
evm.TU.utg13.65	evm.utg13.65.1.5c22ea1a	685	evm.utg13.65	713
evm.TU.utg13.65	evm.utg13.65.2.5c22ea1a	622	evm.utg13.65	713
evm.TU.utg13.65	evm.utg13.65.2.5c22ea1a.1.5c278fc1	597	evm.utg13.65	713
evm.TU.utg13.65	evm.utg13.65.2.5c22ea1a.2.5c278fc1	569	evm.utg13.65	713
evm.TU.utg13.66	evm.utg13.66.1.5c22ea17	609	evm.utg13.66	713
evm.TU.utg13.67	evm.utg13.67.1.5c22ea17	356	evm.utg13.67	356
evm.TU.utg13.68.70	evm.utg13.68.70	652	evm.utg13.68.70.1.5c278fc1	686
evm.TU.utg13.68.70	evm.utg13.68.70.2.5c278fc1	613	evm.utg13.68.70.1.5c278fc1	686
evm.TU.utg13.68.70	evm.utg13.68.70.3.5c278fc1	686	evm.utg13.68.70.1.5c278fc1	686
evm.TU.utg13.68.70	evm.utg13.68.70.4.5c278fc1	686	evm.utg13.68.70.1.5c278fc1	686
evm.TU.utg13.71	evm.utg13.71.1.5c278fc1	953	evm.utg13.71	968
evm.TU.utg13091.6	evm.utg13091.6.1.5c22ea20	528	evm.utg13091.6	544
evm.TU.utg13180.10	evm.utg13180.10.1.5c22ea27	2350	evm.utg13180.10	2429
evm.TU.utg13180.10	evm.utg13180.10.2.5c22ea27	2350	evm.utg13180.10	2429
evm.TU.utg1319.4	evm.utg1319.4.1.5c22ea29	505	evm.utg1319.4	580
evm.TU.utg1319.4	evm.utg1319.4.2.5c22ea29	419	evm.utg1319.4	580
evm.TU.utg1319.4	evm.utg1319.4.2.5c22ea29.1.5c278fc8	326	evm.utg1319.4	580
evm.TU.utg13276.5	evm.utg13276.5.1.5c22ea2d	295	evm.utg13276.5	302
evm.TU.utg1330.23	evm.utg1330.23.1.5c22ea35	748	evm.utg1330.23	748
evm.TU.utg1330.23	evm.utg1330.23.2.5c22ea35	735	evm.utg1330.23	748
evm.TU.utg1330.23	evm.utg1330.23.3.5c22ea35	748	evm.utg1330.23	748
evm.TU.utg1330.3	evm.utg1330.3.1.5c22ea35	1437	evm.utg1330.3	1915
evm.TU.utg1330.4	evm.utg1330.4.1.5c22ea36	572	evm.utg1330.4	573
evm.TU.utg1330.4	evm.utg1330.4.2.5c22ea36	519	evm.utg1330.4	573
evm.TU.utg13320.8	evm.utg13320.8.1.5c22ea37	1757	evm.utg13320.8	2338
evm.TU.utg13320.8	evm.utg13320.8.2.5c22ea38	1643	evm.utg13320.8	2338
evm.TU.utg1337.12	evm.utg1337.12.1.5c22ea3f	609	evm.utg1337.12	609
evm.TU.utg1337.23	evm.utg1337.23.1.5c22ea40	302	evm.utg1337.23	429
evm.TU.utg1337.23	evm.utg1337.23.1.5c22ea40.1.5c278fd5	232	evm.utg1337.23	429
evm.TU.utg1337.4	evm.utg1337.4.1.5c22ea39	980	evm.utg1337.4	1218
evm.TU.utg1337.8	evm.utg1337.8.1.5c22ea3a	133	evm.utg1337.8	184
evm.TU.utg1345.81	evm.utg1345.81.1.5c22ea46	711	evm.utg1345.81	731
evm.TU.utg1345.82	evm.utg1345.82.1.5c22ea3d	337	evm.utg1345.82	357
evm.TU.utg1345.84	evm.utg1345.84.1.5c22ea3d	606	evm.utg1345.84	606
evm.TU.utg1345.84	evm.utg1345.84.1.5c22ea3d.1.5c278fd3	548	evm.utg1345.84	606
evm.TU.utg1345.84	evm.utg1345.84.1.5c22ea3d.2.5c278fd3	606	evm.utg1345.84	606
evm.TU.utg1345.84	evm.utg1345.84.2.5c22ea3d	606	evm.utg1345.84	606
evm.TU.utg13496.1	evm.utg13496.1.1.5c22ea44	218	evm.utg13496.1	300
evm.TU.utg13496.1	evm.utg13496.1.2.5c22ea44	199	evm.utg13496.1	300
evm.TU.utg13496.1	evm.utg13496.1.3.5c22ea44	221	evm.utg13496.1	300
evm.TU.utg13496.3	evm.utg13496.3.1.5c22ea45	632	evm.utg13496.3	686
evm.TU.utg13496.4	evm.utg13496.4.1.5c22ea45	217	evm.utg13496.4	233
evm.TU.utg13510.10	evm.utg13510.10.1.5c22ea46	689	evm.utg13510.10	693
evm.TU.utg13510.10	evm.utg13510.10.1.5c22ea46.1.5c278fd8	569	evm.utg13510.10	693
evm.TU.utg1354.12	evm.utg1354.12.1.5c22ea4a	426	evm.utg1354.12	552
evm.TU.utg1354.14	evm.utg1354.14.1.5c22ea4a	228	evm.utg1354.14	228
evm.TU.utg1354.17	evm.utg1354.17.1.5c22ea49	766	evm.utg1354.17	766
evm.TU.utg1355.18	evm.utg1355.18.1.5c22ea4d	290	evm.utg1355.18	313
evm.TU.utg1355.2	evm.utg1355.2.1.5c22ea4c	179	evm.utg1355.2	179
evm.TU.utg1355.22	evm.utg1355.22.1.5c22ea4e	284	evm.utg1355.22	315
evm.TU.utg1355.3	evm.utg1355.3.1.5c22ea4e	150	evm.utg1355.3	169
evm.TU.utg1355.5	evm.utg1355.5	435	evm.utg1355.5.3.5c22ea4f	513
evm.TU.utg1355.5	evm.utg1355.5.1.5c22ea4e	435	evm.utg1355.5.3.5c22ea4f	513
evm.TU.utg1355.5	evm.utg1355.5.2.5c22ea4f	435	evm.utg1355.5.3.5c22ea4f	513
evm.TU.utg1355.5	evm.utg1355.5.3.5c22ea4f.1.5c278fdc	414	evm.utg1355.5.3.5c22ea4f	513
evm.TU.utg1355.5	evm.utg1355.5.4.5c22ea4f	310	evm.utg1355.5.3.5c22ea4f	513
evm.TU.utg1355.9	evm.utg1355.9.1.5c22ea4d	640	evm.utg1355.9	640
evm.TU.utg1358.15	evm.utg1358.15.1.5c22ea50	3069	evm.utg1358.15	3440
evm.TU.utg1358.15	evm.utg1358.15.1.5c22ea50.1.5c278fdc	2362	evm.utg1358.15	3440
evm.TU.utg1358.15	evm.utg1358.15.2.5c22ea50	2731	evm.utg1358.15	3440
evm.TU.utg1358.15	evm.utg1358.15.3.5c22ea50	2738	evm.utg1358.15	3440
evm.TU.utg1358.15	evm.utg1358.15.3.5c22ea50.2.5c278fdc	2738	evm.utg1358.15	3440
evm.TU.utg1358.21	evm.utg1358.21.1.5c22ea50	314	evm.utg1358.21	413
evm.TU.utg1358.21	evm.utg1358.21.2.5c22ea51	338	evm.utg1358.21	413
evm.TU.utg1358.22	evm.utg1358.22.1.5c22ea53	1106	evm.utg1358.22	1286
evm.TU.utg1358.28	evm.utg1358.28.1.5c22ea51	575	evm.utg1358.28	660
evm.TU.utg1358.28	evm.utg1358.28.1.5c22ea51.1.5c278fdd	424	evm.utg1358.28	660
evm.TU.utg1358.31	evm.utg1358.31	2940	evm.utg1358.31.5.5c22ea55	3034
evm.TU.utg1358.31	evm.utg1358.31.1.5c22ea54	2442	evm.utg1358.31.5.5c22ea55	3034
evm.TU.utg1358.31	evm.utg1358.31.2.5c22ea54	2795	evm.utg1358.31.5.5c22ea55	3034
evm.TU.utg1358.31	evm.utg1358.31.3.5c22ea55	2563	evm.utg1358.31.5.5c22ea55	3034
evm.TU.utg1358.31	evm.utg1358.31.4.5c22ea55	2565	evm.utg1358.31.5.5c22ea55	3034
evm.TU.utg1358.31	evm.utg1358.31.6.5c22ea55	2940	evm.utg1358.31.5.5c22ea55	3034
evm.TU.utg1358.31	evm.utg1358.31.7.5c22ea55	2421	evm.utg1358.31.5.5c22ea55	3034
evm.TU.utg1358.31	evm.utg1358.31.8.5c22ea56	2565	evm.utg1358.31.5.5c22ea55	3034
evm.TU.utg13597.12	evm.utg13597.12	357	evm.utg13597.12.1.5c22ea54	362
evm.TU.utg13597.12	evm.utg13597.12.2.5c22ea54	335	evm.utg13597.12.1.5c22ea54	362
evm.TU.utg1363.2	evm.utg1363.2.1.5c22ea60	347	evm.utg1363.2	347
evm.TU.utg1363.2	evm.utg1363.2.2.5c22ea60	276	evm.utg1363.2	347
evm.TU.utg1363.29	evm.utg1363.29	73	evm.utg1363.29.1.5c22ea61	82
evm.TU.utg1363.30	evm.utg1363.30.1.5c22ea66	431	evm.utg1363.30	573
evm.TU.utg1363.30	evm.utg1363.30.1.5c22ea66.1.5c278fe8	378	evm.utg1363.30	573
evm.TU.utg1363.36	evm.utg1363.36.1.5c22ea66	517	evm.utg1363.36	517
evm.TU.utg1363.37	evm.utg1363.37.1.5c22ea62	170	evm.utg1363.37	224
evm.TU.utg1363.37	evm.utg1363.37.2.5c22ea62	160	evm.utg1363.37	224
evm.TU.utg1363.38	evm.utg1363.38.1.5c22ea67	740	evm.utg1363.38	770
evm.TU.utg1363.40	evm.utg1363.40.1.5c22ea67	1003	evm.utg1363.40	1055
evm.TU.utg1363.41	evm.utg1363.41.1.5c22ea68	267	evm.utg1363.41	342
evm.TU.utg1363.51	evm.utg1363.51.1.5c278fe7	151	evm.utg1363.51	169
evm.TU.utg1363.54	evm.utg1363.54.1.5c22ea64	501	evm.utg1363.54	514
evm.TU.utg1363.54	evm.utg1363.54.1.5c22ea64.1.5c278fe7	373	evm.utg1363.54	514
evm.TU.utg1363.7	evm.utg1363.7.1.5c22ea60	349	evm.utg1363.7	491
evm.TU.utg1363.9	evm.utg1363.9.1.5c22ea60	695	evm.utg1363.9	817
evm.TU.utg1372.18	evm.utg1372.18	84	evm.utg1372.18.1.5c22ea69	90
evm.TU.utg13730.20	evm.utg13730.20.1.5c22ea6b	642	evm.utg13730.20	642
evm.TU.utg13730.20	evm.utg13730.20.2.5c22ea6c	575	evm.utg13730.20	642
evm.TU.utg1378.22	evm.utg1378.22.1.5c22ea6d	405	evm.utg1378.22	518
evm.TU.utg1378.8	evm.utg1378.8.1.5c22ea6e	412	evm.utg1378.8	412
evm.TU.utg1378.8	evm.utg1378.8.2.5c22ea6e	313	evm.utg1378.8	412
evm.TU.utg13793.18	evm.utg13793.18.1.5c22ea6f	377	evm.utg13793.18	494
evm.TU.utg13793.31	evm.utg13793.31.1.5c22ea6f	2301	evm.utg13793.31	2555
evm.TU.utg13793.35	evm.utg13793.35.1.5c22ea70	1952	evm.utg13793.35	1952
evm.TU.utg13793.35	evm.utg13793.35.2.5c22ea70	1929	evm.utg13793.35	1952
evm.TU.utg1395.14	evm.utg1395.14.1.5c22ea7d	1140	evm.utg1395.14	1228
evm.TU.utg1395.16	evm.utg1395.16	477	evm.utg1395.16.1.5c22ea7d	504
evm.TU.utg1395.16	evm.utg1395.16.2.5c22ea7d	368	evm.utg1395.16.1.5c22ea7d	504
evm.TU.utg1395.16	evm.utg1395.16.3.5c22ea7d	477	evm.utg1395.16.1.5c22ea7d	504
evm.TU.utg1396.15	evm.utg1396.15.1.5c22ea81	537	evm.utg1396.15	598
evm.TU.utg1396.23	evm.utg1396.23.1.5c278ff4	511	evm.utg1396.23	655
evm.TU.utg1396.27	evm.utg1396.27.1.5c22ea83	741	evm.utg1396.27	748
evm.TU.utg1396.27	evm.utg1396.27.2.5c22ea83	692	evm.utg1396.27	748
evm.TU.utg1396.30	evm.utg1396.30.1.5c22ea80	750	evm.utg1396.30	1032
evm.TU.utg1396.30	evm.utg1396.30.1.5c22ea80.1.5c278ff4	679	evm.utg1396.30	1032
evm.TU.utg1396.30	evm.utg1396.30.1.5c22ea80.2.5c278ff4	623	evm.utg1396.30	1032
evm.TU.utg1396.4	evm.utg1396.4.1.5c22ea81	137	evm.utg1396.4	157
evm.TU.utg1396.7	evm.utg1396.7	969	evm.utg1396.7.1.5c22ea7f	970
evm.TU.utg1398.17	evm.utg1398.17.1.5c22ea8b	598	evm.utg1398.17	697
evm.TU.utg1398.17	evm.utg1398.17.1.5c22ea8b.1.5c278ff9	419	evm.utg1398.17	697
evm.TU.utg1398.3	evm.utg1398.3.1.5c22ea88	110	evm.utg1398.3	140
evm.TU.utg1398.31	evm.utg1398.31.1.5c22ea87	186	evm.utg1398.31	220
evm.TU.utg1398.5	evm.utg1398.5.1.5c22ea89	265	evm.utg1398.5	328
evm.TU.utg139908.4	evm.utg139908.4.1.5c22ea83	412	evm.utg139908.4	477
evm.TU.utg14.32	evm.utg14.32.1.5c22ea86	1033	evm.utg14.32	1224
