gene_id	isoform_count	mrna_ids
evm.TU.utg1285.32	1	evm.utg1285.32
evm.TU.utg1285.33	1	evm.utg1285.33
evm.TU.utg1285.34	1	evm.utg1285.34
evm.TU.utg1285.35	1	evm.utg1285.35
evm.TU.utg1285.36	1	evm.utg1285.36
evm.TU.utg1285.37	1	evm.utg1285.37
evm.TU.utg1285.38	1	evm.utg1285.38
evm.TU.utg1285.39	1	evm.utg1285.39
evm.TU.utg1285.4	1	evm.utg1285.4
evm.TU.utg1285.40	1	evm.utg1285.40
evm.TU.utg1285.41	1	evm.utg1285.41
evm.TU.utg1285.42	1	evm.utg1285.42
evm.TU.utg1285.43	1	evm.utg1285.43
evm.TU.utg1285.44	4	evm.utg1285.44,evm.utg1285.44.1.5c22e9ef,evm.utg1285.44.2.5c22e9ef,evm.utg1285.44.3.5c22e9ef
evm.TU.utg1285.45	2	evm.utg1285.45,evm.utg1285.45.1.5c22e9f4
evm.TU.utg1285.46	1	evm.utg1285.46
evm.TU.utg1285.47	2	evm.utg1285.47.1.5c22e9f4,evm.utg1285.47
evm.TU.utg1285.48	2	evm.utg1285.48,evm.utg1285.48.1.5c22e9f0
evm.TU.utg1285.49	2	evm.utg1285.49,evm.utg1285.49.1.5c22e9f4
evm.TU.utg1285.50	1	evm.utg1285.50
evm.TU.utg1285.51	1	evm.utg1285.51
evm.TU.utg1285.52	1	evm.utg1285.52
evm.TU.utg1285.53	1	evm.utg1285.53
evm.TU.utg1285.54	3	evm.utg1285.54,evm.utg1285.54.1.5c22e9f5,evm.utg1285.54.2.5c22e9f5
evm.TU.utg1285.55	1	evm.utg1285.55
evm.TU.utg1285.56	1	evm.utg1285.56
evm.TU.utg1285.57	2	evm.utg1285.57,evm.utg1285.57.1.5c22e9f5
evm.TU.utg1285.58	1	evm.utg1285.58
evm.TU.utg1285.59	1	evm.utg1285.59
evm.TU.utg1285.6	1	evm.utg1285.6
evm.TU.utg1285.60	1	evm.utg1285.60
evm.TU.utg1285.61	1	evm.utg1285.61
evm.TU.utg1285.62	1	evm.utg1285.62
evm.TU.utg1285.63	1	evm.utg1285.63
evm.TU.utg1285.64	1	evm.utg1285.64
evm.TU.utg1285.65	1	evm.utg1285.65
evm.TU.utg1285.66	1	evm.utg1285.66
evm.TU.utg1285.67	1	evm.utg1285.67
evm.TU.utg1285.68	1	evm.utg1285.68
evm.TU.utg1285.69	1	evm.utg1285.69
evm.TU.utg1285.7	1	evm.utg1285.7
evm.TU.utg1285.70	1	evm.utg1285.70
evm.TU.utg1285.71	1	evm.utg1285.71
evm.TU.utg1285.72	2	evm.utg1285.72,evm.utg1285.72.1.5c22e9f6
evm.TU.utg1285.73	1	evm.utg1285.73
evm.TU.utg1285.74.75	4	evm.utg1285.74.75.1.5c278fad,evm.utg1285.74.75,evm.utg1285.74.75.2.5c278fad,evm.utg1285.74.75.3.5c278fae
evm.TU.utg1285.76	1	evm.utg1285.76
evm.TU.utg1285.77	1	evm.utg1285.77
evm.TU.utg1285.78	1	evm.utg1285.78
evm.TU.utg1285.79	1	evm.utg1285.79
evm.TU.utg1285.8	1	evm.utg1285.8
evm.TU.utg1285.80	1	evm.utg1285.80
evm.TU.utg1285.81	1	evm.utg1285.81
evm.TU.utg1285.82	1	evm.utg1285.82
evm.TU.utg1285.83	1	evm.utg1285.83
evm.TU.utg1285.84	1	evm.utg1285.84
evm.TU.utg1285.85	1	evm.utg1285.85
evm.TU.utg1285.86	1	evm.utg1285.86
evm.TU.utg1285.87	1	evm.utg1285.87
evm.TU.utg1285.88	1	evm.utg1285.88
evm.TU.utg1285.89	1	evm.utg1285.89
evm.TU.utg1285.9	1	evm.utg1285.9
evm.TU.utg1285.90	1	evm.utg1285.90
evm.TU.utg1285.91	1	evm.utg1285.91
evm.TU.utg1285.92	1	evm.utg1285.92
evm.TU.utg1285.93	1	evm.utg1285.93
evm.TU.utg1285.94	2	evm.utg1285.94,evm.utg1285.94.1.5c22e9f1
evm.TU.utg1285.95	2	evm.utg1285.95,evm.utg1285.95.1.5c22e9f8
evm.TU.utg1285.96	1	evm.utg1285.96
evm.TU.utg12853.1	1	evm.utg12853.1
evm.TU.utg12853.2	2	evm.utg12853.2,evm.utg12853.2.1.5c22e9eb
evm.TU.utg12853.3	1	evm.utg12853.3
evm.TU.utg12853.4	1	evm.utg12853.4
evm.TU.utg12853.5	1	evm.utg12853.5
evm.TU.utg12853.6	1	evm.utg12853.6
evm.TU.utg12853.7	1	evm.utg12853.7
evm.TU.utg12875.1	2	evm.utg12875.1.1.5c22e9f0,evm.utg12875.1
evm.TU.utg12875.10	1	evm.utg12875.10
evm.TU.utg12875.11	1	evm.utg12875.11
evm.TU.utg12875.12	1	evm.utg12875.12
evm.TU.utg12875.13	1	evm.utg12875.13
evm.TU.utg12875.14	1	evm.utg12875.14
evm.TU.utg12875.15	1	evm.utg12875.15
evm.TU.utg12875.16	1	evm.utg12875.16
evm.TU.utg12875.17	1	evm.utg12875.17
evm.TU.utg12875.18	1	evm.utg12875.18
evm.TU.utg12875.19	1	evm.utg12875.19
evm.TU.utg12875.2	1	evm.utg12875.2
evm.TU.utg12875.20	1	evm.utg12875.20
evm.TU.utg12875.21	1	evm.utg12875.21
evm.TU.utg12875.22	1	evm.utg12875.22
evm.TU.utg12875.23	1	evm.utg12875.23
evm.TU.utg12875.24	1	evm.utg12875.24
evm.TU.utg12875.25	1	evm.utg12875.25
evm.TU.utg12875.26	1	evm.utg12875.26
evm.TU.utg12875.27	1	evm.utg12875.27
evm.TU.utg12875.28	1	evm.utg12875.28
evm.TU.utg12875.3	1	evm.utg12875.3
evm.TU.utg12875.4	1	evm.utg12875.4
evm.TU.utg12875.5	1	evm.utg12875.5
evm.TU.utg12875.6	1	evm.utg12875.6
evm.TU.utg12875.7	1	evm.utg12875.7
evm.TU.utg12875.8	1	evm.utg12875.8
evm.TU.utg12875.9	1	evm.utg12875.9
evm.TU.utg12878.1	1	evm.utg12878.1
evm.TU.utg12878.2	1	evm.utg12878.2
evm.TU.utg12878.5	1	evm.utg12878.5
evm.TU.utg12878.6	2	evm.utg12878.6,evm.utg12878.6.1.5c22e9f2
evm.TU.utg12878.7	1	evm.utg12878.7
evm.TU.utg12889.1	1	evm.utg12889.1
evm.TU.utg12889.10	1	evm.utg12889.10
evm.TU.utg12889.11	3	evm.utg12889.11,evm.utg12889.11.1.5c22e9f6,evm.utg12889.11.2.5c22e9f7
evm.TU.utg12889.12	1	evm.utg12889.12
evm.TU.utg12889.13	2	evm.utg12889.13,evm.utg12889.13.1.5c22e9f9
evm.TU.utg12889.14	1	evm.utg12889.14
evm.TU.utg12889.15	1	evm.utg12889.15
evm.TU.utg12889.16	1	evm.utg12889.16
evm.TU.utg12889.17	2	evm.utg12889.17.1.5c22e9f7,evm.utg12889.17
evm.TU.utg12889.18	1	evm.utg12889.18
evm.TU.utg12889.19	1	evm.utg12889.19
evm.TU.utg12889.2	1	evm.utg12889.2
evm.TU.utg12889.20	2	evm.utg12889.20,evm.utg12889.20.1.5c22e9fa
evm.TU.utg12889.21	1	evm.utg12889.21
evm.TU.utg12889.22	1	evm.utg12889.22
evm.TU.utg12889.23	1	evm.utg12889.23
evm.TU.utg12889.3	1	evm.utg12889.3
evm.TU.utg12889.4	1	evm.utg12889.4
evm.TU.utg12889.5	1	evm.utg12889.5
evm.TU.utg12889.6	5	evm.utg12889.6.2.5c22e9f8,evm.utg12889.6.1.5c22e9f8,evm.utg12889.6,evm.utg12889.6.3.5c22e9f8,evm.utg12889.6.2.5c22e9f8.1.5c278faf
evm.TU.utg12889.7	1	evm.utg12889.7
evm.TU.utg12889.8	1	evm.utg12889.8
evm.TU.utg12889.9	1	evm.utg12889.9
evm.TU.utg12897.1	1	evm.utg12897.1
evm.TU.utg12897.10	1	evm.utg12897.10
evm.TU.utg12897.11	1	evm.utg12897.11
evm.TU.utg12897.12	1	evm.utg12897.12
evm.TU.utg12897.13	1	evm.utg12897.13
evm.TU.utg12897.14.16	1	evm.utg12897.14.16
evm.TU.utg12897.15	1	evm.utg12897.15
evm.TU.utg12897.17	1	evm.utg12897.17
evm.TU.utg12897.18	1	evm.utg12897.18
evm.TU.utg12897.19	1	evm.utg12897.19
evm.TU.utg12897.2	1	evm.utg12897.2
evm.TU.utg12897.20	1	evm.utg12897.20
evm.TU.utg12897.21	1	evm.utg12897.21
evm.TU.utg12897.22	1	evm.utg12897.22
evm.TU.utg12897.23	1	evm.utg12897.23
evm.TU.utg12897.24	1	evm.utg12897.24
evm.TU.utg12897.25	1	evm.utg12897.25
evm.TU.utg12897.3	1	evm.utg12897.3
evm.TU.utg12897.4	1	evm.utg12897.4
evm.TU.utg12897.5	2	evm.utg12897.5,evm.utg12897.5.1.5c22e9fa
evm.TU.utg12897.6	1	evm.utg12897.6
evm.TU.utg12897.7	1	evm.utg12897.7
evm.TU.utg12897.8	1	evm.utg12897.8
evm.TU.utg12897.9	1	evm.utg12897.9
evm.TU.utg129.1	1	evm.utg129.1
evm.TU.utg129.10	1	evm.utg129.10
evm.TU.utg129.11	1	evm.utg129.11
evm.TU.utg129.12	1	evm.utg129.12
evm.TU.utg129.13	2	evm.utg129.13,evm.utg129.13.1.5c22e9ff
evm.TU.utg129.14	2	evm.utg129.14,evm.utg129.14.1.5c22e9ff
evm.TU.utg129.15	1	evm.utg129.15
evm.TU.utg129.16	1	evm.utg129.16
evm.TU.utg129.17	1	evm.utg129.17
evm.TU.utg129.18	1	evm.utg129.18
evm.TU.utg129.19	1	evm.utg129.19
evm.TU.utg129.2	1	evm.utg129.2
evm.TU.utg129.20	1	evm.utg129.20
evm.TU.utg129.21	1	evm.utg129.21
evm.TU.utg129.22	1	evm.utg129.22
evm.TU.utg129.23	1	evm.utg129.23
evm.TU.utg129.24	1	evm.utg129.24
evm.TU.utg129.25	1	evm.utg129.25
evm.TU.utg129.26	1	evm.utg129.26
evm.TU.utg129.27	1	evm.utg129.27
evm.TU.utg129.28	1	evm.utg129.28
evm.TU.utg129.29	1	evm.utg129.29
evm.TU.utg129.30	1	evm.utg129.30
evm.TU.utg129.31	1	evm.utg129.31
evm.TU.utg129.32	1	evm.utg129.32
evm.TU.utg129.33	1	evm.utg129.33
evm.TU.utg129.34	3	evm.utg129.34,evm.utg129.34.1.5c22ea03,evm.utg129.34.2.5c22ea03
evm.TU.utg129.35	1	evm.utg129.35
evm.TU.utg129.36	1	evm.utg129.36
evm.TU.utg129.37	1	evm.utg129.37
evm.TU.utg129.38	1	evm.utg129.38
evm.TU.utg129.39	1	evm.utg129.39
evm.TU.utg129.40	1	evm.utg129.40
evm.TU.utg129.41	1	evm.utg129.41
evm.TU.utg129.42	1	evm.utg129.42
evm.TU.utg129.43	1	evm.utg129.43
evm.TU.utg129.44	1	evm.utg129.44
evm.TU.utg129.45	1	evm.utg129.45
evm.TU.utg129.46	2	evm.utg129.46.1.5c22ea00,evm.utg129.46
evm.TU.utg129.47	1	evm.utg129.47
evm.TU.utg129.48	1	evm.utg129.48
evm.TU.utg129.49	1	evm.utg129.49
evm.TU.utg129.5	1	evm.utg129.5
evm.TU.utg129.50	1	evm.utg129.50
evm.TU.utg129.52	1	evm.utg129.52
evm.TU.utg129.53	2	evm.utg129.53,evm.utg129.53.1.5c22ea00
evm.TU.utg129.54	1	evm.utg129.54
evm.TU.utg129.55	1	evm.utg129.55
evm.TU.utg129.56	1	evm.utg129.56
evm.TU.utg129.57	1	evm.utg129.57
evm.TU.utg129.58	1	evm.utg129.58
evm.TU.utg129.59	1	evm.utg129.59
evm.TU.utg129.6	1	evm.utg129.6
evm.TU.utg129.60	1	evm.utg129.60
evm.TU.utg129.61	1	evm.utg129.61
evm.TU.utg129.62	1	evm.utg129.62
evm.TU.utg129.63	1	evm.utg129.63
evm.TU.utg129.64	1	evm.utg129.64
evm.TU.utg129.65	1	evm.utg129.65
evm.TU.utg129.66	1	evm.utg129.66
evm.TU.utg129.67	1	evm.utg129.67
evm.TU.utg129.68	1	evm.utg129.68
evm.TU.utg129.69	1	evm.utg129.69
evm.TU.utg129.7	2	evm.utg129.7,evm.utg129.7.1.5c22ea02
evm.TU.utg129.70	1	evm.utg129.70
evm.TU.utg129.71	1	evm.utg129.71
evm.TU.utg129.72	1	evm.utg129.72
evm.TU.utg129.73	1	evm.utg129.73
evm.TU.utg129.74	1	evm.utg129.74
evm.TU.utg129.75	1	evm.utg129.75
evm.TU.utg129.76	1	evm.utg129.76
evm.TU.utg129.77	1	evm.utg129.77
evm.TU.utg129.78	1	evm.utg129.78
evm.TU.utg129.79	1	evm.utg129.79
evm.TU.utg129.8	1	evm.utg129.8
evm.TU.utg129.80	2	evm.utg129.80,evm.utg129.80.1.5c22ea03
evm.TU.utg129.81	1	evm.utg129.81
evm.TU.utg129.82	1	evm.utg129.82
evm.TU.utg129.83	1	evm.utg129.83
evm.TU.utg129.84	1	evm.utg129.84
evm.TU.utg129.85	1	evm.utg129.85
evm.TU.utg129.86	1	evm.utg129.86
evm.TU.utg129.87	1	evm.utg129.87
evm.TU.utg129.88	1	evm.utg129.88
evm.TU.utg129.89	1	evm.utg129.89
evm.TU.utg129.9	1	evm.utg129.9
evm.TU.utg129.90	1	evm.utg129.90
evm.TU.utg129.91	1	evm.utg129.91
evm.TU.utg129.92	1	evm.utg129.92
evm.TU.utg129.93	1	evm.utg129.93
evm.TU.utg129.94	1	evm.utg129.94
evm.TU.utg1290.1	1	evm.utg1290.1
evm.TU.utg1290.10	1	evm.utg1290.10
evm.TU.utg1290.11	1	evm.utg1290.11
evm.TU.utg1290.12	1	evm.utg1290.12
evm.TU.utg1290.13	1	evm.utg1290.13
evm.TU.utg1290.14	1	evm.utg1290.14
evm.TU.utg1290.15	1	evm.utg1290.15
evm.TU.utg1290.16	1	evm.utg1290.16
evm.TU.utg1290.17	1	evm.utg1290.17
evm.TU.utg1290.18	1	evm.utg1290.18
evm.TU.utg1290.19	1	evm.utg1290.19
evm.TU.utg1290.2	1	evm.utg1290.2
evm.TU.utg1290.20	2	evm.utg1290.20,evm.utg1290.20.1.5c22ea0d
evm.TU.utg1290.21	1	evm.utg1290.21
evm.TU.utg1290.22	2	evm.utg1290.22,evm.utg1290.22.1.5c22ea09
evm.TU.utg1290.23	1	evm.utg1290.23
evm.TU.utg1290.24	1	evm.utg1290.24
evm.TU.utg1290.25	1	evm.utg1290.25
evm.TU.utg1290.26	1	evm.utg1290.26
evm.TU.utg1290.27	1	evm.utg1290.27
evm.TU.utg1290.28	3	evm.utg1290.28,evm.utg1290.28.1.5c22ea0a,evm.utg1290.28.2.5c22ea0a
evm.TU.utg1290.29	2	evm.utg1290.29,evm.utg1290.29.1.5c22ea0d
evm.TU.utg1290.3	1	evm.utg1290.3
evm.TU.utg1290.30	1	evm.utg1290.30
evm.TU.utg1290.31	1	evm.utg1290.31
evm.TU.utg1290.32	5	evm.utg1290.32,evm.utg1290.32.1.5c22ea0a,evm.utg1290.32.2.5c22ea0a,evm.utg1290.32.3.5c22ea0b,evm.utg1290.32.3.5c22ea0b.1.5c278fb8
evm.TU.utg1290.33	1	evm.utg1290.33
evm.TU.utg1290.34	1	evm.utg1290.34
evm.TU.utg1290.35	1	evm.utg1290.35
evm.TU.utg1290.36	1	evm.utg1290.36
evm.TU.utg1290.37	1	evm.utg1290.37
evm.TU.utg1290.38	2	evm.utg1290.38,evm.utg1290.38.1.5c22ea0e
evm.TU.utg1290.39	1	evm.utg1290.39
evm.TU.utg1290.4	2	evm.utg1290.4,evm.utg1290.4.1.5c22ea0c
evm.TU.utg1290.40	1	evm.utg1290.40
evm.TU.utg1290.41	2	evm.utg1290.41,evm.utg1290.41.1.5c22ea0b
evm.TU.utg1290.42	1	evm.utg1290.42
evm.TU.utg1290.43	1	evm.utg1290.43
evm.TU.utg1290.44	2	evm.utg1290.44,utg1290.equina_smart_1834585.mrna4
evm.TU.utg1290.45	1	evm.utg1290.45
evm.TU.utg1290.46	1	evm.utg1290.46
evm.TU.utg1290.47	1	evm.utg1290.47
evm.TU.utg1290.48	1	evm.utg1290.48
evm.TU.utg1290.49	2	evm.utg1290.49.1.5c22ea0b,evm.utg1290.49
evm.TU.utg1290.5	1	evm.utg1290.5
evm.TU.utg1290.50	1	evm.utg1290.50
evm.TU.utg1290.51	1	evm.utg1290.51
evm.TU.utg1290.52	2	evm.utg1290.52,evm.utg1290.52.1.5c22ea0c
evm.TU.utg1290.53	1	evm.utg1290.53
evm.TU.utg1290.54	1	evm.utg1290.54
evm.TU.utg1290.55	1	evm.utg1290.55
evm.TU.utg1290.56	1	evm.utg1290.56
evm.TU.utg1290.57	1	evm.utg1290.57
evm.TU.utg1290.58	1	evm.utg1290.58
evm.TU.utg1290.59	1	evm.utg1290.59
evm.TU.utg1290.6	1	evm.utg1290.6
evm.TU.utg1290.60	1	evm.utg1290.60
evm.TU.utg1290.7	1	evm.utg1290.7
evm.TU.utg1290.8	5	evm.utg1290.8,evm.utg1290.8.1.5c22ea08,evm.utg1290.8.2.5c22ea09,evm.utg1290.8.2.5c22ea09.1.5c278fb6,evm.utg1290.8.2.5c22ea09.2.5c278fb6
evm.TU.utg1290.9	2	evm.utg1290.9,evm.utg1290.9.1.5c22ea0d
evm.TU.utg12900.1	1	evm.utg12900.1
evm.TU.utg12900.11	1	evm.utg12900.11
evm.TU.utg12900.12	1	evm.utg12900.12
evm.TU.utg12900.13	1	evm.utg12900.13
evm.TU.utg12900.14	1	evm.utg12900.14
evm.TU.utg12900.2	1	evm.utg12900.2
evm.TU.utg12900.3	1	evm.utg12900.3
evm.TU.utg12900.4	1	evm.utg12900.4
evm.TU.utg12900.5	1	evm.utg12900.5
evm.TU.utg12900.6	1	evm.utg12900.6
evm.TU.utg12900.7	1	evm.utg12900.7
evm.TU.utg12900.8	1	evm.utg12900.8
evm.TU.utg12900.9	1	evm.utg12900.9
evm.TU.utg129201.1	1	evm.utg129201.1
evm.TU.utg129201.2	1	evm.utg129201.2
evm.TU.utg129201.3	1	evm.utg129201.3
evm.TU.utg129201.4	1	evm.utg129201.4
evm.TU.utg129201.5	1	evm.utg129201.5
evm.TU.utg129201.6	1	evm.utg129201.6
evm.TU.utg129201.7	1	evm.utg129201.7
evm.TU.utg129201.8	1	evm.utg129201.8
evm.TU.utg129201.9	1	evm.utg129201.9
evm.TU.utg12937.1	1	evm.utg12937.1
evm.TU.utg12937.2	1	evm.utg12937.2
evm.TU.utg12937.3	1	evm.utg12937.3
evm.TU.utg12937.4	1	evm.utg12937.4
evm.TU.utg12937.5	1	evm.utg12937.5
evm.TU.utg12937.6	1	evm.utg12937.6
evm.TU.utg12937.7	2	evm.utg12937.7,evm.utg12937.7.1.5c22ea11
evm.TU.utg12968.1	1	evm.utg12968.1
evm.TU.utg12968.10	1	evm.utg12968.10
evm.TU.utg12968.11	1	evm.utg12968.11
evm.TU.utg12968.12	2	evm.utg12968.12,evm.utg12968.12.1.5c22ea11
evm.TU.utg12968.13	3	evm.utg12968.13,evm.utg12968.13.1.5c22ea12,evm.utg12968.13.1.5c22ea12.1.5c278fbc
evm.TU.utg12968.2	1	evm.utg12968.2
evm.TU.utg12968.3	1	evm.utg12968.3
evm.TU.utg12968.4	1	evm.utg12968.4
evm.TU.utg12968.5	1	evm.utg12968.5
evm.TU.utg12968.6	1	evm.utg12968.6
evm.TU.utg12968.7	1	evm.utg12968.7
evm.TU.utg12968.8	2	evm.utg12968.8,evm.utg12968.8.1.5c22ea12
evm.TU.utg12968.9	1	evm.utg12968.9
evm.TU.utg12975.1	1	evm.utg12975.1
evm.TU.utg12975.2	1	evm.utg12975.2
evm.TU.utg12975.3	1	evm.utg12975.3
evm.TU.utg12975.4	1	evm.utg12975.4
evm.TU.utg12975.5	1	evm.utg12975.5
evm.TU.utg12975.6	1	evm.utg12975.6
evm.TU.utg12975.7	1	evm.utg12975.7
evm.TU.utg12986.1	1	evm.utg12986.1
evm.TU.utg12986.10	1	evm.utg12986.10
evm.TU.utg12986.11	1	evm.utg12986.11
evm.TU.utg12986.12	1	evm.utg12986.12
evm.TU.utg12986.13	1	evm.utg12986.13
evm.TU.utg12986.14	1	evm.utg12986.14
evm.TU.utg12986.15	2	evm.utg12986.15.1.5c22ea1b,evm.utg12986.15
evm.TU.utg12986.16	1	evm.utg12986.16
evm.TU.utg12986.17	3	evm.utg12986.17,evm.utg12986.17.1.5c22ea12,evm.utg12986.17.1.5c22ea12.1.5c278fbc
evm.TU.utg12986.18	1	evm.utg12986.18
evm.TU.utg12986.19	1	evm.utg12986.19
evm.TU.utg12986.2	1	evm.utg12986.2
evm.TU.utg12986.20	1	evm.utg12986.20
evm.TU.utg12986.21	1	evm.utg12986.21
evm.TU.utg12986.22	1	evm.utg12986.22
evm.TU.utg12986.23	1	evm.utg12986.23
evm.TU.utg12986.24	1	evm.utg12986.24
evm.TU.utg12986.25	1	evm.utg12986.25
evm.TU.utg12986.26	1	evm.utg12986.26
evm.TU.utg12986.27	1	evm.utg12986.27
evm.TU.utg12986.28	1	evm.utg12986.28
evm.TU.utg12986.29	1	evm.utg12986.29
evm.TU.utg12986.3	1	evm.utg12986.3
evm.TU.utg12986.30	1	evm.utg12986.30
evm.TU.utg12986.31	2	evm.utg12986.31.1.5c22ea1c,evm.utg12986.31
evm.TU.utg12986.32	2	evm.utg12986.32,evm.utg12986.32.1.5c22ea1c
evm.TU.utg12986.33	2	evm.utg12986.33,evm.utg12986.33.1.5c22ea1c
evm.TU.utg12986.34	1	evm.utg12986.34
evm.TU.utg12986.35	1	evm.utg12986.35
evm.TU.utg12986.36	1	evm.utg12986.36
evm.TU.utg12986.37	1	evm.utg12986.37
evm.TU.utg12986.38	1	evm.utg12986.38
evm.TU.utg12986.39	1	evm.utg12986.39
evm.TU.utg12986.4	1	evm.utg12986.4
evm.TU.utg12986.40	1	evm.utg12986.40
evm.TU.utg12986.41	1	evm.utg12986.41
evm.TU.utg12986.42	1	evm.utg12986.42
evm.TU.utg12986.43	1	evm.utg12986.43
evm.TU.utg12986.44	1	evm.utg12986.44
evm.TU.utg12986.45	1	evm.utg12986.45
evm.TU.utg12986.46	1	evm.utg12986.46
evm.TU.utg12986.47	1	evm.utg12986.47
evm.TU.utg12986.48	1	evm.utg12986.48
evm.TU.utg12986.49	1	evm.utg12986.49
evm.TU.utg12986.5	1	evm.utg12986.5
evm.TU.utg12986.50	1	evm.utg12986.50
evm.TU.utg12986.51	1	evm.utg12986.51
evm.TU.utg12986.52	1	evm.utg12986.52
evm.TU.utg12986.53	1	evm.utg12986.53
evm.TU.utg12986.54	1	evm.utg12986.54
evm.TU.utg12986.55	1	evm.utg12986.55
evm.TU.utg12986.56	1	evm.utg12986.56
evm.TU.utg12986.57	1	evm.utg12986.57
evm.TU.utg12986.58	1	evm.utg12986.58
evm.TU.utg12986.59	1	evm.utg12986.59
evm.TU.utg12986.6	1	evm.utg12986.6
evm.TU.utg12986.60	2	evm.utg12986.60,evm.utg12986.60.1.5c22ea1d
evm.TU.utg12986.61	4	evm.utg12986.61.1.5c22ea14,evm.utg12986.61,evm.utg12986.61.2.5c22ea14,evm.utg12986.61.3.5c22ea14
evm.TU.utg12986.62	4	evm.utg12986.62,evm.utg12986.62.1.5c22ea15,evm.utg12986.62.2.5c22ea15,evm.utg12986.62.3.5c22ea15
evm.TU.utg12986.63	1	evm.utg12986.63
evm.TU.utg12986.64	1	evm.utg12986.64
evm.TU.utg12986.65	1	evm.utg12986.65
evm.TU.utg12986.66	1	evm.utg12986.66
evm.TU.utg12986.67	1	evm.utg12986.67
evm.TU.utg12986.68	1	evm.utg12986.68
evm.TU.utg12986.69	1	evm.utg12986.69
evm.TU.utg12986.7	1	evm.utg12986.7
evm.TU.utg12986.70	1	evm.utg12986.70
evm.TU.utg12986.71	1	evm.utg12986.71
evm.TU.utg12986.72	1	evm.utg12986.72
evm.TU.utg12986.73	1	evm.utg12986.73
evm.TU.utg12986.74	1	evm.utg12986.74
evm.TU.utg12986.8	1	evm.utg12986.8
evm.TU.utg12986.9	1	evm.utg12986.9
evm.TU.utg13.1	1	evm.utg13.1
evm.TU.utg13.10	1	evm.utg13.10
evm.TU.utg13.13	1	evm.utg13.13
evm.TU.utg13.14	1	evm.utg13.14
evm.TU.utg13.15	1	evm.utg13.15
evm.TU.utg13.16	1	evm.utg13.16
evm.TU.utg13.17	1	evm.utg13.17
evm.TU.utg13.18	1	evm.utg13.18
evm.TU.utg13.19	1	evm.utg13.19
evm.TU.utg13.2	1	evm.utg13.2
evm.TU.utg13.20	1	evm.utg13.20
evm.TU.utg13.21	1	evm.utg13.21
evm.TU.utg13.22	2	evm.utg13.22,evm.utg13.22.1.5c22ea14
evm.TU.utg13.23	1	evm.utg13.23
evm.TU.utg13.24	1	evm.utg13.24
evm.TU.utg13.25	1	evm.utg13.25
evm.TU.utg13.26	1	evm.utg13.26
evm.TU.utg13.27	1	evm.utg13.27
evm.TU.utg13.28	1	evm.utg13.28
evm.TU.utg13.29	1	evm.utg13.29
evm.TU.utg13.3	1	evm.utg13.3
evm.TU.utg13.30	1	evm.utg13.30
evm.TU.utg13.31	1	evm.utg13.31
evm.TU.utg13.32	1	evm.utg13.32
evm.TU.utg13.33	1	evm.utg13.33
evm.TU.utg13.34	1	evm.utg13.34
evm.TU.utg13.35	2	evm.utg13.35,evm.utg13.35.1.5c22ea18
evm.TU.utg13.36	1	evm.utg13.36
evm.TU.utg13.37	1	evm.utg13.37
evm.TU.utg13.38	3	evm.utg13.38,evm.utg13.38.1.5c22ea18,evm.utg13.38.1.5c22ea18.1.5c278fc0
evm.TU.utg13.39	1	evm.utg13.39
evm.TU.utg13.4	1	evm.utg13.4
evm.TU.utg13.40	1	evm.utg13.40
evm.TU.utg13.41	2	evm.utg13.41,evm.utg13.41.1.5c22ea19
evm.TU.utg13.42	1	evm.utg13.42
evm.TU.utg13.43	1	evm.utg13.43
evm.TU.utg13.44	1	evm.utg13.44
evm.TU.utg13.45	1	evm.utg13.45
evm.TU.utg13.46	1	evm.utg13.46
evm.TU.utg13.47	1	evm.utg13.47
evm.TU.utg13.48	1	evm.utg13.48
evm.TU.utg13.49	1	evm.utg13.49
evm.TU.utg13.5	1	evm.utg13.5
evm.TU.utg13.50	1	evm.utg13.50
evm.TU.utg13.51	1	evm.utg13.51
evm.TU.utg13.52	1	evm.utg13.52
evm.TU.utg13.53	1	evm.utg13.53
evm.TU.utg13.54	1	evm.utg13.54
evm.TU.utg13.55	1	evm.utg13.55
evm.TU.utg13.56	1	evm.utg13.56
evm.TU.utg13.57	1	evm.utg13.57
evm.TU.utg13.58	1	evm.utg13.58
evm.TU.utg13.59	1	evm.utg13.59
evm.TU.utg13.6	1	evm.utg13.6
evm.TU.utg13.60	1	evm.utg13.60
evm.TU.utg13.61	1	evm.utg13.61
evm.TU.utg13.62	1	evm.utg13.62
evm.TU.utg13.63	1	evm.utg13.63
evm.TU.utg13.64	1	evm.utg13.64
evm.TU.utg13.65	5	evm.utg13.65,evm.utg13.65.1.5c22ea1a,evm.utg13.65.2.5c22ea1a,evm.utg13.65.2.5c22ea1a.1.5c278fc1,evm.utg13.65.2.5c22ea1a.2.5c278fc1
evm.TU.utg13.66	2	evm.utg13.66,evm.utg13.66.1.5c22ea17
evm.TU.utg13.67	2	evm.utg13.67,evm.utg13.67.1.5c22ea17
evm.TU.utg13.68.70	5	evm.utg13.68.70.1.5c278fc1,evm.utg13.68.70,evm.utg13.68.70.2.5c278fc1,evm.utg13.68.70.3.5c278fc1,evm.utg13.68.70.4.5c278fc1
evm.TU.utg13.69	1	evm.utg13.69
evm.TU.utg13.7	1	evm.utg13.7
evm.TU.utg13.71	2	evm.utg13.71,evm.utg13.71.1.5c278fc1
evm.TU.utg13.72	1	evm.utg13.72
