mrna_id	protein_length
evm.utg359.35	417
evm.utg359.33	381
evm.utg359.34	180
utg359.equina_smart_1765198.mrna1	156
utg359.equina_smart_1478170.mrna2	291
utg359.equina_smart_1070295.mrna3	147
evm.utg359.36	321
evm.utg359.37	237
evm.utg359.39	78
evm.utg359.40.1.5c279402	308
evm.utg359.40	261
evm.utg359.41	637
evm.utg359.42	417
evm.utg359.42.1.5c22ef93	332
evm.utg359.42.1.5c22ef93.1.5c279402	249
evm.utg359.43	104
evm.utg363.1	4455
evm.utg363.2	697
evm.utg363.3	573
evm.utg363.4	219
evm.utg363.5	568
evm.utg363.6	169
evm.utg363.7	145
evm.utg363.8	487
evm.utg364.1	1035
evm.utg364.2	192
utg364.equina_smart_1779682.mrna1	50
evm.utg364.3	368
evm.utg364.4	549
evm.utg364.5	151
evm.utg364.6	192
evm.utg364.7	2511
evm.utg364.8	262
utg364.evm.utg86134.9.mrna2	381
evm.utg364.9	674
evm.utg364.10	673
evm.utg364.11	359
evm.utg364.12	520
evm.utg364.13	255
evm.utg364.14.1.5c22efa7	916
evm.utg364.14.2.5c22efa7	895
evm.utg364.14.3.5c22efa7	916
evm.utg364.14.4.5c22efa7	909
evm.utg364.14	923
evm.utg364.14.5.5c22efa8	755
evm.utg364.15	530
evm.utg364.16	833
evm.utg364.17	701
evm.utg364.17.1.5c22efa8	536
evm.utg364.18	520
evm.utg364.19	127
evm.utg364.20.1.5c22efa8	914
evm.utg364.20	1007
evm.utg364.21	476
utg364.equina_smart_1065413.mrna1	73
evm.utg364.22	2392
evm.utg364.23	223
evm.utg364.24	231
evm.utg364.25.1.5c22efa8	454
evm.utg364.25	568
evm.utg364.26	401
evm.utg364.27	104
evm.utg364.28	268
evm.utg364.29	338
evm.utg364.30	335
evm.utg364.30.1.5c22efa9	334
evm.utg364.31	324
evm.utg364.32	1454
evm.utg364.33	239
evm.utg364.34	366
evm.utg364.35	365
evm.utg364.36	286
evm.utg364.37	2402
evm.utg364.38	505
evm.utg364.39	511
evm.utg364.40	310
evm.utg364.41	458
evm.utg364.42.1.5c22efaa	1933
evm.utg364.42	1948
evm.utg364.43	170
evm.utg364.44	466
evm.utg364.44.1.5c22efab	447
evm.utg364.45	178
evm.utg364.46.2.5c22efab	413
evm.utg364.46	567
evm.utg364.46.1.5c22efab	557
evm.utg364.46.2.5c22efab.1.5c279418	330
evm.utg364.47	5968
utg364.evm.utg648.3.mrna4	179
evm.utg364.48	212
evm.utg364.49	491
evm.utg364.50	157
evm.utg364.51	1174
evm.utg364.52	486
evm.utg364.53	342
evm.utg364.54	1654
evm.utg364.55	10456
utg364.evm.utg1056.37.mrna10	104
evm.utg364.56	386
evm.utg364.57	437
evm.utg364.58	771
evm.utg364.59	272
evm.utg364.60	116
evm.utg364.61	908
evm.utg364.62	400
evm.utg364.63	445
evm.utg364.64	883
evm.utg364.65	393
evm.utg364.66	602
evm.utg364.67	561
evm.utg364.68	427
evm.utg370.1	189
evm.utg370.2	572
evm.utg370.3	179
evm.utg370.4	238
evm.utg370.5	435
evm.utg370.6	493
evm.utg370.7	475
evm.utg370.8	257
evm.utg370.9	331
evm.utg370.10	209
evm.utg370.11	152
evm.utg370.12	957
evm.utg370.13	1630
evm.utg370.14	362
evm.utg370.15	145
evm.utg370.16	165
utg370.equina_smart_1090934.mrna2	245
utg370.equina_smart_620817.mrna1	123
evm.utg370.17	238
evm.utg370.18	224
evm.utg370.19	198
evm.utg370.20	853
evm.utg370.21	543
evm.utg370.22	381
evm.utg370.23	155
evm.utg370.24	258
evm.utg370.25	194
evm.utg370.26	286
evm.utg370.27.1.5c22efbf	1010
evm.utg370.27	1011
evm.utg370.27.2.5c22efbf	1011
evm.utg370.28	254
evm.utg370.29	234
evm.utg370.30	468
evm.utg370.31	219
evm.utg370.32	415
evm.utg370.32.1.5c22efc0	370
evm.utg370.33	524
evm.utg370.34.1.5c22efbd	521
evm.utg370.34	521
utg370.equina_smart_1413987.mrna2	522
evm.utg370.35	359
evm.utg370.36	254
evm.utg370.37	3862
evm.utg370.37.1.5c22efbd	3625
evm.utg370.38	612
evm.utg370.38.1.5c22efbd	418
utg370.equina_smart_1409479.mrna1	54
evm.utg370.39	888
evm.utg370.40	258
evm.utg370.41	519
evm.utg370.42	231
evm.utg370.43	94
evm.utg370.44	212
evm.utg370.45	135
evm.utg370.46	281
evm.utg370.47	302
evm.utg370.49	222
evm.utg370.48	306
utg370.equina_smart_1065012.mrna5	492
evm.utg370.50	118
evm.utg370.51	274
evm.utg370.52	293
evm.utg370.53	148
evm.utg370.54	727
evm.utg370.55	191
evm.utg370.56	344
evm.utg370.57	119
evm.utg370.58	130
evm.utg370.59	507
evm.utg370.60	149
evm.utg370.61	557
evm.utg370.62	92
evm.utg370.63	559
evm.utg370.64	69
evm.utg370.65	559
evm.utg370.66	155
evm.utg370.67	746
evm.utg370.68	94
evm.utg370.69	94
evm.utg370.70	289
utg370.equina_smart_15563.mrna2	366
evm.utg370.71	502
evm.utg370.72	504
evm.utg370.73	145
evm.utg370.74.76.79	1212
evm.utg370.75	140
evm.utg370.77	352
evm.utg370.78	83
evm.utg370.80	442
evm.utg370.81	816
evm.utg370.82	493
evm.utg370.83	1159
evm.utg370.84	983
evm.utg370.85.86	456
evm.utg370.87	247
evm.utg370.88	3022
evm.utg370.89	287
evm.utg370.90	167
evm.utg370.91	382
evm.utg370.92	74
evm.utg370.93	87
evm.utg370.94	134
evm.utg370.95	189
evm.utg370.96	314
evm.utg370.97	350
evm.utg370.98	569
evm.utg370.99	176
evm.utg370.100	133
evm.utg370.101	288
evm.utg370.102	255
evm.utg372.1	215
evm.utg372.2	359
evm.utg372.3	461
evm.utg372.4.7	466
evm.utg372.4.7.1.5c27942d	467
evm.utg372.4.7.2.5c27942e	452
evm.utg372.4.7.3.5c27942e	426
evm.utg372.4.7.4.5c27942e	423
evm.utg372.4.7.5.5c27942e	396
evm.utg372.4.7.6.5c27942e	354
evm.utg372.5	123
evm.utg372.6	74
evm.utg372.8	844
evm.utg372.9	450
evm.utg372.10	105
evm.utg372.11	147
evm.utg372.12	485
evm.utg372.13	529
evm.utg372.14	165
evm.utg372.15	554
evm.utg372.15.1.5c22efc8.1.5c27942e	534
evm.utg372.15.1.5c22efc8.2.5c27942e	422
evm.utg372.15.1.5c22efc8	422
utg372.equina_smart_921767.mrna1	76
evm.utg372.16	78
evm.utg372.17	328
evm.utg372.17.1.5c22efc8	296
evm.utg372.18	97
evm.utg372.19	263
evm.utg372.20	346
evm.utg372.21	122
evm.utg372.22	543
evm.utg372.23	150
evm.utg372.24	274
evm.utg372.25	260
evm.utg372.26.3.5c22efc9	408
evm.utg372.26	457
evm.utg372.26.1.5c22efc9	457
evm.utg372.26.2.5c22efc9	403
evm.utg372.27	833
evm.utg372.27.1.5c22efc3	716
evm.utg372.27.2.5c22efc3	610
evm.utg372.27.3.5c22efc3	847
evm.utg372.28	237
evm.utg372.29	301
evm.utg372.30	106
evm.utg372.30.1.5c22efc9	90
evm.utg372.31	319
evm.utg372.32	901
evm.utg372.33	227
evm.utg372.33.1.5c22efca	227
evm.utg372.34	763
evm.utg372.35	683
evm.utg372.36	458
evm.utg372.37	548
evm.utg372.38	284
evm.utg372.39	357
utg372.evm.utg1290.21.mrna1	158
evm.utg372.40	247
evm.utg372.41	99
evm.utg372.42	1037
evm.utg372.43	219
evm.utg372.44	361
evm.utg372.45	252
utg372.equina_smart_1409719.mrna1	586
utg372.equina_smart_486361.mrna1	204
evm.utg372.46	236
evm.utg372.47	229
evm.utg372.48	739
evm.utg372.49	195
evm.utg372.50	382
evm.utg372.51	135
evm.utg375.2	753
evm.utg375.2.1.5c22efcb	669
evm.utg375.2.2.5c22efcb	698
evm.utg375.1	275
utg375.equina_smart_1611947.mrna5	106
evm.utg375.3	473
evm.utg376.1	170
evm.utg376.2	71
utg376.equina_smart_871665.mrna1	113
evm.utg376.3	86
evm.utg376.4	186
evm.utg376.5	432
evm.utg376.5.1.5c22efcf	432
evm.utg376.6	1296
evm.utg376.7	113
evm.utg376.8	203
evm.utg376.9.1.5c22efcf	930
evm.utg376.9	920
evm.utg376.10	462
evm.utg376.11	77
evm.utg376.12	673
evm.utg376.12.1.5c22efd0	655
evm.utg376.12.2.5c22efd0	593
evm.utg376.12.3.5c22efd0	518
evm.utg376.14	518
evm.utg376.13	139
evm.utg376.15	401
evm.utg376.16	446
evm.utg376.17	523
evm.utg376.18	494
evm.utg376.19	836
evm.utg376.20	738
evm.utg376.21	281
utg376.evm.utg3199.3.mrna2	380
evm.utg376.22	143
evm.utg376.23	194
evm.utg376.24	83
evm.utg376.25	629
evm.utg376.26	329
evm.utg376.27	3238
evm.utg376.28	161
evm.utg376.29	779
evm.utg376.30	348
evm.utg376.31	67
evm.utg376.34	275
evm.utg376.34.1.5c22efd0	334
evm.utg376.32	104
evm.utg376.33	141
evm.utg376.35	538
evm.utg376.36	466
evm.utg376.37	638
evm.utg376.38	305
evm.utg376.39	126
evm.utg376.40	1465
evm.utg376.41	268
evm.utg376.42	101
evm.utg376.43	193
evm.utg376.43.1.5c22efd1	176
evm.utg376.43.2.5c22efd1	172
evm.utg376.44	422
evm.utg376.45	451
evm.utg376.46	274
evm.utg376.47	392
evm.utg376.48	85
evm.utg376.49	383
evm.utg376.50	1333
utg376.evm.utg420.45.mrna5	628
utg376.equina_smart_1889403.mrna2	162
evm.utg376.51	347
evm.utg376.52	1101
evm.utg376.53	248
evm.utg376.54	1245
evm.utg376.55.1.5c22efd1	172
evm.utg376.55	206
evm.utg376.56	333
evm.utg376.57	544
evm.utg376.58	91
evm.utg376.58.1.5c279432	81
evm.utg376.59	129
evm.utg376.60	128
evm.utg376.61	236
evm.utg376.62	258
evm.utg376.62.1.5c22efd2	216
evm.utg376.63	302
evm.utg376.63.1.5c22efce	295
utg376.equina_smart_1752506.mrna1	53
evm.utg376.64	150
evm.utg376.65	306
evm.utg376.66	184
evm.utg376.67	185
evm.utg376.68	976
evm.utg376.68.1.5c22efd2	977
evm.utg376.69	119
evm.utg376.70	253
evm.utg376.71	111
evm.utg376.72	308
evm.utg376.73	135
evm.utg376.74	87
evm.utg377.1	1032
utg377.equina_smart_1885426.mrna1	442
evm.utg377.2	600
evm.utg377.3	291
evm.utg377.7	143
evm.utg377.8	243
evm.utg377.9	229
evm.utg377.10	154
evm.utg377.11	527
evm.utg377.12	189
evm.utg377.13	98
evm.utg377.14	264
evm.utg377.15	338
utg377.equina_smart_1885304.mrna1	78
evm.utg377.18	568
evm.utg377.19	580
evm.utg377.20	159
evm.utg377.21	403
evm.utg377.22	107
evm.utg377.23	825
utg377.evm.utg2099.57.mrna2	124
evm.utg377.24	614
evm.utg377.24.1.5c22efd8	480
evm.utg377.25	89
evm.utg377.26.1.5c22efd6	510
evm.utg377.26.2.5c22efd6	523
evm.utg377.26	522
evm.utg377.27	429
evm.utg377.27.1.5c22efd6	348
evm.utg377.28	191
evm.utg377.29	178
evm.utg377.30	184
evm.utg377.31	1262
evm.utg377.32	709
evm.utg377.33	345
evm.utg377.34	183
evm.utg377.35	453
evm.utg377.36	293
evm.utg377.37	468
evm.utg377.38	195
evm.utg377.39	1400
evm.utg377.40	1297
evm.utg377.41	318
evm.utg377.42	317
evm.utg377.43	87
evm.utg377.44	91
evm.utg378.1	79
evm.utg378.2	630
evm.utg378.3	257
evm.utg378.4	1722
evm.utg378.5	306
evm.utg378.6	374
evm.utg378.7	1199
utg378.equina_smart_1262446.mrna2	99
evm.utg378.8	97
evm.utg378.9	484
evm.utg378.9.1.5c22efe2	383
evm.utg378.9.1.5c22efe2.1.5c279442	373
evm.utg378.11	1591
evm.utg378.10	776
evm.utg378.12	270
evm.utg378.13	810
evm.utg378.14	670
evm.utg378.15	736
evm.utg378.15.1.5c22efe3	678
evm.utg378.16	309
evm.utg378.17	324
evm.utg378.18	519
evm.utg378.19	438
evm.utg378.20	420
evm.utg378.21	405
evm.utg378.22	861
evm.utg378.22.1.5c22efd9	605
evm.utg378.22.1.5c22efd9.1.5c27943c	434
evm.utg378.23.1.5c22efe4	286
evm.utg378.23	356
utg378.equina_smart_1260081.mrna1	114
evm.utg378.24	252
evm.utg378.25	324
evm.utg378.26	995
evm.utg378.27	396
evm.utg378.28	163
evm.utg378.29	338
evm.utg378.29.1.5c22efe4	232
evm.utg378.30	673
evm.utg378.31	382
utg378.equina_smart_765138.mrna1	178
utg378.equina_smart_1410247.mrna1	134
evm.utg378.32	726
evm.utg378.33	499
evm.utg378.34	804
evm.utg378.35	309
evm.utg378.36	403
evm.utg378.37	931
evm.utg378.38	2323
evm.utg378.39	2264
evm.utg378.40	391
evm.utg378.41	470
evm.utg378.42	278
evm.utg378.43	256
evm.utg378.44	231
evm.utg378.45	162
evm.utg378.46	713
evm.utg378.47	677
evm.utg378.48	1047
evm.utg378.49	487
evm.utg378.50	351
evm.utg378.51	1251
evm.utg378.52	863
evm.utg378.52.1.5c22efda	855
evm.utg378.52.2.5c22efda	624
evm.utg378.53	447
evm.utg378.53.1.5c22efe6	444
evm.utg378.53.2.5c22efe6	375
evm.utg378.53.3.5c22efe6	363
evm.utg378.54	409
evm.utg378.55	258
evm.utg378.56	1542
evm.utg378.57	419
utg378.equina_smart_1293673.mrna1	61
evm.utg378.58	1740
evm.utg378.58.1.5c22efdb	1422
evm.utg378.59	968
evm.utg378.59.1.5c22efdb	755
evm.utg378.59.2.5c22efdb	879
evm.utg378.60	1059
evm.utg378.60.1.5c22efdb	1021
evm.utg378.61	501
evm.utg378.62	415
evm.utg378.62.1.5c22efdb	370
evm.utg378.62.1.5c22efdb.1.5c27943e	289
evm.utg378.63	536
evm.utg378.64	499
utg378.equina_smart_1470661utrorf.mrna2	117
evm.utg378.65	314
evm.utg378.66	613
evm.utg378.67	902
evm.utg378.68	468
evm.utg378.68.1.5c22efe6	488
evm.utg378.68.2.5c22efe6	484
evm.utg378.68.3.5c22efe7	387
evm.utg378.69	199
evm.utg378.70	371
evm.utg378.71	399
evm.utg378.72	186
evm.utg378.73	527
evm.utg378.74	230
evm.utg378.75	1450
evm.utg378.75.1.5c22efe7	1176
evm.utg378.75.2.5c22efe7	1144
evm.utg378.75.2.5c22efe7.1.5c279447	942
evm.utg378.76	435
evm.utg378.77	387
evm.utg378.78	754
evm.utg378.78.1.5c22efe7	636
evm.utg378.78.2.5c22efe7	722
evm.utg378.78.3.5c22efe7	630
utg378.equina_smart_1458578.mrna2	92
evm.utg378.79	743
evm.utg378.80	771
evm.utg378.80.1.5c22efe8	737
evm.utg378.80.1.5c22efe8.1.5c279449	534
evm.utg378.81	180
evm.utg378.82	498
evm.utg378.82.1.5c22efe8	456
evm.utg378.82.2.5c22efe8	452
evm.utg378.83	771
evm.utg378.84	483
evm.utg378.85	221
evm.utg378.86	337
evm.utg378.87.88	336
evm.utg378.87.88.1.5c27943e	344
evm.utg378.87.88.2.5c27943e	344
evm.utg378.87.88.3.5c27943e	346
evm.utg378.87.88.4.5c27943e	346
evm.utg378.87.88.5.5c27943f	334
evm.utg378.87.88.6.5c27943f	334
evm.utg378.89.1.5c22efe8	332
evm.utg378.89.2.5c22efe8	355
evm.utg378.89	332
utg378.equina_smart_6079.mrna1	280
evm.utg378.90	182
evm.utg378.91	467
evm.utg378.91.1.5c22efdc	428
evm.utg378.91.2.5c22efdc	347
evm.utg378.91.2.5c22efdc.1.5c27943f	311
evm.utg378.92	730
evm.utg378.93	192
evm.utg378.94	218
evm.utg378.95	266
evm.utg378.96	201
evm.utg378.96.1.5c22efe9	201
evm.utg378.98	233
evm.utg378.97	1469
evm.utg378.99	371
evm.utg378.100	302
evm.utg378.101	252
evm.utg378.102	169
evm.utg378.103	221
evm.utg378.104	722
evm.utg378.105	553
evm.utg378.106	2131
evm.utg378.106.1.5c22efea	2103
evm.utg378.107	762
evm.utg378.108	152
evm.utg378.109	932
evm.utg378.110	1840
evm.utg378.111	630
evm.utg378.112	401
evm.utg378.113	1309
evm.utg378.114	196
evm.utg378.115	628
evm.utg378.116	211
evm.utg378.117	256
evm.utg378.118	262
evm.utg378.119	116
evm.utg378.120	498
evm.utg378.121	395
evm.utg378.122	286
evm.utg378.123	106
evm.utg378.124	246
evm.utg378.125	217
evm.utg378.126	275
evm.utg378.126.1.5c22efdd	195
evm.utg378.127	598
evm.utg378.127.1.5c279440	443
evm.utg378.128	219
evm.utg378.129	127
evm.utg378.130	642
evm.utg378.131	582
evm.utg378.132	309
evm.utg378.133	125
evm.utg378.134	108
evm.utg378.135	374
evm.utg378.136	278
evm.utg378.137	138
evm.utg378.138	312
evm.utg378.139	135
evm.utg378.140	523
evm.utg378.141	259
evm.utg378.142	167
evm.utg378.143	360
evm.utg378.144	372
evm.utg378.145	442
utg378.equina_smart_570029.mrna6	36
evm.utg378.146	190
evm.utg378.147	423
evm.utg378.148	660
evm.utg378.148.1.5c22efde	511
evm.utg378.149	394
evm.utg378.150	123
evm.utg378.151	199
evm.utg378.152	585
evm.utg378.153	179
utg378.equina_smart_76474.mrna1	315
evm.utg378.154	730
evm.utg378.155	620
evm.utg378.156	969
evm.utg378.157	750
evm.utg378.157.1.5c22efe0	750
evm.utg378.157.2.5c22efe0	694
evm.utg378.157.3.5c22efe0	553
evm.utg378.158	929
evm.utg378.159	122
evm.utg378.160	975
evm.utg378.161	280
evm.utg378.162	566
evm.utg378.162.1.5c22efeb	506
evm.utg378.163.1.5c22efe0	1125
evm.utg378.163.2.5c22efe0	1120
evm.utg378.163.3.5c22efe0	1091
evm.utg378.163.4.5c22efe1	929
evm.utg378.163	941
evm.utg378.164	149
evm.utg378.165	435
evm.utg378.166	111
evm.utg378.167	281
evm.utg378.167.1.5c22efec	281
evm.utg378.168	297
evm.utg378.169	286
evm.utg378.169.1.5c22efec	286
evm.utg378.170	144
evm.utg378.171	785
evm.utg378.172	536
evm.utg378.173	1530
utg378.equina_smart_1743202.mrna8	61
evm.utg378.174	1055
evm.utg378.175	1023
evm.utg378.176	298
evm.utg378.177	184
evm.utg378.178	547
evm.utg378.179	363
evm.utg378.180	591
evm.utg378.181	888
evm.utg378.182	147
evm.utg378.183	266
evm.utg378.184	1489
evm.utg378.185	189
evm.utg378.186	103
evm.utg378.187	706
evm.utg378.188	1085
evm.utg378.189	434
evm.utg378.190	167
evm.utg379.1	256
evm.utg379.2	399
evm.utg379.2.1.5c22efe8	303
evm.utg379.2.2.5c22efe8	266
utg379.evm.utg861.69.mrna6	288
evm.utg379.3	782
evm.utg379.4	129
evm.utg379.5	528
evm.utg379.5.1.5c22efe9	456
evm.utg379.6	622
evm.utg379.7	742
evm.utg379.8	161
evm.utg379.9	404
evm.utg379.10	333
evm.utg379.11	1148
evm.utg379.12	94
evm.utg379.13	594
evm.utg379.14	165
evm.utg379.15	257
evm.utg379.16	545
evm.utg379.17	119
evm.utg379.18	554
evm.utg379.19	497
evm.utg379.19.1.5c22efea.1.5c27944c	336
evm.utg379.19.1.5c22efea	432
evm.utg379.20	102
evm.utg379.21	514
evm.utg379.22	211
evm.utg379.23	1071
utg379.evm.utg2183.8.mrna2	730
evm.utg379.24	277
evm.utg379.24.1.5c22eff3	264
evm.utg379.25	530
evm.utg379.26	880
evm.utg379.27	273
evm.utg379.28	110
evm.utg379.29	121
evm.utg379.30	105
evm.utg379.31	113
evm.utg379.32	855
evm.utg379.33	285
evm.utg379.34	1236
evm.utg379.35	450
evm.utg379.35.1.5c22efeb	443
evm.utg379.35.2.5c22efeb	427
evm.utg379.35.3.5c22efeb	409
evm.utg379.35.3.5c22efeb.1.5c27944d	287
utg379.equina_smart_386095.mrna1	206
utg379.equina_smart_169711.mrna1	293
evm.utg379.36	1598
evm.utg379.37	575
evm.utg379.37.1.5c22efeb	479
evm.utg379.37.2.5c22efeb	447
utg379.evm.utg890.48.mrna3	827
evm.utg379.38	297
evm.utg379.39	168
evm.utg379.40	913
evm.utg379.41	611
evm.utg379.42	104
evm.utg379.43	207
evm.utg379.44	466
evm.utg379.45.1.5c22eff3	320
evm.utg379.45	333
evm.utg379.46	4437
evm.utg379.46.1.5c22efec	3578
utg379.equina_smart_1412230.mrna3	166
evm.utg379.47	373
evm.utg379.48	247
evm.utg379.49	368
evm.utg379.50	368
evm.utg379.51	188
evm.utg379.52	451
evm.utg379.53	509
evm.utg379.54	1440
evm.utg379.55	371
evm.utg379.56	282
utg379.equina_smart_1410542.mrna1	198
evm.utg379.57	291
evm.utg379.58	159
evm.utg379.59	535
evm.utg379.60	127
evm.utg379.61	1409
evm.utg379.62	543
evm.utg379.63	88
evm.utg379.64	512
evm.utg379.65	4910
evm.utg379.66	1036
evm.utg379.67	182
evm.utg379.68	324
evm.utg379.69	864
evm.utg379.70	111
evm.utg379.71	381
evm.utg379.72	387
evm.utg379.72.1.5c22efed	387
evm.utg379.72.2.5c22efed	285
evm.utg379.72.2.5c22efed.1.5c27944e	208
evm.utg379.73	1048
evm.utg379.74	587
evm.utg379.74.1.5c22efed	438
evm.utg379.75	197
evm.utg379.75.1.5c22eff4	189
evm.utg379.75.2.5c22eff4	183
evm.utg379.76	963
evm.utg379.77	139
evm.utg379.78	191
evm.utg379.79	509
evm.utg379.80	241
evm.utg379.81	614
evm.utg379.82	656
evm.utg379.82.1.5c22efee	613
evm.utg379.82.2.5c22efee	571
evm.utg379.82.3.5c22efee	653
evm.utg379.82.4.5c22efee	528
evm.utg379.83	384
evm.utg379.84	495
evm.utg379.85	432
evm.utg379.86	464
evm.utg379.87	448
evm.utg379.88	450
evm.utg379.89	511
evm.utg379.90	685
evm.utg379.90.1.5c22efee	722
evm.utg379.90.2.5c22efef	665
evm.utg379.91	2706
evm.utg379.92	463
evm.utg379.93	105
evm.utg379.94	113
evm.utg379.95	397
evm.utg379.96.1.5c22efef	268
evm.utg379.96	265
evm.utg379.97.2.5c22eff5	122
evm.utg379.97.1.5c22eff5	116
evm.utg379.97	121
evm.utg379.97.3.5c22eff5	121
utg379.equina_smart_919633.mrna2	83
utg379.equina_smart_1688928.mrna8	41
utg379.evm.utg4610.11.mrna5	124
utg379.evm.utg2129.56.mrna11	115
evm.utg381.1	912
evm.utg381.2	676
evm.utg381.3	448
evm.utg381.4	975
evm.utg381.5	388
evm.utg381.6	323
evm.utg381.6.1.5c22effd	244
evm.utg381.6.1.5c22effd.1.5c27945b	243
utg381.equina_smart_1410674.mrna1	46
evm.utg381.7	99
utg381.equina_smart_1039882.mrna1	75
evm.utg381.8	84
evm.utg381.9	83
evm.utg381.10	213
evm.utg381.11.13	1780
utg381.equina_smart_1685112.mrna1	340
evm.utg381.12	534
evm.utg381.14	113
evm.utg381.15.1.5c22effd	427
evm.utg381.15	480
utg381.equina_smart_1410787utrorf.mrna1	106
evm.utg381.16	694
evm.utg381.16.1.5c22effd	616
evm.utg381.17	475
evm.utg381.18	405
evm.utg381.19	216
evm.utg381.20	306
evm.utg381.21	166
evm.utg381.22	246
evm.utg381.23	623
evm.utg381.24	334
evm.utg381.25	610
evm.utg381.25.1.5c22effe	575
evm.utg381.26	1054
evm.utg381.27	680
evm.utg381.28	77
evm.utg381.29	722
evm.utg381.30	552
evm.utg381.30.1.5c22effe	523
evm.utg381.30.2.5c22effe	513
evm.utg381.30.3.5c22effe	486
evm.utg381.30.4.5c22effe	426
evm.utg381.30.1.5c22effe.1.5c27945c	384
evm.utg381.31	521
evm.utg381.32	547
evm.utg381.32.1.5c22effe	420
evm.utg381.32.1.5c22effe.1.5c27945c	296
evm.utg381.32.2.5c22efff	469
evm.utg381.32.1.5c22effe.2.5c27945c	342
evm.utg381.33	656
evm.utg381.34	437
evm.utg381.34.1.5c22efff	360
evm.utg381.35	850
evm.utg381.36	631
evm.utg381.36.1.5c22f002	600
evm.utg381.37	2181
evm.utg381.38	260
evm.utg381.39	263
evm.utg381.39.1.5c22efff	227
evm.utg381.40	383
evm.utg381.41	148
evm.utg381.41.1.5c22efff	140
evm.utg381.41.2.5c22efff	140
evm.utg381.42	330
evm.utg381.43	359
evm.utg381.44	521
evm.utg381.45	345
evm.utg381.46	314
evm.utg381.47	238
evm.utg381.48	177
evm.utg381.49	316
evm.utg381.50	124
evm.utg381.51	324
evm.utg381.52	489
evm.utg381.53	141
evm.utg381.54	364
evm.utg381.55	232
evm.utg381.56	2554
evm.utg381.57	409
evm.utg381.57.1.5c22f003	409
evm.utg381.58	528
evm.utg381.59	493
evm.utg381.60.1.5c22f000	1315
evm.utg381.60	1799
evm.utg381.62	427
evm.utg381.62.1.5c22f003	427
evm.utg381.61	102
evm.utg381.63	331
evm.utg381.64	425
evm.utg381.64.1.5c22f000	374
evm.utg381.65	361
evm.utg381.66	368
utg381.equina_smart_1035335.mrna1	621
evm.utg381.67	122
evm.utg381.67.1.5c22f004	124
evm.utg381.68	255
evm.utg381.69	313
evm.utg381.69.1.5c22f000	273
evm.utg381.70	841
utg381.equina_smart_1375855.mrna1	176
evm.utg381.71	408
evm.utg381.72	929
utg381.equina_smart_253692.mrna1	40
evm.utg381.73	476
evm.utg381.73.1.5c22f000	397
evm.utg381.73.1.5c22f000.1.5c279460	302
evm.utg381.74	970
evm.utg381.75	1820
evm.utg381.76	1864
evm.utg381.77	229
evm.utg381.78	405
evm.utg382.1	972
evm.utg382.2	151
evm.utg382.2.1.5c22f002	113
evm.utg382.3	189
evm.utg382.4	392
evm.utg382.5	864
evm.utg382.6	309
evm.utg382.7	475
evm.utg382.7.1.5c22f003	422
evm.utg382.8	355
evm.utg382.9	1276
evm.utg382.10	513
evm.utg382.11	372
evm.utg382.12	275
evm.utg382.13	439
evm.utg382.14	408
evm.utg382.15	484
evm.utg382.16	68
evm.utg382.17	71
evm.utg382.18.1.5c22f006	800
evm.utg382.18.2.5c22f006	820
evm.utg382.18.3.5c22f006	800
evm.utg382.18	817
utg382.equina_smart_1410924.mrna1	280
evm.utg382.19	288
evm.utg382.20	433
evm.utg382.20.1.5c22f004	369
evm.utg382.21	735
evm.utg382.24	501
evm.utg382.25	132
evm.utg382.25.1.5c22f004	118
evm.utg382.25.1.5c22f004.1.5c27945e	122
evm.utg382.26	195
evm.utg382.27	207
evm.utg382.28	224
evm.utg382.29.1.5c22f007	1376
evm.utg382.29	1353
evm.utg382.30	191
evm.utg382.31	172
evm.utg382.32	152
evm.utg382.33	82
evm.utg382.34	190
evm.utg382.34.1.5c22f005	151
evm.utg382.34.2.5c22f005	148
evm.utg382.35	99
evm.utg382.36	467
evm.utg382.37	154
evm.utg382.38	1077
evm.utg382.39	70
evm.utg382.39.1.5c22f005	50
evm.utg382.40	129
evm.utg382.41	84
utg382.equina_smart_1411023.mrna1	87
evm.utg382.42	78
evm.utg382.43	91
utg382.equina_smart_263936.mrna1	106
evm.utg382.44	476
evm.utg382.45	1426
evm.utg382.46	113
evm.utg382.47	335
evm.utg382.48	677
evm.utg382.49	963
utg382.equina_smart_1410957.mrna1	759
evm.utg382.50	821
evm.utg382.51	352
evm.utg382.51.1.5c22f007	282
evm.utg382.52	72
evm.utg382.53	205
evm.utg382.54	171
evm.utg382.55	329
evm.utg382.55.1.5c22f008	326
evm.utg382.55.2.5c22f008	329
evm.utg382.56	1177
evm.utg382.57	562
evm.utg382.57.1.5c22f005	542
evm.utg382.57.2.5c22f006	477
evm.utg382.57.3.5c22f006	457
evm.utg382.57.3.5c22f006.1.5c279460	367
evm.utg382.57.4.5c22f006	404
evm.utg382.58	762
evm.utg382.58.1.5c22f008	682
evm.utg386.1	192
utg386.equina_smart_1711328.mrna3	49
evm.utg386.2	154
evm.utg386.3	114
evm.utg386.4	1734
evm.utg386.5.1.5c22f01c	5196
evm.utg386.5	6538
evm.utg386.6	238
evm.utg386.7	210
evm.utg386.8	815
evm.utg386.9	202
evm.utg386.10	721
evm.utg386.11	288
evm.utg386.12	76
