# Program:featureCounts v2.0.2; Command:"featureCounts" "-p" "-M" "-s" "0" "-T" "16" "-t" "exon" "-g" "gene_id" "-a" "equina_database/ref_index/genes.gtf" "-o" "featurecounts/A_Equina_Counts_unstranded.txt" "alignments/10.sorted.bam" "alignments/11.sorted.bam" "alignments/12.sorted.bam" "alignments/13.sorted.bam" "alignments/14.sorted.bam" "alignments/15.sorted.bam" "alignments/16.sorted.bam" "alignments/17.sorted.bam" "alignments/18.sorted.bam" "alignments/19.sorted.bam" "alignments/1.sorted.bam" "alignments/20.sorted.bam" "alignments/21.sorted.bam" "alignments/22.sorted.bam" "alignments/23.sorted.bam" "alignments/24.sorted.bam" "alignments/25.sorted.bam" "alignments/26.sorted.bam" "alignments/27.sorted.bam" "alignments/28.sorted.bam" "alignments/2.sorted.bam" "alignments/30.sorted.bam" "alignments/31.sorted.bam" "alignments/34.sorted.bam" "alignments/36.sorted.bam" "alignments/4.sorted.bam" "alignments/50.sorted.bam" "alignments/5.sorted.bam" "alignments/6.sorted.bam" "alignments/7.sorted.bam" "alignments/8.sorted.bam" "alignments/9.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	alignments/10.sorted.bam	alignments/11.sorted.bam	alignments/12.sorted.bam	alignments/13.sorted.bam	alignments/14.sorted.bam	alignments/15.sorted.bam	alignments/16.sorted.bam	alignments/17.sorted.bam	alignments/18.sorted.bam	alignments/19.sorted.bam	alignments/1.sorted.bam	alignments/20.sorted.bam	alignments/21.sorted.bam	alignments/22.sorted.bam	alignments/23.sorted.bam	alignments/24.sorted.bam	alignments/25.sorted.bam	alignments/26.sorted.bam	alignments/27.sorted.bam	alignments/28.sorted.bam	alignments/2.sorted.bam	alignments/30.sorted.bam	alignments/31.sorted.bam	alignments/34.sorted.bam	alignments/36.sorted.bam	alignments/4.sorted.bam	alignments/50.sorted.bam	alignments/5.sorted.bam	alignments/6.sorted.bam	alignments/7.sorted.bam	alignments/8.sorted.bam	alignments/9.sorted.bam
evm.TU.utg214.75	utg214;utg214;utg214;utg214;utg214;utg214;utg214;utg214;utg214;utg214;utg214;utg214;utg214;utg214;utg214;utg214;utg214;utg214;utg214;utg214;utg214;utg214;utg214;utg214;utg214;utg214;utg214;utg214;utg214;utg214;utg214;utg214;utg214;utg214	607436;607869;609527;609851;610034;610540;613764;614459;615063;615658;616159;617395;618350;618516;619262;619574;621162;621873;624568;625593;626153;626884;628300;629024;629588;630916;631274;632054;632253;632594;633108;634340;634697;635457	607496;607958;609627;609925;610129;610650;613841;614594;615166;615747;616200;617568;618437;618590;619336;619705;621296;622009;624717;625670;626343;627736;628397;629108;629684;631000;631316;632116;632342;632713;633228;634506;634747;635618	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4254	1621	1083	3107	1833	4116	1799	1456	2149	3239	2479	1282	1797	3269	3510	4831	3876	2839	5007	1896	3572	5049	2771	2929	487	2388	2106	2463	1897	1006	2403	1304	783
tRNAscan-SE.tRNA.utg214.His(ATG).1	utg214	608815	608890	-	76	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	6	0	0
tRNAscan-SE.tRNA.utg214.Pseudo(CGC).5	utg214	637770	637842	-	73	2	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	3	0	0
utg214.equina_smart_1403628.path1	utg214;utg214	638569;639713	638593;639798	+;+	111	25	21	41	0	6	31	69	22	9	19	11	0	29	7	2	13	34	54	25	285	23	227	0	2	1	48	3	32	8	35	50	25
evm.TU.utg214.76	utg214;utg214;utg214;utg214;utg214;utg214;utg214;utg214;utg214;utg214	642430;642430;644666;644666;645516;645516;646155;646155;673679;689600	642518;642518;644746;644746;645616;645616;646419;646453;674114;689872	+;+;+;+;+;+;+;+;+;+	1279	15160	3574	10538	4173	5357	13970	10214	18319	7497	13913	5256	7336	3589	11039	4039	8581	28174	11130	6259	15529	30176	13804	10118	3048	30054	18600	13556	7395	4331	15994	12850	4804
evm.TU.utg214.77	utg214	650803	652701	-	1899	33	21	114	17	5	27	29	63	12	11	22	33	15	22	8	6	8	8	82	56	27	86	15	0	51	163	83	96	17	10	32	11
evm.TU.utg214.78	utg214	660097	661488	+	1392	61	324	97	84	343	141	66	102	495	110	163	648	677	66	832	150	315	89	443	204	78	66	182	122	74	184	275	716	215	141	29	93
evm.TU.utg214.79.80	utg214;utg214	663519;680242	666121;680672	-;-	3034	58	23	195	7	6	76	35	86	4	20	15	12	18	40	10	14	64	23	92	160	64	168	4	0	122	410	264	100	33	49	23	29
tRNAscan-SE.tRNA.utg214.Ser(AGA).4	utg214	676330	676401	+	72	0	1	0	0	0	1	1	0	0	0	0	0	1	2	0	0	0	1	0	0	0	1	0	3	0	1	0	0	0	1	0	1
tRNAscan-SE.tRNA.utg214.Ser(GGA).5	utg214	676513	676584	+	72	5	11	7	1	22	2	2	0	4	7	0	1	27	14	18	8	2	11	14	9	10	7	2	0	1	9	4	14	2	4	2	22
evm.TU.utg214.81	utg214	696883	698775	-	1893	56	6	357	34	6	61	12	168	11	17	73	22	2	81	8	25	8	33	35	33	37	25	0	0	8	818	26	72	13	75	47	3
evm.TU.utg214.82	utg214;utg214	706938;707836	707633;708831	-;-	1692	150	55	444	12	34	195	7	429	42	80	38	9	57	149	6	21	44	35	239	67	185	57	1	0	234	1183	260	325	24	171	114	10
evm.TU.utg214.83	utg214	711603	712776	-	1174	299	4	559	25	2	85	5	504	29	67	38	0	8	431	0	55	18	84	52	15	34	44	3	0	21	640	32	84	3	84	130	1
evm.TU.utg214.84	utg214	712836	713648	-	813	79	11	214	2	0	70	2	117	2	17	7	1	3	99	3	15	9	30	28	32	20	18	3	0	13	300	52	32	13	37	19	0
evm.TU.utg214.85	utg214	726129	727955	-	1827	49	20	354	14	11	52	1	142	0	25	142	28	16	96	14	15	10	20	72	13	9	10	27	2	25	666	84	78	28	102	79	0
evm.TU.utg216.1	utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216	481;1661;1947;2413;2767;3593;4060;4217;4724;5458;5914;7065;8718;8919;10879;11621;12106;12341;17814;18057;19110;19718	670;1744;2018;2484;2838;3670;4122;4288;4795;5529;5990;7233;8789;8990;10950;11692;12177;12412;17885;18128;19227;19787	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1857	7	0	89	14	42	37	21	50	10	5	0	14	1	56	1	73	56	36	2	83	16	75	23	2	28	70	68	14	0	60	19	3
evm.TU.utg216.2	utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216	24643;25450;26382;27352;28623;28867;29006;29256;29456;30129;30379;30568;37606;37977;38747;39915;40271;41513;41970;42691;43198;43364;43819;44655;45012;46412;47460;48115;48552;49056	24659;25471;26457;27469;28694;28938;29077;29327;29527;30200;30450;30639;37677;38048;38818;39986;40342;41584;42041;42762;43269;43426;43896;44726;45083;46495;47653;48249;48976;49622	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3147	24	14	116	52	167	118	31	134	139	31	4	65	50	146	66	230	351	110	37	338	243	194	41	6	72	155	257	138	8	170	14	48
evm.TU.utg216.3	utg216;utg216;utg216;utg216;utg216	49908;50036;50511;50511;50816	50411;50411;51448;50735;51294	+;+;+;+;+	1442	10	55	69	50	204	89	98	98	129	12	6	84	55	132	86	85	365	42	37	225	249	145	41	1	84	76	205	151	6	96	24	10
evm.TU.utg216.4	utg216	52839	54217	-	1379	39	146	57	5	59	78	98	90	189	45	89	45	88	108	101	58	149	104	134	94	174	94	35	35	121	121	99	84	71	93	55	65
evm.TU.utg216.5	utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216	54378;56025;56654;57735;58340;59808;59946;60662;61493;62178;63005;63680;64199;65400;65914;66687;67971;68593;69141;69790;71029;71571;71997;72851;73355;74681;75037;75362;76266;76670;76896;77389;78454;78619;79323;80234;80615;81941;82694;83137	54951;56214;57018;57886;58457;59848;60000;60719;61584;62479;63119;63877;64384;65519;66562;66790;68071;68664;69312;69968;71142;71688;72190;72938;73888;74816;75075;75452;76361;76819;76945;77649;78528;78715;79402;80337;80743;82031;82855;83554	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6870	304	475	936	118	431	649	294	477	450	237	331	335	660	522	258	543	1072	1168	718	709	481	566	277	202	865	763	960	794	452	397	346	191
tRNAscan-SE.tRNA.utg216.Pseudo(GTT).1	utg216	81392	81465	-	74	4	4	2	3	12	0	3	2	0	2	3	4	2	0	4	2	7	15	0	5	2	0	2	2	1	2	6	3	0	4	7	2
evm.TU.utg216.6	utg216;utg216;utg216;utg216	85434;85796;85991;86396	85559;85887;86089;86468	-;-;-;-	390	118	71	62	5	83	32	197	127	31	19	37	22	27	85	59	44	46	86	56	32	130	17	42	89	41	46	34	49	31	31	102	186
evm.TU.utg216.7	utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216	86510;86919;87179;87575;88242;88748;89563;89924;90090;90396;91214;91649;92463;92753;92939;93453;93832;95835	86662;86987;87302;87715;88419;88900;89728;89995;90194;90473;91357;91790;92541;92851;93070;93588;94133;96426	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2865	125	106	97	33	89	57	47	231	25	74	18	34	18	32	104	82	43	209	186	78	144	70	66	29	16	76	25	60	134	66	43	82
evm.TU.utg216.8	utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216	101827;101827;101827;103031;103031;103031;103628;103628;103628;104068;104068;104068;105003;105003;105003;105335;105335;105335;105707;105707;105707;105906;105906;105906;106221;106221;106221;106661;106661;106661;107755;107755;108200;108200;108792;108792;109506;109506;110179;110179;110660;110660;111413;112183	101955;101955;101955;103100;103100;103100;103725;103725;103725;104157;104157;104157;105051;105051;105051;105422;105422;105422;105799;105799;105799;105978;105978;105978;106292;106292;106292;106723;106723;106853;107813;107813;108257;108257;108881;108881;109563;109563;110261;110261;110761;110864;111472;112753	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2139	294	799	358	175	308	315	366	528	431	171	357	228	467	450	662	327	526	225	661	333	460	303	320	220	351	381	258	589	255	230	345	357
evm.TU.utg216.9	utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216	116496;117755;118481;119506;120151;121035;121891;122994;124318;125487;126354	117031;118081;118651;119670;120337;121195;122058;123126;124544;125671;126524	+;+;+;+;+;+;+;+;+;+;+	2431	78	112	116	170	24	183	26	107	292	78	83	154	361	199	377	215	30	162	132	95	10	59	158	86	36	87	13	188	82	109	81	19
tRNAscan-SE.tRNA.utg216.Pseudo(GTA).2	utg216	128033	128109	-	77	0	1	6	5	0	1	0	0	2	0	0	2	0	4	8	3	2	6	8	0	0	0	0	4	12	5	1	1	2	0	1	13
evm.TU.utg216.10	utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216	131178;131959;132792;133010;133588;133767;134265;134621;134897;135527;136180	131872;132121;132940;133074;133667;133847;134365;134694;134972;135650;136332	+;+;+;+;+;+;+;+;+;+;+	1761	96	130	140	19	60	118	144	205	48	31	119	8	67	172	14	77	143	67	152	107	146	145	31	55	128	216	109	115	109	98	124	179
evm.TU.utg216.11	utg216	137666	138053	+	388	3	5	3	0	37	1	43	9	0	1	0	11	4	0	1	0	19	9	7	25	86	14	0	0	35	7	45	11	1	0	2	27
evm.TU.utg216.12	utg216;utg216;utg216;utg216;utg216	138274;138950;139385;139887;140357	138574;139191;139456;139938;140777	+;+;+;+;+	1088	556	371	506	72	131	307	418	553	153	192	471	163	189	348	62	106	456	211	145	331	368	271	151	81	279	581	342	134	258	374	605	271
evm.TU.utg216.13	utg216;utg216;utg216;utg216	140981;142698;144616;144714	142166;142807;144632;144795	-;-;-;-	1395	190	253	169	15	195	115	430	288	86	52	84	39	127	162	53	55	203	132	174	165	284	113	39	63	239	196	321	112	110	102	249	603
evm.TU.utg216.14	utg216;utg216	144948;146458	145319;148782	+;+	2697	272	190	384	108	365	346	341	316	194	653	218	143	85	450	219	461	342	467	259	350	450	238	122	89	373	293	205	147	75	352	342	233
evm.TU.utg216.15	utg216;utg216;utg216;utg216;utg216;utg216	152740;153449;153723;154023;155796;156529	152861;153634;153947;155193;156220;156607	-;-;-;-;-;-	2208	467	489	343	39	319	202	357	860	112	121	159	88	44	820	161	184	241	137	338	174	332	163	55	151	182	491	360	239	59	229	681	368
evm.TU.utg216.16	utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216	158772;159866;160437;160686;162075;162989;163273;163908;165187;165751;166246;166854;167522;168883;169247;169469;169882;170496	158935;159937;160508;160763;162146;163060;163344;163979;165255;165819;166317;166925;167593;168954;169318;169540;169953;170599	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1420	126	94	201	19	86	108	88	230	23	35	46	31	42	310	47	78	86	111	158	116	124	72	36	55	70	281	183	135	45	67	149	35
tRNAscan-SE.tRNA.utg216.Pseudo(GTT).3	utg216	159390	159458	+	69	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg216.17	utg216	172999	173208	+	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg216.18	utg216;utg216;utg216;utg216;utg216;utg216	173562;175047;175419;175755;176338;177979	173637;175118;175536;175832;176362;178029	-;-;-;-;-;-	420	42	12	33	18	47	43	28	27	4	16	29	8	18	53	6	26	57	21	33	41	66	49	18	12	21	25	22	18	2	17	45	14
evm.TU.utg216.19	utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216	179414;179756;179886;180833;180833;180833;181170;181170;181170;181631;181631;181631;182320;182320;182320;182605;182605;182605;183061;183061;183061;183306;183306;183306;184332;184332;184332;184603;184603;184603;185181;185181;185181;185912;185912;185912;186922;186922;186922;187460;187460;187460;191817;191817;191817;194375;194375;194375;195106;195106;195106;196418;196418;196418;196747;196747;196747;197262;197262;197262;197880;198234;198945;200060	180195;180195;180195;180890;180890;180890;181269;181269;181269;181705;181705;181705;182436;182436;182436;182667;182667;182667;183144;183144;183144;183392;183392;183392;184397;184397;184397;184733;184733;184733;185320;185320;185320;186043;186043;186043;187085;187085;187085;187621;187621;187621;191891;191891;191891;194473;194473;194473;195176;195176;195176;196489;196489;196489;196839;196839;196839;197351;197351;197447;197942;198386;199027;200082	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3079	163	217	258	84	204	334	149	198	270	99	237	174	227	314	154	184	290	323	254	214	247	286	92	144	129	187	179	161	135	219	232	224
evm.TU.utg216.20	utg216	204406	204702	-	297	10	0	2	4	54	13	16	13	1	13	1	21	20	1	36	12	5	25	0	4	28	5	4	0	0	7	4	17	2	14	8	0
evm.TU.utg216.21	utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216;utg216	214298;214946;215235;215969;217148;217855;218350;219091;219729;220277;221080;222346;223267	214496;215003;215337;216043;217264;217917;218433;219180;219794;220410;221216;222477;223418	-;-;-;-;-;-;-;-;-;-;-;-;-	1410	72	56	180	65	127	219	100	135	317	109	109	47	255	130	163	232	182	259	99	182	281	155	50	21	148	191	149	112	168	173	48	62
evm.TU.utg216.22	utg216;utg216;utg216	223812;224615;225555	223982;224680;225653	-;-;-	336	8	2	4	0	8	12	0	4	0	4	0	0	2	0	2	10	6	12	5	6	14	1	0	0	16	12	0	6	3	10	2	0
evm.TU.utg217.1	utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217	4477;5346;5929;6078;6612;7019;7515;8276;9377;10398;10956;11113;11824;12133	4738;5422;5997;6137;6721;7099;7584;8373;9497;10513;10999;11231;11954;12775	-;-;-;-;-;-;-;-;-;-;-;-;-;-	2001	104	96	253	28	61	199	61	251	268	109	177	56	155	100	128	132	275	246	345	170	200	202	116	46	301	398	267	234	257	129	167	55
evm.TU.utg217.2	utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217	13084;13426;13768;14010;14438;14786;15274;15879;16401;16605;17134;17672;18216;18771;18969;19497;20082	13191;13509;13858;14111;14524;14944;15366;15994;16520;16709;17220;17782;18358;18870;19112;19585;20223	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1881	317	198	212	1142	348	240	344	251	267	238	600	263	650	179	315	323	476	337	202	612	468	483	306	93	269	324	408	157	244	260	325	153
evm.TU.utg217.3	utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217	20802;22149;23098;23713;24046;24395;24876;25360;26163;26661;27064;27590;28980	21648;22338;23200;23808;24117;24493;24980;25551;26323;26834;27187;28821;29028	-;-;-;-;-;-;-;-;-;-;-;-;-	3444	114	123	155	368	129	83	207	141	58	86	305	100	480	81	108	145	92	224	136	120	184	119	49	162	174	206	258	36	135	72	283	266
evm.TU.utg217.4	utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217	31664;31664;32326;32326;32913;32913;33212;33212;33593;33593;33770;33770;34377;34377;34574;34574;35065;35065;35693	31863;31863;32406;32406;33043;33043;33393;33393;33698;33698;33857;33857;34483;34483;34625;34625;35153;35299;35926	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1416	164	198	333	209	91	186	87	361	308	206	200	158	335	136	350	167	203	521	194	256	227	197	222	95	255	454	359	167	174	229	134	64
evm.TU.utg217.5	utg217;utg217;utg217	37582;38036;38216	37722;38121;38312	-;-;-	324	14	46	22	17	22	12	74	16	30	8	23	11	23	22	23	14	44	19	7	53	22	21	7	49	10	40	37	17	4	8	18	45
evm.TU.utg217.6	utg217;utg217;utg217;utg217	38486;38938;39098;39286	38830;39018;39205;39604	-;-;-;-	853	110	107	43	39	126	28	176	57	42	16	51	38	49	46	121	39	71	51	35	90	94	94	19	96	28	99	97	41	25	28	74	195
evm.TU.utg217.7	utg217;utg217	51891;57099	52723;57153	+;+	888	1	3	5	2	11	0	0	4	0	5	1	2	29	4	2	1	16	9	9	38	5	11	2	8	4	12	5	13	6	2	2	1
evm.TU.utg217.8	utg217;utg217;utg217;utg217;utg217;utg217	57396;58072;58571;59345;59941;60579	57630;58267;58796;59428;60051;60752	+;+;+;+;+;+	1026	74	181	207	67	66	73	156	155	232	91	81	93	204	168	203	129	219	241	253	133	53	101	91	111	111	150	114	194	62	42	101	115
evm.TU.utg217.9	utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217	62928;63771;64447;64635;64869;65098;65149;65866;65866;66258;66258;66464;66464;66932;66932;67391;67391;68050;68050;68523;68523;69021;69021;69473;69473;70044;70044;70167;70167;70714;70714;71240;71240;71408;71408;71576;71576;71967;71967;72150;72150;72301;72301;72660;72660;73156;73156	63380;63887;64525;64710;64995;65320;65320;65926;65926;66324;66324;66529;66529;66990;66990;67489;67489;68119;68119;68604;68604;69067;69067;69533;69533;70087;70087;70223;70223;70800;70800;71314;71314;71454;71454;71621;71621;72074;72074;72230;72230;72366;72366;72716;72716;73484;73484	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2684	623	485	667	348	796	982	1151	909	909	398	616	701	1430	640	1047	675	918	1407	365	1226	1165	724	481	284	815	865	548	380	373	738	511	447
evm.TU.utg217.10	utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217	74024;74024;74024;75028;75028;75028;75466;75466;75466;75776;75776;75776;76389;76389;76389;77261;77261;77261;77401;77401;77401;78360;78360;78360;78528;78528;78528;79369;79369;79369;79812;79812;79812;80408;80408;80408;80631;80631;80631;81505;81505;81505;81930;81930;81930;82308;82308;82308;82485;82485;83257;83257;84025;84025;84025	74098;74098;74098;75119;75119;75119;75540;75540;75540;75821;75821;75821;76529;76529;76529;77307;77307;77307;77484;77484;77484;78437;78437;78437;78721;78721;78721;79405;79405;79405;80028;80028;80028;80498;80498;80498;80772;80772;80772;81609;81609;81609;82020;82020;82020;82368;82368;82704;83345;82704;83345;83345;85854;84936;84856	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4383	11441	10700	5958	5415	18538	6052	23379	11884	7709	5293	7507	5821	7237	9968	10233	5384	6308	6919	5073	5721	16831	5418	5828	10903	8104	7161	6591	5564	3733	6017	12417	13624
tRNAscan-SE.tRNA.utg217.Ala(GGC).1	utg217	86563	86635	-	73	0	4	3	4	0	0	4	0	0	7	0	0	0	4	3	3	6	7	2	5	0	1	6	0	0	2	2	4	0	6	0	0
evm.TU.utg217.11	utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217	88507;88507;89289;89289;90139;90139;90626;90814;90814;91006;91006;91006;91575;91575;91575;92019;92019;92019;92919;92919;92919;93610;93610;95002;95002	88640;88640;89388;89388;90199;90199;90876;90876;90876;91056;91056;91056;91664;91664;91664;92222;92222;92222;93064;93064;93500;93708;93708;95370;95370	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1941	3489	3042	3941	1475	1171	2987	2583	3510	1852	2865	2740	1027	1763	2507	1273	2399	3377	2855	6285	3665	3681	3923	2088	1933	8144	5477	5150	2585	3386	2542	4937	6374
evm.TU.utg217.12	utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217;utg217	97955;98683;99303;100003;100905;101504;102021;102300;103517	98457;98753;99397;100240;100967;101608;102090;102421;103951	-;-;-;-;-;-;-;-;-	1702	119	426	137	36	117	89	253	144	118	41	203	62	278	194	126	51	228	142	185	80	107	95	69	64	97	133	59	115	75	41	215	112
evm.TU.utg217.13	utg217;utg217;utg217	104366;104636;105451	104403;104826;105848	+;+;+	627	189	393	339	33	62	57	478	244	82	65	7	94	38	267	49	68	256	43	405	232	122	172	42	246	230	254	224	533	149	65	284	250
evm.TU.utg217.14	utg217;utg217;utg217	105801;106729;107623	106339;106820;107751	-;-;-	760	2628	1398	3379	1066	903	2037	1664	2476	1113	2073	2213	1749	619	2419	556	1685	3791	1155	2891	2360	3750	2133	813	936	2649	3834	2279	2335	1281	2005	3611	2102
evm.TU.utg217.15	utg217;utg217	108862;109873	109426;110848	+;+	1541	68	50	240	32	8	56	62	116	95	20	0	27	12	114	48	65	131	66	7	90	57	24	40	15	48	288	67	230	0	72	4	20
evm.TU.utg217.16	utg217;utg217	111347;112550	111962;113155	+;+	1222	89	43	312	321	107	394	63	337	495	279	22	310	140	131	168	449	1000	356	41	799	352	324	367	11	181	487	203	231	15	477	9	10
evm.TU.utg217.17	utg217;utg217	114547;114884	114760;114948	-;-	279	138	0	1	9	0	3	0	5	38	2	10	6	40	101	16	5	5	4	0	10	425	8	4	0	1	1	0	5	0	14	109	10
evm.TU.utg217.18	utg217;utg217;utg217;utg217	116337;116901;117852;118833	116672;117167;118007;119115	-;-;-;-	1042	3594	41	1696	13	203	584	447	4433	26	285	192	35	26	882	39	289	855	273	28	19	718	17	7	41	1233	21254	927	65	620	716	156	124
evm.TU.utg217.19	utg217	121698	122024	+	327	0	0	0	0	0	0	4	0	0	0	0	0	0	2	1	0	2	0	0	2	0	0	0	0	0	10	2	0	0	0	0	4
evm.TU.utg217.20	utg217;utg217	122349;124018	122898;124220	-;-	753	0	0	0	0	4	0	0	3	0	1	0	0	0	6	0	0	0	4	0	0	1	0	0	0	0	0	2	0	0	0	0	0
evm.TU.utg217.21	utg217;utg217	127133;128018	127691;128073	+;+	615	14	0	41	13	16	17	4	19	6	6	32	8	22	34	9	15	8	21	3	31	12	16	12	24	6	37	5	14	2	12	13	2
evm.TU.utg217.22	utg217;utg217;utg217	146081;146263;146620	146171;146514;146928	+;+;+	652	44	4	0	111	8	12	5	26	6	30	508	16	13	12	11	6	18	5	23	71	2726	66	50	86	43	55	53	17	119	23	30	12
evm.TU.utg217.23	utg217	146825	147427	-	603	15	26	4	9	29	4	36	19	1	0	35	13	5	23	12	9	4	4	10	3	5	9	55	253	3	4	12	6	0	4	42	29
evm.TU.utg217.24	utg217;utg217	151357;151964	151436;152093	-;-	210	2	0	0	0	0	0	0	0	0	0	0	0	12	2	1	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	0
evm.TU.utg217.25	utg217;utg217;utg217	152389;153142;154009	152518;153277;154228	+;+;+	486	2	1	1	0	0	3	0	0	11	10	6	0	12	2	3	0	2	1	2	0	0	1	1	5	2	1	0	2	6	1	0	0
