# Program:featureCounts v2.0.2; Command:"featureCounts" "-p" "-M" "-s" "2" "-T" "16" "-t" "exon" "-g" "gene_id" "-a" "equina_database/ref_index/genes.gtf" "-o" "featurecounts/A_Equina_Counts_stranded.txt" "alignments/10.sorted.bam" "alignments/11.sorted.bam" "alignments/12.sorted.bam" "alignments/13.sorted.bam" "alignments/14.sorted.bam" "alignments/15.sorted.bam" "alignments/16.sorted.bam" "alignments/17.sorted.bam" "alignments/18.sorted.bam" "alignments/19.sorted.bam" "alignments/1.sorted.bam" "alignments/20.sorted.bam" "alignments/21.sorted.bam" "alignments/22.sorted.bam" "alignments/23.sorted.bam" "alignments/24.sorted.bam" "alignments/25.sorted.bam" "alignments/26.sorted.bam" "alignments/27.sorted.bam" "alignments/28.sorted.bam" "alignments/2.sorted.bam" "alignments/30.sorted.bam" "alignments/31.sorted.bam" "alignments/34.sorted.bam" "alignments/36.sorted.bam" "alignments/4.sorted.bam" "alignments/50.sorted.bam" "alignments/5.sorted.bam" "alignments/6.sorted.bam" "alignments/7.sorted.bam" "alignments/8.sorted.bam" "alignments/9.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	alignments/10.sorted.bam	alignments/11.sorted.bam	alignments/12.sorted.bam	alignments/13.sorted.bam	alignments/14.sorted.bam	alignments/15.sorted.bam	alignments/16.sorted.bam	alignments/17.sorted.bam	alignments/18.sorted.bam	alignments/19.sorted.bam	alignments/1.sorted.bam	alignments/20.sorted.bam	alignments/21.sorted.bam	alignments/22.sorted.bam	alignments/23.sorted.bam	alignments/24.sorted.bam	alignments/25.sorted.bam	alignments/26.sorted.bam	alignments/27.sorted.bam	alignments/28.sorted.bam	alignments/2.sorted.bam	alignments/30.sorted.bam	alignments/31.sorted.bam	alignments/34.sorted.bam	alignments/36.sorted.bam	alignments/4.sorted.bam	alignments/50.sorted.bam	alignments/5.sorted.bam	alignments/6.sorted.bam	alignments/7.sorted.bam	alignments/8.sorted.bam	alignments/9.sorted.bam
utg116.equina_smart_1840927.path2	utg116;utg116	1552124;1552454	1552209;1552484	+;+	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg116.205	utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116	1595410;1595410;1595410;1595678;1595678;1595678;1595889;1595889;1595889;1601518;1601666;1601666;1601666;1602369;1602369;1602369;1602369;1602981;1602981;1602981;1602981;1603524;1603524;1603524;1603524;1604117;1604117;1604117;1604117;1604514;1604514;1604514;1604514;1605229;1605229;1605229;1605229;1605712;1605712;1605712;1605712;1606283;1606283;1606283;1606283;1606801;1606801;1606801;1606801;1607676;1607676;1607676;1607676;1608628;1608628;1608628;1610382;1610382;1611086;1611086	1595553;1595553;1595553;1595743;1595743;1595743;1596048;1596048;1596048;1601865;1601865;1601865;1601865;1602479;1602479;1602479;1602479;1603073;1603073;1603073;1603073;1603654;1603654;1603654;1603654;1604176;1604176;1604176;1604176;1604622;1604622;1604622;1604622;1605282;1605282;1605282;1605282;1605762;1605762;1605762;1605762;1606402;1606402;1606402;1606402;1606928;1606928;1606928;1606928;1607777;1607777;1607777;1608163;1608700;1608700;1609272;1610489;1610489;1612282;1612282	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4013	2053	1578	2863	2474	2403	2812	2095	2536	3475	2725	2504	2127	2828	1613	2815	2884	3241	3644	3448	3913	3270	2929	3095	1836	4487	2878	3048	1428	2874	3164	2845	2046
tRNAscan-SE.tRNA.utg116.Tyr(GTA).1	utg116	1605450	1605524	-	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg116.206	utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116	1613854;1614663;1614808;1615264;1615947;1616330;1616473;1616720;1617882	1614072;1614695;1614881;1615405;1616024;1616361;1616528;1616913;1618147	+;+;+;+;+;+;+;+;+	1094	109	130	146	63	131	107	219	155	133	69	139	81	160	100	72	81	153	87	130	131	134	117	152	87	125	145	104	78	75	122	172	74
evm.TU.utg116.207	utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116	1618144;1618369;1619678;1619678;1620327;1620327;1620694;1620694;1621429;1621429;1621903;1621903;1622560;1622560;1623290;1623290;1623651;1623651;1624348;1624348;1624544;1624544;1625117;1625117;1626303;1626303;1627149;1627149;1627468;1627468;1627663;1627663;1628467;1628467;1628727;1628727;1629363;1629363;1629679;1629679;1631471;1631471;1632343;1632343;1633266;1633266;1636402;1636402	1618500;1618500;1619751;1619751;1620376;1620376;1620790;1620790;1621540;1621540;1622029;1622029;1622714;1622714;1623431;1623431;1623850;1623850;1624449;1624449;1624661;1624673;1625261;1625261;1626440;1626440;1627303;1627303;1627547;1627547;1627785;1627785;1628571;1628571;1628789;1628789;1629485;1629485;1629778;1629778;1631577;1631577;1632419;1632419;1633455;1633455;1636783;1636783	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3334	350	220	377	450	569	360	592	432	352	375	527	527	582	464	629	411	650	675	240	557	996	432	367	286	308	331	342	249	241	312	426	475
evm.TU.utg116.208	utg116;utg116;utg116;utg116;utg116;utg116	1638066;1638210;1638376;1638376;1638831;1639915	1638246;1638246;1638572;1638419;1638908;1640824	+;+;+;+;+;+	1366	938	1055	1471	1761	281	2176	254	850	1169	2128	1549	553	1281	838	476	2371	1387	1646	2435	2441	1198	3012	1690	976	2040	1159	3044	1004	2132	3253	1313	516
evm.TU.utg116.209	utg116;utg116	1643979;1644381	1644242;1645546	+;+	1430	557	430	337	206	323	270	999	507	150	138	432	153	254	316	197	181	245	190	124	274	632	297	206	620	350	499	312	191	206	194	496	761
evm.TU.utg116.210	utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116	1646699;1646699;1646699;1646699;1647300;1647300;1647300;1647300;1648195;1648195;1648398;1648565;1648851;1648851	1647085;1647085;1647163;1646995;1647435;1647636;1647435;1647617;1648490;1648258;1648630;1648630;1650136;1650136	+;+;+;+;+;+;+;+;+;+;+;+;+;+	2524	1497	1750	2549	290	448	689	1389	1956	886	424	1344	515	669	1740	353	633	982	678	2072	1006	623	626	503	1160	1773	2521	1909	2425	1019	690	2515	1390
utg116.equina_smart_1300735.path2	utg116;utg116;utg116	1648224;1648565;1648851	1648490;1648630;1649030	+;+;+	513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg116.211	utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116	1650789;1650790;1652207;1652207;1652326;1652326;1652700;1652700;1653856;1653856;1654931;1654931;1655326;1655326;1655632;1655632;1656747;1657367	1651056;1651056;1652232;1652232;1652341;1652341;1652758;1652758;1653975;1653975;1655038;1655038;1655424;1655424;1655788;1655965;1656943;1657756	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1617	108	80	254	111	76	364	133	222	178	151	125	124	122	114	39	208	391	318	87	320	242	276	160	77	202	250	157	108	80	268	163	113
evm.TU.utg116.212	utg116;utg116	1663669;1668309	1663738;1668694	+;+	456	7	2	2	0	1	3	5	3	3	0	0	0	4	5	0	0	5	1	0	9	0	8	0	0	10	9	5	3	0	5	2	0
evm.TU.utg116.213	utg116;utg116	1675465;1675949	1675549;1676082	+;+	219	2	0	0	2	0	0	1	2	0	0	1	0	0	4	0	0	1	3	2	14	0	0	0	0	0	1	2	0	0	2	0	0
evm.TU.utg116.214	utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116	1683443;1687601;1689729;1693317;1693701;1693924;1694504;1695045;1695739;1696640;1697076;1700061	1683550;1687876;1689765;1693601;1693758;1694054;1694620;1695094;1696003;1696669;1697484;1700103	+;+;+;+;+;+;+;+;+;+;+;+	1809	602	542	710	759	639	1132	1315	1276	734	489	438	557	500	833	945	756	1181	953	420	1935	1223	1553	949	423	1153	1175	1121	597	275	796	335	494
evm.TU.utg116.215	utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116	1705133;1705169;1705739;1705739;1706007;1706007;1708924;1709902;1709902;1710119;1710119;1710119;1711170;1711170;1711170;1711655;1711655;1711655;1712244;1712244;1712244;1712986;1712986;1712986;1713402;1713402;1713402;1714255;1714255;1714255;1714438;1714438;1714438;1714715;1714715;1714715;1715265;1715265;1715265;1716039;1716039;1716039;1717855	1705637;1705637;1705787;1705787;1706157;1706157;1709936;1709936;1709936;1710204;1710204;1710204;1711311;1711311;1711311;1711797;1711797;1711797;1712489;1712489;1712489;1713159;1713159;1713159;1713493;1713493;1713493;1714317;1714317;1714317;1714576;1714576;1714576;1714795;1714795;1714795;1715372;1715372;1715372;1717600;1716179;1716543;1718800	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5500	1422	878	1841	823	717	1217	884	1644	945	782	1312	777	669	1084	678	1023	1095	1112	1347	1462	1170	1357	1108	430	2138	2062	1589	1144	1291	1397	1246	644
evm.TU.utg116.216	utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116	1722745;1725137;1726449;1727541;1728169;1729020;1729400;1730056;1730336;1731486;1732264;1732946;1733891;1734439;1735401;1735973;1736504;1737526;1738244;1738834;1739067;1739615;1740143;1740840;1741890;1743249;1744062;1744946;1745722	1723212;1725436;1726598;1727727;1728232;1729084;1729471;1730172;1730449;1731535;1732480;1733091;1734065;1734630;1735652;1736134;1736620;1737642;1738354;1738953;1739094;1739700;1740262;1740953;1741991;1743299;1744094;1745059;1746408	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4531	802	226	342	1725	2098	1340	540	657	769	1920	2302	1155	584	433	1979	1585	1589	1951	354	2721	3361	4063	1651	197	3192	572	2368	363	719	1701	243	283
evm.TU.utg116.217	utg116;utg116	1750857;1751371	1751072;1751487	+;+	333	14	1	2	4	4	15	7	20	11	22	15	4	2	8	13	21	12	9	2	18	28	24	8	6	42	16	20	14	14	36	4	3
evm.TU.utg116.218	utg116	1759948	1761812	+	1865	10	13	2	14	13	8	4	6	30	21	51	6	9	8	28	22	10	47	19	18	19	48	17	31	29	17	40	12	48	16	39	12
evm.TU.utg116.219	utg116;utg116	1792915;1795492	1793810;1795831	+;+	1236	73	48	31	60	205	53	78	70	129	75	57	105	95	33	407	106	74	218	55	115	50	156	83	72	129	71	94	40	101	57	66	106
evm.TU.utg116.220	utg116	1801204	1801443	-	240	0	2	1	0	0	0	6	0	3	0	0	0	7	0	10	0	0	1	1	4	0	0	0	0	0	0	2	0	2	0	0	0
evm.TU.utg116.221	utg116	1807801	1808853	-	1053	61	35	34	48	73	10	20	50	33	32	10	103	38	55	46	25	36	49	26	46	89	36	35	54	55	56	88	57	50	39	27	75
evm.TU.utg116.222	utg116	1811569	1812096	+	528	0	0	0	2	4	0	0	0	0	4	0	0	0	2	7	4	4	0	0	4	2	0	4	1	0	2	4	1	2	0	2	0
evm.TU.utg116.223	utg116;utg116;utg116	1812731;1813606;1814126	1812780;1813688;1814487	+;+;+	495	2	0	0	0	2	0	0	0	0	0	0	1	3	2	0	0	0	1	0	0	3	5	0	0	12	0	6	0	0	0	0	9
evm.TU.utg116.224	utg116	1814570	1814935	+	366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	11	0	0	0	0	0	0	0	0	0	0
evm.TU.utg116.225	utg116	1815059	1815394	-	336	4	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	6	0	0
evm.TU.utg116.226	utg116	1818332	1818673	+	342	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0
evm.TU.utg116.227	utg116	1822877	1824079	-	1203	74	41	61	1	11	1	39	8	20	16	42	8	23	25	21	6	6	16	55	17	26	8	2	32	30	49	59	28	96	12	156	119
evm.TU.utg116.228	utg116;utg116;utg116;utg116;utg116	1826509;1831073;1834450;1838403;1838606	1826736;1831107;1834510;1838430;1838778	-;-;-;-;-	525	5	24	2	0	14	0	92	4	0	0	4	0	0	2	7	0	0	6	10	0	4	0	2	46	2	1	9	0	44	3	45	155
evm.TU.utg116.229	utg116	1841708	1842457	-	750	0	0	0	3	14	1	5	1	12	0	5	19	8	15	7	21	6	21	1	0	4	2	5	13	4	4	0	0	2	0	0	1
evm.TU.utg116.230	utg116;utg116;utg116;utg116;utg116	1844276;1845204;1845897;1846865;1847155	1844695;1845706;1846019;1846984;1847791	-;-;-;-;-	1803	5	4	17	0	22	9	10	18	13	2	0	3	8	24	6	11	13	28	4	34	4	8	17	8	20	20	40	18	4	17	25	28
evm.TU.utg116.231	utg116;utg116	1855832;1856787	1855909;1857098	+;+	390	17	39	1	12	25	13	87	19	4	10	12	13	6	58	6	10	0	8	2	17	51	54	11	50	7	22	11	2	7	3	58	122
evm.TU.utg116.232	utg116;utg116;utg116	1870878;1871406;1872008	1870946;1871444;1872190	+;+;+	291	27	9	13	7	29	3	6	25	8	4	11	7	2	6	5	6	3	6	7	20	4	9	0	20	9	13	10	4	11	9	13	13
evm.TU.utg116.233	utg116	1872201	1873282	+	1082	101	101	79	138	76	84	136	245	99	51	125	127	40	108	141	55	57	39	61	87	112	86	71	129	108	108	110	92	126	98	115	118
evm.TU.utg116.234	utg116;utg116	1874791;1875494	1875096;1875628	-;-	441	0	3	4	0	2	2	6	1	0	2	0	4	0	6	0	1	5	2	4	2	0	0	5	6	4	1	4	0	1	0	2	0
evm.TU.utg116.235	utg116	1887293	1887952	-	660	48	18	12	5	94	18	232	36	7	1	20	2	6	142	7	11	31	6	2	5	73	16	7	27	28	47	42	15	4	4	66	104
evm.TU.utg116.240	utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116	1894397;1925115;1926914;1927820;1928408;1929055;1929686;1930488;1931158;1932592;1933700	1894645;1925218;1927022;1928029;1928435;1929210;1929805;1930624;1931268;1932705;1933869	-;-;-;-;-;-;-;-;-;-;-	1508	27	46	87	66	73	71	51	42	70	39	18	19	103	108	185	91	57	207	65	61	51	65	44	30	76	56	29	51	32	142	63	45
evm.TU.utg116.236	utg116;utg116;utg116;utg116;utg116	1905138;1906314;1907071;1907451;1908314	1905750;1906445;1907181;1907971;1908514	+;+;+;+;+	1578	34	24	41	13	15	10	34	32	10	0	18	18	6	50	30	19	65	8	21	14	8	2	10	22	11	13	16	41	15	17	15	9
evm.TU.utg116.237	utg116;utg116	1910108;1912165	1910543;1912592	+;+	864	2	0	5	0	80	6	20	0	2	5	14	0	0	6	0	16	13	26	0	6	9	10	0	0	12	2	16	1	0	8	21	34
evm.TU.utg116.238	utg116;utg116	1912938;1913436	1913354;1913477	-;-	459	3	0	0	3	4	0	6	12	4	0	0	0	0	5	8	5	15	3	3	2	10	0	0	2	4	1	28	0	2	2	1	20
evm.TU.utg116.239	utg116;utg116	1920613;1922236	1921038;1922907	+;+	1098	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg116.241	utg116;utg116	1934250;1935253	1934505;1936041	+;+	1045	27	47	53	20	95	46	30	38	16	10	26	3	23	39	19	40	24	66	61	27	84	31	28	28	20	52	48	19	37	84	43	64
evm.TU.utg116.242	utg116	1937607	1940270	-	2664	419	244	909	407	361	1057	152	407	615	601	239	225	491	211	485	498	382	1045	389	550	435	511	505	279	754	684	723	360	233	599	273	182
evm.TU.utg116.243	utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116	1940468;1940468;1941523;1943412;1943412;1943412;1944022;1944022;1944022;1944588;1944588;1944588;1944946;1944946;1944946;1945200;1945200;1945200;1945739;1945739;1945739;1946105;1946105;1946105;1946782;1946782;1946782;1947603;1947603;1947603;1948159;1948159;1948159;1948417;1948417;1948417;1948842;1948842;1948842;1949280;1949280;1949280;1949593;1949593;1949593;1949803;1949803;1949803;1950744;1950744;1950744;1950967;1950967;1950967;1951512;1951512;1951512;1951852;1951852;1951852;1952220;1952220;1952220;1953071;1953071;1953840;1953840;1954729;1954729;1954875;1954875;1955516;1955516	1940861;1940861;1942190;1943588;1943588;1943588;1944185;1944185;1944185;1944736;1944736;1944736;1945091;1945091;1945091;1945271;1945271;1945271;1945847;1945847;1945847;1946158;1946158;1946158;1946869;1946869;1946869;1947686;1947686;1947686;1948263;1948263;1948263;1948505;1948505;1948505;1948947;1948947;1948947;1949436;1949436;1949436;1949652;1949652;1949652;1949922;1949922;1949922;1950794;1950794;1950794;1951032;1951032;1951032;1951615;1951615;1951615;1951921;1951921;1951921;1952285;1952285;1952589;1953449;1953449;1953917;1953917;1954803;1954803;1954954;1954954;1956417;1956417	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4917	898	572	2479	1761	584	4470	444	1401	1727	2313	788	720	1349	1160	812	2719	2301	2072	1151	2711	769	3831	2822	479	2232	2272	1536	1388	658	3816	747	474
evm.TU.utg116.244	utg116;utg116	1956152;1956777	1956262;1957193	-;-	528	493	325	787	586	831	1477	476	547	670	898	226	317	564	875	664	1013	707	741	349	929	522	1073	904	271	671	661	508	560	240	1138	372	376
evm.TU.utg116.245	utg116;utg116;utg116;utg116;utg116;utg116	1957943;1958411;1958905;1959340;1959686;1960395	1958309;1958592;1959046;1959403;1959809;1960709	-;-;-;-;-;-	1194	0	2	3	6	10	4	1	2	0	4	8	2	0	0	10	6	4	6	5	0	4	1	0	0	0	0	40	3	4	0	4	4
evm.TU.utg116.246	utg116;utg116	1966512;1968099	1967306;1968182	-;-	879	68	35	59	21	55	46	80	65	92	57	31	32	45	25	22	60	83	38	128	74	65	76	12	14	71	46	42	22	48	78	102	62
evm.TU.utg116.247	utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116	1970171;1970936;1971526;1972161;1972754;1973372;1973803;1974555;1975403;1975575;1975867;1976304;1977183;1977729;1979108;1981068	1970545;1971001;1971621;1972259;1972829;1973466;1973868;1974635;1975454;1975671;1975978;1976362;1977249;1977856;1979482;1981137	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1914	147	143	211	182	103	211	64	181	126	163	187	79	278	142	60	256	139	246	467	183	330	228	104	43	271	250	343	80	265	260	223	123
tRNAscan-SE.tRNA.utg116.Pseudo(CAC).3	utg116	1976426	1976498	+	73	2	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg116.248	utg116	1984800	1985219	+	420	9	0	0	1	0	0	0	4	0	1	6	2	3	22	0	0	0	0	0	0	8	0	0	0	3	0	0	0	0	0	8	3
evm.TU.utg116.249	utg116;utg116;utg116;utg116	1985442;1986712;1987060;1988548	1985482;1986807;1987695;1988800	+;+;+;+	1026	78	10	0	35	2	0	13	17	0	10	61	16	47	260	4	0	0	0	0	0	211	0	1	0	22	0	7	0	0	0	95	6
evm.TU.utg116.250	utg116;utg116	1989866;1995187	1990680;1995550	-;-	1179	4	0	0	0	0	0	0	6	0	0	0	2	0	9	0	2	4	0	0	0	0	0	0	0	0	0	6	0	0	2	2	0
evm.TU.utg116.251	utg116;utg116;utg116;utg116;utg116;utg116;utg116	1996581;1996996;1997385;1997921;1998627;1998807;1999307	1996773;1997066;1997506;1998188;1998721;1998914;1999400	-;-;-;-;-;-;-	951	8	6	0	37	31	39	55	10	25	37	4	24	29	8	24	50	8	102	5	26	92	46	14	20	33	10	16	0	11	76	47	32
evm.TU.utg116.252	utg116;utg116;utg116;utg116;utg116;utg116;utg116	2002425;2009478;2009724;2012506;2013068;2014292;2014742	2002534;2009585;2009766;2012629;2013174;2014435;2014834	+;+;+;+;+;+;+	729	0	6	9	6	8	5	0	0	0	0	0	1	0	8	3	4	2	4	5	14	14	28	21	0	11	3	6	2	4	6	19	8
evm.TU.utg116.253	utg116	2019901	2020170	+	270	3	2	14	4	1	14	0	0	28	15	10	17	0	3	5	20	23	31	5	23	46	44	33	0	29	1	15	10	13	27	7	2
evm.TU.utg116.254	utg116	2020480	2021316	+	837	17	6	62	58	50	97	24	14	171	88	97	35	50	8	39	161	79	159	54	173	200	154	104	8	174	10	27	2	81	225	33	9
evm.TU.utg116.255	utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116	2026260;2027183;2027807;2028371;2028949;2029704;2030370;2031201;2032976	2026392;2027227;2027848;2028565;2029103;2029877;2030577;2031355;2033479	+;+;+;+;+;+;+;+;+	1611	2	0	0	13	17	8	5	1	7	25	14	10	0	0	25	10	2	4	0	5	68	7	49	0	3	0	4	0	0	44	23	10
evm.TU.utg116.256	utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116	2034880;2035787;2036727;2037327;2037885;2038583;2038696;2041738;2043371;2045070	2035203;2036040;2036995;2037505;2038322;2038605;2038743;2042138;2043520;2045773	-;-;-;-;-;-;-;-;-;-	2790	612	154	286	24	128	99	282	401	61	48	189	25	54	453	35	38	96	94	242	64	315	145	13	92	131	473	166	235	203	118	516	414
evm.TU.utg116.257	utg116;utg116;utg116	2054650;2056816;2056922	2055316;2056851;2057547	-;-;-	1329	155	71	352	42	78	127	137	370	221	77	56	118	166	203	128	251	265	331	51	271	271	130	43	12	162	532	205	145	16	186	38	70
evm.TU.utg116.258	utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116	2058232;2058232;2058828;2058828;2059026;2059519;2059519;2059875;2060057;2060057;2062099;2062099;2062099;2062668;2062668;2062668;2063424;2063424;2063424	2058542;2058542;2058948;2059168;2059168;2059718;2059718;2060905;2060905;2060905;2062231;2062231;2062231;2062907;2062907;2062907;2064291;2064291;2064291	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3124	90	74	93	19	59	75	125	88	48	25	19	42	126	100	54	75	114	105	99	76	109	75	25	48	26	90	59	52	29	48	111	88
evm.TU.utg116.259	utg116;utg116;utg116;utg116;utg116	2064883;2065088;2065420;2065817;2066188	2064921;2065174;2065482;2066007;2066707	+;+;+;+;+	900	9	33	27	12	22	13	47	31	105	5	4	7	33	13	29	4	53	33	41	26	27	25	9	7	19	26	28	23	7	8	8	21
evm.TU.utg116.260	utg116;utg116;utg116;utg116;utg116;utg116;utg116	2067956;2068424;2069314;2070566;2070998;2071156;2071932	2068010;2068537;2069396;2070720;2071077;2071195;2072436	+;+;+;+;+;+;+	1032	24	1	24	2	63	24	13	26	12	4	16	0	18	6	14	16	24	79	15	6	42	16	13	5	20	30	24	12	0	6	24	2
evm.TU.utg116.261	utg116	2072487	2072813	+	327	10	2	8	8	49	9	6	4	4	5	9	2	10	5	8	10	12	20	2	1	23	5	0	0	15	3	13	0	2	14	3	6
evm.TU.utg116.262	utg116;utg116;utg116;utg116;utg116;utg116	2073767;2074446;2074926;2075257;2075952;2075952	2073947;2074596;2075525;2075525;2076273;2076273	-;-;-;-;-;-	1254	79	28	67	10	48	20	25	46	14	31	84	20	12	40	7	16	84	17	12	42	57	25	23	3	46	68	30	9	32	18	76	40
evm.TU.utg116.263	utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116	2076393;2077182;2077541;2077692;2078284;2078650;2078910;2079422;2080037;2080743;2081744	2076507;2077227;2077605;2077752;2078362;2078729;2078959;2079489;2080102;2080847;2082367	+;+;+;+;+;+;+;+;+;+;+	1359	62	145	65	51	17	63	217	79	74	27	40	31	119	84	79	49	36	58	95	88	60	93	47	35	38	53	26	64	56	28	79	82
evm.TU.utg116.264	utg116;utg116	2082998;2085193	2083300;2085363	-;-	474	76	26	58	12	0	16	21	53	24	15	33	20	52	55	15	22	15	17	52	37	42	28	1	11	21	68	4	19	23	41	46	15
evm.TU.utg116.265	utg116;utg116;utg116	2086859;2087092;2087741	2087023;2087202;2088572	+;+;+	1108	239	253	232	185	260	315	176	371	207	209	338	247	218	318	136	179	404	243	264	298	466	250	239	192	179	367	196	170	134	268	377	440
evm.TU.utg116.266	utg116;utg116	2088797;2091492	2090686;2091535	-;-	1934	475	745	605	131	81	230	171	453	246	251	215	222	248	374	256	190	301	149	1457	403	423	310	123	538	364	730	390	637	630	219	752	449
evm.TU.utg116.267	utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116;utg116	2091537;2091748;2091922;2092760;2093781;2094086;2094796;2095120;2095498;2096182;2096374;2096765;2097498;2097694;2098619;2098818;2099126;2099504;2099969;2100214	2091627;2091833;2091981;2092854;2093821;2094136;2094849;2095223;2095570;2096245;2096420;2096795;2097577;2097765;2098686;2098864;2099163;2099580;2100031;2100433	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1462	167	534	266	58	80	86	189	312	145	27	258	72	223	213	96	95	172	131	453	96	92	52	44	141	252	229	197	360	190	49	169	263
evm.TU.utg116.268	utg116	2101671	2101955	-	285	1	15	0	153	0	7	31	7	9	30	84	34	86	14	13	15	5	8	9	16	85	1	3	11	43	4	62	12	1	7	15	8
