dark_cluster_id	representative_id	candidate_id	cluster_size	cluster_members	cluster_method
dark_cluster_000340	evm.utg1465.15	evm.utg1465.35	3	evm.utg1465.15;evm.utg1465.17;evm.utg1465.35	exact_python_fallback
dark_cluster_000341	utg1358.equina_smart_1533633.mrna1	utg1358.equina_smart_1533633.mrna1	1	utg1358.equina_smart_1533633.mrna1	exact_python_fallback
dark_cluster_000342	evm.utg2367.17	evm.utg2367.17	1	evm.utg2367.17	exact_python_fallback
dark_cluster_000343	evm.utg138951.2	evm.utg138951.2	1	evm.utg138951.2	exact_python_fallback
dark_cluster_000344	utg4082.equina_smart_889658.mrna1	utg4082.equina_smart_889658.mrna1	1	utg4082.equina_smart_889658.mrna1	exact_python_fallback
dark_cluster_000345	evm.utg109.73	evm.utg109.73	1	evm.utg109.73	exact_python_fallback
dark_cluster_000346	evm.utg10933.4	evm.utg10933.4	1	evm.utg10933.4	exact_python_fallback
dark_cluster_000347	evm.utg125.101	evm.utg125.101	1	evm.utg125.101	exact_python_fallback
dark_cluster_000348	evm.utg298.117	evm.utg298.117	1	evm.utg298.117	exact_python_fallback
dark_cluster_000349	evm.utg599.11	evm.utg599.11	1	evm.utg599.11	exact_python_fallback
dark_cluster_000350	evm.utg2110.3	evm.utg2110.3	1	evm.utg2110.3	exact_python_fallback
dark_cluster_000351	evm.utg18506.9	evm.utg18506.9	3	evm.utg18506.9;utg15585.evm.utg18506.9.mrna1;utg15585.evm.utg18506.9.mrna2	exact_python_fallback
dark_cluster_000351	evm.utg18506.9	utg15585.evm.utg18506.9.mrna1	3	evm.utg18506.9;utg15585.evm.utg18506.9.mrna1;utg15585.evm.utg18506.9.mrna2	exact_python_fallback
dark_cluster_000351	evm.utg18506.9	utg15585.evm.utg18506.9.mrna2	3	evm.utg18506.9;utg15585.evm.utg18506.9.mrna1;utg15585.evm.utg18506.9.mrna2	exact_python_fallback
dark_cluster_000352	evm.utg4665.16	evm.utg4665.16	1	evm.utg4665.16	exact_python_fallback
dark_cluster_000353	evm.utg7008.10	evm.utg7008.10	3	evm.utg7008.10;evm.utg7008.2;evm.utg7008.4	exact_python_fallback
dark_cluster_000353	evm.utg7008.10	evm.utg7008.2	3	evm.utg7008.10;evm.utg7008.2;evm.utg7008.4	exact_python_fallback
dark_cluster_000353	evm.utg7008.10	evm.utg7008.4	3	evm.utg7008.10;evm.utg7008.2;evm.utg7008.4	exact_python_fallback
dark_cluster_000354	utg1205.equina_smart_88669.mrna1	utg1205.equina_smart_88669.mrna1	1	utg1205.equina_smart_88669.mrna1	exact_python_fallback
dark_cluster_000355	evm.utg1455.27	evm.utg1455.27	3	evm.utg1455.27;evm.utg1455.4;evm.utg1455.5	exact_python_fallback
dark_cluster_000355	evm.utg1455.27	evm.utg1455.4	3	evm.utg1455.27;evm.utg1455.4;evm.utg1455.5	exact_python_fallback
dark_cluster_000355	evm.utg1455.27	evm.utg1455.5	3	evm.utg1455.27;evm.utg1455.4;evm.utg1455.5	exact_python_fallback
dark_cluster_000356	evm.utg456.66	evm.utg456.66	1	evm.utg456.66	exact_python_fallback
dark_cluster_000357	evm.utg2427.22	evm.utg2427.22	1	evm.utg2427.22	exact_python_fallback
dark_cluster_000358	evm.utg2967.18	evm.utg2967.18	6	evm.utg2967.18;evm.utg2967.20;evm.utg2967.22;evm.utg2967.27;evm.utg2967.44;evm.utg2967.5	exact_python_fallback
dark_cluster_000358	evm.utg2967.18	evm.utg2967.20	6	evm.utg2967.18;evm.utg2967.20;evm.utg2967.22;evm.utg2967.27;evm.utg2967.44;evm.utg2967.5	exact_python_fallback
dark_cluster_000358	evm.utg2967.18	evm.utg2967.22	6	evm.utg2967.18;evm.utg2967.20;evm.utg2967.22;evm.utg2967.27;evm.utg2967.44;evm.utg2967.5	exact_python_fallback
dark_cluster_000358	evm.utg2967.18	evm.utg2967.27	6	evm.utg2967.18;evm.utg2967.20;evm.utg2967.22;evm.utg2967.27;evm.utg2967.44;evm.utg2967.5	exact_python_fallback
dark_cluster_000358	evm.utg2967.18	evm.utg2967.44	6	evm.utg2967.18;evm.utg2967.20;evm.utg2967.22;evm.utg2967.27;evm.utg2967.44;evm.utg2967.5	exact_python_fallback
dark_cluster_000358	evm.utg2967.18	evm.utg2967.5	6	evm.utg2967.18;evm.utg2967.20;evm.utg2967.22;evm.utg2967.27;evm.utg2967.44;evm.utg2967.5	exact_python_fallback
dark_cluster_000359	evm.utg6829.2	evm.utg6829.2	1	evm.utg6829.2	exact_python_fallback
dark_cluster_000360	evm.utg109.50	evm.utg109.50	1	evm.utg109.50	exact_python_fallback
dark_cluster_000361	utg109.equina_smart_1661030.mrna1	utg109.equina_smart_1661030.mrna1	1	utg109.equina_smart_1661030.mrna1	exact_python_fallback
dark_cluster_000362	utg5854.evm.utg1002.2.mrna3	utg5854.evm.utg1002.2.mrna3	1	utg5854.evm.utg1002.2.mrna3	exact_python_fallback
dark_cluster_000363	evm.utg1002.2	evm.utg1002.2	1	evm.utg1002.2	exact_python_fallback
dark_cluster_000364	evm.utg7595.45	evm.utg7595.45	1	evm.utg7595.45	exact_python_fallback
dark_cluster_000365	evm.utg2269.35	evm.utg2269.35	1	evm.utg2269.35	exact_python_fallback
dark_cluster_000366	evm.utg5414.12	evm.utg5414.12	1	evm.utg5414.12	exact_python_fallback
dark_cluster_000367	evm.utg1056.15	evm.utg1056.15	1	evm.utg1056.15	exact_python_fallback
dark_cluster_000368	evm.utg464.237	evm.utg464.237	1	evm.utg464.237	exact_python_fallback
dark_cluster_000369	utg178.equina_smart_1401987utrorf.mrna1	utg178.equina_smart_1401987utrorf.mrna1	1	utg178.equina_smart_1401987utrorf.mrna1	exact_python_fallback
dark_cluster_000370	utg320.equina_smart_941344.mrna1	utg320.equina_smart_941344.mrna1	1	utg320.equina_smart_941344.mrna1	exact_python_fallback
dark_cluster_000371	utg14287.equina_smart_1544604.mrna1	utg14287.equina_smart_1544604.mrna1	1	utg14287.equina_smart_1544604.mrna1	exact_python_fallback
dark_cluster_000372	evm.utg129.23	evm.utg129.23	1	evm.utg129.23	exact_python_fallback
dark_cluster_000373	evm.utg6078.52	evm.utg6078.52	1	evm.utg6078.52	exact_python_fallback
dark_cluster_000374	evm.utg4194.44	evm.utg4194.44	1	evm.utg4194.44	exact_python_fallback
dark_cluster_000375	evm.utg3550.4	evm.utg3550.4	1	evm.utg3550.4	exact_python_fallback
dark_cluster_000376	evm.utg21977.6	evm.utg21977.6	1	evm.utg21977.6	exact_python_fallback
dark_cluster_000377	evm.utg2818.99	evm.utg2818.99	1	evm.utg2818.99	exact_python_fallback
dark_cluster_000378	evm.utg536.54	evm.utg536.54	1	evm.utg536.54	exact_python_fallback
dark_cluster_000379	evm.utg276.11	evm.utg276.11	1	evm.utg276.11	exact_python_fallback
dark_cluster_000380	evm.utg15226.8	evm.utg15226.8	1	evm.utg15226.8	exact_python_fallback
dark_cluster_000381	evm.utg5294.33	evm.utg5294.33	1	evm.utg5294.33	exact_python_fallback
dark_cluster_000382	evm.utg4321.1	evm.utg4321.1	1	evm.utg4321.1	exact_python_fallback
dark_cluster_000383	evm.utg8497.20	evm.utg8497.20	1	evm.utg8497.20	exact_python_fallback
dark_cluster_000384	evm.utg57.14	evm.utg57.14	1	evm.utg57.14	exact_python_fallback
dark_cluster_000385	evm.utg3753.23	evm.utg3753.23	1	evm.utg3753.23	exact_python_fallback
dark_cluster_000386	evm.utg15014.1	evm.utg15014.1	2	evm.utg15014.1;evm.utg15014.3	exact_python_fallback
dark_cluster_000386	evm.utg15014.1	evm.utg15014.3	2	evm.utg15014.1;evm.utg15014.3	exact_python_fallback
dark_cluster_000387	evm.utg3605.8	evm.utg3605.8	1	evm.utg3605.8	exact_python_fallback
dark_cluster_000388	evm.utg589.9	evm.utg589.9	1	evm.utg589.9	exact_python_fallback
dark_cluster_000389	evm.utg15197.25	evm.utg15197.25	1	evm.utg15197.25	exact_python_fallback
dark_cluster_000390	evm.utg2338.1	evm.utg2338.1	4	evm.utg2338.1;evm.utg2338.16;evm.utg2338.21;evm.utg2338.23	exact_python_fallback
dark_cluster_000390	evm.utg2338.1	evm.utg2338.16	4	evm.utg2338.1;evm.utg2338.16;evm.utg2338.21;evm.utg2338.23	exact_python_fallback
dark_cluster_000390	evm.utg2338.1	evm.utg2338.21	4	evm.utg2338.1;evm.utg2338.16;evm.utg2338.21;evm.utg2338.23	exact_python_fallback
dark_cluster_000390	evm.utg2338.1	evm.utg2338.23	4	evm.utg2338.1;evm.utg2338.16;evm.utg2338.21;evm.utg2338.23	exact_python_fallback
dark_cluster_000391	utg59087.evm.utg4610.11.mrna10	utg59087.evm.utg4610.11.mrna10	2	utg59087.evm.utg4610.11.mrna10;utg59087.evm.utg4610.11.mrna9	exact_python_fallback
dark_cluster_000391	utg59087.evm.utg4610.11.mrna10	utg59087.evm.utg4610.11.mrna9	2	utg59087.evm.utg4610.11.mrna10;utg59087.evm.utg4610.11.mrna9	exact_python_fallback
dark_cluster_000392	utg379.evm.utg4610.11.mrna5	utg379.evm.utg4610.11.mrna5	1	utg379.evm.utg4610.11.mrna5	exact_python_fallback
dark_cluster_000393	evm.utg3164.49	evm.utg3164.49	1	evm.utg3164.49	exact_python_fallback
dark_cluster_000394	evm.utg15226.19	evm.utg15226.19	1	evm.utg15226.19	exact_python_fallback
dark_cluster_000395	evm.utg42119.8	evm.utg42119.8	1	evm.utg42119.8	exact_python_fallback
dark_cluster_000396	evm.utg2674.39	evm.utg2674.39	1	evm.utg2674.39	exact_python_fallback
dark_cluster_000397	evm.utg15629.5	evm.utg15629.5	1	evm.utg15629.5	exact_python_fallback
dark_cluster_000398	evm.utg536.27	evm.utg536.27	1	evm.utg536.27	exact_python_fallback
dark_cluster_000399	evm.utg17602.14	evm.utg17602.14	1	evm.utg17602.14	exact_python_fallback
dark_cluster_000400	evm.utg2159.22	evm.utg2159.22	1	evm.utg2159.22	exact_python_fallback
dark_cluster_000401	evm.utg1236.16	evm.utg1236.16	1	evm.utg1236.16	exact_python_fallback
dark_cluster_000402	evm.utg16444.26	evm.utg16444.26	1	evm.utg16444.26	exact_python_fallback
dark_cluster_000403	evm.utg12644.2	evm.utg12644.2	1	evm.utg12644.2	exact_python_fallback
dark_cluster_000404	evm.utg7680.10	evm.utg7680.10	1	evm.utg7680.10	exact_python_fallback
dark_cluster_000405	evm.utg536.93	evm.utg536.93	1	evm.utg536.93	exact_python_fallback
dark_cluster_000406	evm.utg17555.2	evm.utg17555.2	1	evm.utg17555.2	exact_python_fallback
dark_cluster_000407	evm.utg213.11	evm.utg213.11	1	evm.utg213.11	exact_python_fallback
dark_cluster_000408	evm.utg33038.4	evm.utg33038.4	1	evm.utg33038.4	exact_python_fallback
dark_cluster_000409	evm.utg3041.1	evm.utg3041.1	4	evm.utg3041.1;evm.utg3041.32;evm.utg3041.52;evm.utg3041.53	exact_python_fallback
dark_cluster_000409	evm.utg3041.1	evm.utg3041.32	4	evm.utg3041.1;evm.utg3041.32;evm.utg3041.52;evm.utg3041.53	exact_python_fallback
dark_cluster_000409	evm.utg3041.1	evm.utg3041.52	4	evm.utg3041.1;evm.utg3041.32;evm.utg3041.52;evm.utg3041.53	exact_python_fallback
dark_cluster_000409	evm.utg3041.1	evm.utg3041.53	4	evm.utg3041.1;evm.utg3041.32;evm.utg3041.52;evm.utg3041.53	exact_python_fallback
dark_cluster_000410	evm.utg699.2	evm.utg699.2	1	evm.utg699.2	exact_python_fallback
dark_cluster_000411	evm.utg11695.1	evm.utg11695.1	2	evm.utg11695.1;evm.utg11695.2	exact_python_fallback
dark_cluster_000411	evm.utg11695.1	evm.utg11695.2	2	evm.utg11695.1;evm.utg11695.2	exact_python_fallback
dark_cluster_000412	evm.utg125632.1	evm.utg125632.1	1	evm.utg125632.1	exact_python_fallback
dark_cluster_000413	evm.utg4271.94	evm.utg4271.94	1	evm.utg4271.94	exact_python_fallback
dark_cluster_000414	evm.utg27676.1	evm.utg27676.1	1	evm.utg27676.1	exact_python_fallback
dark_cluster_000415	evm.utg49040.5	evm.utg49040.5	1	evm.utg49040.5	exact_python_fallback
dark_cluster_000416	evm.utg512.32	evm.utg512.32	1	evm.utg512.32	exact_python_fallback
dark_cluster_000417	evm.utg3403.14	evm.utg3403.14	1	evm.utg3403.14	exact_python_fallback
dark_cluster_000418	evm.utg695.11	evm.utg695.11	1	evm.utg695.11	exact_python_fallback
dark_cluster_000419	evm.utg33235.5	evm.utg33235.5	1	evm.utg33235.5	exact_python_fallback
dark_cluster_000420	evm.utg12897.13	evm.utg12897.13	1	evm.utg12897.13	exact_python_fallback
dark_cluster_000421	evm.utg55667.7	evm.utg55667.7	1	evm.utg55667.7	exact_python_fallback
dark_cluster_000422	evm.utg17612.17	evm.utg17612.17	1	evm.utg17612.17	exact_python_fallback
dark_cluster_000423	evm.utg33038.3	evm.utg33038.3	1	evm.utg33038.3	exact_python_fallback
dark_cluster_000424	evm.utg18036.15	evm.utg18036.15	1	evm.utg18036.15	exact_python_fallback
dark_cluster_000425	evm.utg11700.1	evm.utg11700.1	1	evm.utg11700.1	exact_python_fallback
dark_cluster_000426	evm.utg1101.4	evm.utg1101.4	1	evm.utg1101.4	exact_python_fallback
dark_cluster_000427	evm.utg2599.2	evm.utg2599.2	1	evm.utg2599.2	exact_python_fallback
dark_cluster_000428	evm.utg3876.49	evm.utg3876.49	1	evm.utg3876.49	exact_python_fallback
dark_cluster_000429	evm.utg542.61	evm.utg542.61	1	evm.utg542.61	exact_python_fallback
dark_cluster_000430	evm.utg21228.26	evm.utg21228.26	1	evm.utg21228.26	exact_python_fallback
dark_cluster_000431	evm.utg2581.6	evm.utg2581.6	1	evm.utg2581.6	exact_python_fallback
dark_cluster_000432	evm.utg4155.7	evm.utg4155.7	1	evm.utg4155.7	exact_python_fallback
dark_cluster_000433	evm.utg2713.2	evm.utg2713.2	1	evm.utg2713.2	exact_python_fallback
dark_cluster_000434	evm.utg23803.7	evm.utg23803.7	1	evm.utg23803.7	exact_python_fallback
dark_cluster_000435	evm.utg5456.1	evm.utg5456.1	1	evm.utg5456.1	exact_python_fallback
dark_cluster_000436	evm.utg9602.44	evm.utg9602.44	1	evm.utg9602.44	exact_python_fallback
dark_cluster_000437	evm.utg17293.6	evm.utg17293.6	1	evm.utg17293.6	exact_python_fallback
dark_cluster_000438	evm.utg12655.51	evm.utg12655.51	1	evm.utg12655.51	exact_python_fallback
dark_cluster_000439	evm.utg1270.20	evm.utg1270.20	1	evm.utg1270.20	exact_python_fallback
dark_cluster_000440	utg7273.evm.utg5764.1.mrna9	utg7273.evm.utg5764.1.mrna9	1	utg7273.evm.utg5764.1.mrna9	exact_python_fallback
dark_cluster_000441	evm.utg4187.14	evm.utg4187.14	1	evm.utg4187.14	exact_python_fallback
dark_cluster_000442	evm.utg13276.3	evm.utg13276.3	1	evm.utg13276.3	exact_python_fallback
dark_cluster_000443	utg544.equina_smart_1559154.mrna1	utg544.equina_smart_1559154.mrna1	1	utg544.equina_smart_1559154.mrna1	exact_python_fallback
dark_cluster_000444	evm.utg4271.48	evm.utg4271.48	1	evm.utg4271.48	exact_python_fallback
dark_cluster_000445	evm.utg7548.15	evm.utg7548.15	1	evm.utg7548.15	exact_python_fallback
dark_cluster_000446	evm.utg17602.7	evm.utg17602.7	1	evm.utg17602.7	exact_python_fallback
dark_cluster_000447	evm.utg1623.27	evm.utg1623.27	4	evm.utg1623.27;evm.utg1623.3;evm.utg1623.36;evm.utg1623.38	exact_python_fallback
dark_cluster_000447	evm.utg1623.27	evm.utg1623.3	4	evm.utg1623.27;evm.utg1623.3;evm.utg1623.36;evm.utg1623.38	exact_python_fallback
dark_cluster_000447	evm.utg1623.27	evm.utg1623.36	4	evm.utg1623.27;evm.utg1623.3;evm.utg1623.36;evm.utg1623.38	exact_python_fallback
dark_cluster_000447	evm.utg1623.27	evm.utg1623.38	4	evm.utg1623.27;evm.utg1623.3;evm.utg1623.36;evm.utg1623.38	exact_python_fallback
dark_cluster_000448	evm.utg268.9	evm.utg268.9	1	evm.utg268.9	exact_python_fallback
dark_cluster_000449	evm.utg6078.63	evm.utg6078.63	1	evm.utg6078.63	exact_python_fallback
dark_cluster_000450	utg411.equina_smart_1740983.mrna1	utg411.equina_smart_1740983.mrna1	1	utg411.equina_smart_1740983.mrna1	exact_python_fallback
dark_cluster_000451	evm.utg1253.60	evm.utg1253.60	1	evm.utg1253.60	exact_python_fallback
dark_cluster_000452	evm.utg370.78	evm.utg370.78	1	evm.utg370.78	exact_python_fallback
dark_cluster_000453	evm.utg15941.3	evm.utg15941.3	1	evm.utg15941.3	exact_python_fallback
dark_cluster_000454	evm.utg1645.15	evm.utg1645.15	3	evm.utg1645.15;evm.utg1645.20;evm.utg1645.7	exact_python_fallback
dark_cluster_000454	evm.utg1645.15	evm.utg1645.20	3	evm.utg1645.15;evm.utg1645.20;evm.utg1645.7	exact_python_fallback
dark_cluster_000454	evm.utg1645.15	evm.utg1645.7	3	evm.utg1645.15;evm.utg1645.20;evm.utg1645.7	exact_python_fallback
dark_cluster_000455	evm.utg1091.17	evm.utg1091.17	1	evm.utg1091.17	exact_python_fallback
dark_cluster_000456	evm.utg31822.2	evm.utg31822.2	1	evm.utg31822.2	exact_python_fallback
dark_cluster_000457	evm.utg580.28	evm.utg580.28	1	evm.utg580.28	exact_python_fallback
dark_cluster_000458	evm.utg126.47	evm.utg126.47	1	evm.utg126.47	exact_python_fallback
dark_cluster_000459	evm.utg8615.22	evm.utg8615.22	1	evm.utg8615.22	exact_python_fallback
dark_cluster_000460	evm.utg167.17	evm.utg167.17	1	evm.utg167.17	exact_python_fallback
dark_cluster_000461	evm.utg54636.8	evm.utg54636.8	1	evm.utg54636.8	exact_python_fallback
dark_cluster_000462	evm.utg38078.6	evm.utg38078.6	1	evm.utg38078.6	exact_python_fallback
dark_cluster_000463	evm.utg207.110	evm.utg207.110	1	evm.utg207.110	exact_python_fallback
dark_cluster_000464	evm.utg7548.5	evm.utg7548.5	1	evm.utg7548.5	exact_python_fallback
dark_cluster_000465	utg13793.equina_smart_1032394.mrna1	utg13793.equina_smart_1032394.mrna1	1	utg13793.equina_smart_1032394.mrna1	exact_python_fallback
dark_cluster_000466	evm.utg2521.22	evm.utg2521.22	1	evm.utg2521.22	exact_python_fallback
dark_cluster_000467	evm.utg17612.35	evm.utg17612.35	1	evm.utg17612.35	exact_python_fallback
dark_cluster_000468	evm.utg30575.6	evm.utg30575.6	1	evm.utg30575.6	exact_python_fallback
dark_cluster_000469	evm.utg19396.3	evm.utg19396.3	1	evm.utg19396.3	exact_python_fallback
dark_cluster_000470	evm.utg8494.98	evm.utg8494.98	1	evm.utg8494.98	exact_python_fallback
dark_cluster_000471	utg616.equina_smart_1792692.mrna1	utg616.equina_smart_1792692.mrna1	1	utg616.equina_smart_1792692.mrna1	exact_python_fallback
dark_cluster_000472	evm.utg77.172	evm.utg77.172	4	evm.utg77.172;evm.utg77.30;evm.utg77.43;evm.utg77.82	exact_python_fallback
dark_cluster_000472	evm.utg77.172	evm.utg77.30	4	evm.utg77.172;evm.utg77.30;evm.utg77.43;evm.utg77.82	exact_python_fallback
dark_cluster_000472	evm.utg77.172	evm.utg77.43	4	evm.utg77.172;evm.utg77.30;evm.utg77.43;evm.utg77.82	exact_python_fallback
dark_cluster_000472	evm.utg77.172	evm.utg77.82	4	evm.utg77.172;evm.utg77.30;evm.utg77.43;evm.utg77.82	exact_python_fallback
dark_cluster_000473	evm.utg18.63	evm.utg18.63	1	evm.utg18.63	exact_python_fallback
dark_cluster_000474	evm.utg607.8	evm.utg607.8	1	evm.utg607.8	exact_python_fallback
dark_cluster_000475	evm.utg280.19	evm.utg280.19	1	evm.utg280.19	exact_python_fallback
dark_cluster_000476	evm.utg279.48	evm.utg279.48	1	evm.utg279.48	exact_python_fallback
dark_cluster_000477	evm.utg6459.1	evm.utg6459.1	3	evm.utg6459.1;evm.utg6459.12;evm.utg6459.50	exact_python_fallback
dark_cluster_000477	evm.utg6459.1	evm.utg6459.12	3	evm.utg6459.1;evm.utg6459.12;evm.utg6459.50	exact_python_fallback
dark_cluster_000477	evm.utg6459.1	evm.utg6459.50	3	evm.utg6459.1;evm.utg6459.12;evm.utg6459.50	exact_python_fallback
dark_cluster_000478	evm.utg293.76	evm.utg293.76	1	evm.utg293.76	exact_python_fallback
dark_cluster_000479	evm.utg3443.3	evm.utg3443.3	1	evm.utg3443.3	exact_python_fallback
dark_cluster_000480	utg1272.equina_smart_16100.mrna1	utg1272.equina_smart_16100.mrna1	1	utg1272.equina_smart_16100.mrna1	exact_python_fallback
dark_cluster_000481	evm.utg4613.59	evm.utg4613.59	1	evm.utg4613.59	exact_python_fallback
dark_cluster_000482	evm.utg30575.8	evm.utg30575.8	1	evm.utg30575.8	exact_python_fallback
dark_cluster_000483	evm.utg2269.34	evm.utg2269.34	1	evm.utg2269.34	exact_python_fallback
dark_cluster_000484	evm.utg2269.38	evm.utg2269.38	1	evm.utg2269.38	exact_python_fallback
dark_cluster_000485	evm.utg628.2	evm.utg628.2	1	evm.utg628.2	exact_python_fallback
dark_cluster_000486	evm.utg237.34	evm.utg237.34	1	evm.utg237.34	exact_python_fallback
dark_cluster_000487	evm.utg78.115	evm.utg78.115	1	evm.utg78.115	exact_python_fallback
dark_cluster_000488	evm.utg40335.8	evm.utg40335.8	1	evm.utg40335.8	exact_python_fallback
dark_cluster_000489	evm.utg36717.10	evm.utg36717.10	1	evm.utg36717.10	exact_python_fallback
dark_cluster_000490	evm.utg4155.5	evm.utg4155.5	1	evm.utg4155.5	exact_python_fallback
dark_cluster_000491	evm.utg172.148	evm.utg172.148	1	evm.utg172.148	exact_python_fallback
dark_cluster_000492	evm.utg2969.10	evm.utg2969.10	1	evm.utg2969.10	exact_python_fallback
dark_cluster_000493	evm.utg599.18	evm.utg599.18	1	evm.utg599.18	exact_python_fallback
dark_cluster_000494	evm.utg24645.2	evm.utg24645.2	1	evm.utg24645.2	exact_python_fallback
dark_cluster_000495	evm.utg3884.13	evm.utg3884.13	1	evm.utg3884.13	exact_python_fallback
dark_cluster_000496	evm.utg243.2	evm.utg243.2	1	evm.utg243.2	exact_python_fallback
dark_cluster_000497	evm.utg3199.72	evm.utg3199.72	1	evm.utg3199.72	exact_python_fallback
dark_cluster_000498	evm.utg10541.6	evm.utg10541.6	1	evm.utg10541.6	exact_python_fallback
dark_cluster_000499	evm.utg6078.39	evm.utg6078.39	1	evm.utg6078.39	exact_python_fallback
dark_cluster_000500	evm.utg1517.32	evm.utg1517.32	1	evm.utg1517.32	exact_python_fallback
dark_cluster_000501	evm.utg715.107	evm.utg715.107	1	evm.utg715.107	exact_python_fallback
dark_cluster_000502	evm.utg7680.8	evm.utg7680.8	1	evm.utg7680.8	exact_python_fallback
dark_cluster_000503	evm.utg686.12	evm.utg686.12	3	evm.utg686.12;evm.utg686.36;evm.utg686.84	exact_python_fallback
dark_cluster_000503	evm.utg686.12	evm.utg686.36	3	evm.utg686.12;evm.utg686.36;evm.utg686.84	exact_python_fallback
dark_cluster_000503	evm.utg686.12	evm.utg686.84	3	evm.utg686.12;evm.utg686.36;evm.utg686.84	exact_python_fallback
dark_cluster_000504	evm.utg20813.20	evm.utg20813.20	1	evm.utg20813.20	exact_python_fallback
dark_cluster_000505	evm.utg4265.10	evm.utg4265.10	6	evm.utg4265.10;evm.utg4265.13;evm.utg4265.14;evm.utg4265.22;evm.utg4265.24;evm.utg4265.7	exact_python_fallback
dark_cluster_000505	evm.utg4265.10	evm.utg4265.13	6	evm.utg4265.10;evm.utg4265.13;evm.utg4265.14;evm.utg4265.22;evm.utg4265.24;evm.utg4265.7	exact_python_fallback
dark_cluster_000505	evm.utg4265.10	evm.utg4265.14	6	evm.utg4265.10;evm.utg4265.13;evm.utg4265.14;evm.utg4265.22;evm.utg4265.24;evm.utg4265.7	exact_python_fallback
dark_cluster_000505	evm.utg4265.10	evm.utg4265.22	6	evm.utg4265.10;evm.utg4265.13;evm.utg4265.14;evm.utg4265.22;evm.utg4265.24;evm.utg4265.7	exact_python_fallback
dark_cluster_000505	evm.utg4265.10	evm.utg4265.24	6	evm.utg4265.10;evm.utg4265.13;evm.utg4265.14;evm.utg4265.22;evm.utg4265.24;evm.utg4265.7	exact_python_fallback
dark_cluster_000505	evm.utg4265.10	evm.utg4265.7	6	evm.utg4265.10;evm.utg4265.13;evm.utg4265.14;evm.utg4265.22;evm.utg4265.24;evm.utg4265.7	exact_python_fallback
dark_cluster_000506	evm.utg109.12	evm.utg109.12	1	evm.utg109.12	exact_python_fallback
dark_cluster_000507	evm.utg3872.83	evm.utg3872.83	1	evm.utg3872.83	exact_python_fallback
dark_cluster_000508	evm.utg1009.12	evm.utg1009.12	1	evm.utg1009.12	exact_python_fallback
dark_cluster_000509	evm.utg116.91	evm.utg116.91	1	evm.utg116.91	exact_python_fallback
dark_cluster_000510	evm.utg622.124	evm.utg622.124	1	evm.utg622.124	exact_python_fallback
dark_cluster_000511	evm.utg418.92	evm.utg418.92	1	evm.utg418.92	exact_python_fallback
dark_cluster_000512	evm.utg6875.7	evm.utg6875.7	1	evm.utg6875.7	exact_python_fallback
dark_cluster_000513	evm.utg276.7	evm.utg276.7	1	evm.utg276.7	exact_python_fallback
dark_cluster_000514	evm.utg3201.48	evm.utg3201.48	1	evm.utg3201.48	exact_python_fallback
dark_cluster_000515	evm.utg1091.58	evm.utg1091.58	1	evm.utg1091.58	exact_python_fallback
dark_cluster_000516	evm.utg896.22	evm.utg896.22	1	evm.utg896.22	exact_python_fallback
dark_cluster_000517	evm.utg344.13	evm.utg344.13	1	evm.utg344.13	exact_python_fallback
dark_cluster_000518	evm.utg15427.4	evm.utg15427.4	1	evm.utg15427.4	exact_python_fallback
dark_cluster_000519	evm.utg1278.88	evm.utg1278.88	1	evm.utg1278.88	exact_python_fallback
dark_cluster_000520	evm.utg891.34	evm.utg891.34	1	evm.utg891.34	exact_python_fallback
dark_cluster_000521	evm.utg910.57	evm.utg910.57	1	evm.utg910.57	exact_python_fallback
dark_cluster_000522	evm.utg139996.1	evm.utg139996.1	1	evm.utg139996.1	exact_python_fallback
dark_cluster_000523	evm.utg207.62	evm.utg207.62	1	evm.utg207.62	exact_python_fallback
dark_cluster_000524	evm.utg4709.14	evm.utg4709.14	1	evm.utg4709.14	exact_python_fallback
dark_cluster_000525	evm.utg243.47	evm.utg243.47	1	evm.utg243.47	exact_python_fallback
dark_cluster_000526	evm.utg33682.11	evm.utg33682.11	1	evm.utg33682.11	exact_python_fallback
dark_cluster_000527	evm.utg1683.50	evm.utg1683.50	1	evm.utg1683.50	exact_python_fallback
dark_cluster_000528	evm.utg245.29	evm.utg245.29	1	evm.utg245.29	exact_python_fallback
dark_cluster_000529	evm.utg888.6	evm.utg888.6	1	evm.utg888.6	exact_python_fallback
dark_cluster_000530	evm.utg4856.41	evm.utg4856.41	1	evm.utg4856.41	exact_python_fallback
dark_cluster_000531	evm.utg567.25	evm.utg567.25	1	evm.utg567.25	exact_python_fallback
dark_cluster_000532	evm.utg1132.1	evm.utg1132.1	1	evm.utg1132.1	exact_python_fallback
dark_cluster_000533	evm.utg7652.14	evm.utg7652.14	1	evm.utg7652.14	exact_python_fallback
dark_cluster_000534	evm.utg18.48	evm.utg18.48	1	evm.utg18.48	exact_python_fallback
dark_cluster_000535	evm.utg92.63	evm.utg92.63	1	evm.utg92.63	exact_python_fallback
dark_cluster_000536	evm.utg16091.8	evm.utg16091.8	1	evm.utg16091.8	exact_python_fallback
dark_cluster_000537	evm.utg7217.43	evm.utg7217.43	1	evm.utg7217.43	exact_python_fallback
dark_cluster_000538	evm.utg347.17	evm.utg347.17	1	evm.utg347.17	exact_python_fallback
