# BUSCO version is: 5.3.2 
# The lineage dataset is: metazoa_odb10 (Creation date: 2024-01-08, number of genomes: 65, number of BUSCOs: 954)
# Busco id	Status	Sequence	Score	Length	OrthoDB url	Description
334820at33208	Complete	evm.utg1022.31	420.6	309	https://v10-1.orthodb.org/?query=334820at33208	Tetratricopeptide repeat
335107at33208	Complete	evm.utg24357.10.9	341.2	278	https://v10-1.orthodb.org/?query=335107at33208	S-adenosylmethionine decarboxylase
336647at33208	Duplicated	evm.utg1204.19	389.0	576	https://v10-1.orthodb.org/?query=336647at33208	anaphase-promoting complex subunit 5
336647at33208	Duplicated	evm.utg15453.4	348.2	524	https://v10-1.orthodb.org/?query=336647at33208	anaphase-promoting complex subunit 5
338191at33208	Duplicated	evm.utg55.165	803.3	496	https://v10-1.orthodb.org/?query=338191at33208	GTP binding domain
338191at33208	Duplicated	evm.utg55.165.1.5c22f22b	793.3	449	https://v10-1.orthodb.org/?query=338191at33208	GTP binding domain
338482at33208	Complete	evm.utg59939.2	488.0	382	https://v10-1.orthodb.org/?query=338482at33208	RFT1
339127at33208	Duplicated	evm.utg402.2	404.8	397	https://v10-1.orthodb.org/?query=339127at33208	glycosylphosphatidylinositol anchor attachment 1 protein
339127at33208	Duplicated	evm.utg408.3	390.4	396	https://v10-1.orthodb.org/?query=339127at33208	glycosylphosphatidylinositol anchor attachment 1 protein
339319at33208	Duplicated	evm.utg2129.168	238.7	242	https://v10-1.orthodb.org/?query=339319at33208	Poly(ADP-ribose) polymerase, catalytic domain
339319at33208	Duplicated	evm.utg2129.168.1.5c22ed0e	230.3	218	https://v10-1.orthodb.org/?query=339319at33208	Poly(ADP-ribose) polymerase, catalytic domain
340558at33208	Duplicated	evm.utg49.8	517.2	323	https://v10-1.orthodb.org/?query=340558at33208	Bystin
340558at33208	Duplicated	evm.utg2123.12	516.1	324	https://v10-1.orthodb.org/?query=340558at33208	Bystin
340577at33208	Complete	evm.utg1278.5	588.3	482	https://v10-1.orthodb.org/?query=340577at33208	Bardet-Biedl syndrome 1, N-terminal
344338at33208	Duplicated	evm.utg2798.48	371.1	307	https://v10-1.orthodb.org/?query=344338at33208	Ceramide glucosyltransferase
344338at33208	Duplicated	evm.utg2798.48.1.5c22ee3b	356.3	275	https://v10-1.orthodb.org/?query=344338at33208	Ceramide glucosyltransferase
344346at33208	Missing
344442at33208	Duplicated	evm.utg7595.40	238.1	221	https://v10-1.orthodb.org/?query=344442at33208	Nuclear pore complex, NUP2/50/61
344442at33208	Duplicated	evm.utg92.108	229.6	218	https://v10-1.orthodb.org/?query=344442at33208	Nuclear pore complex, NUP2/50/61
344581at33208	Complete	evm.utg5149.4	362.0	243	https://v10-1.orthodb.org/?query=344581at33208	Serine/threonine-protein phosphatase 2A activator
344611at33208	Duplicated	evm.utg580.1	272.7	256	https://v10-1.orthodb.org/?query=344611at33208	Peroxisomal membrane protein PEX16
344611at33208	Duplicated	evm.utg24357.11	271.3	254	https://v10-1.orthodb.org/?query=344611at33208	Peroxisomal membrane protein PEX16
345099at33208	Duplicated	evm.utg408.9	805.8	644	https://v10-1.orthodb.org/?query=345099at33208	Nuclear pore protein
345099at33208	Duplicated	evm.utg10530.10	803.9	644	https://v10-1.orthodb.org/?query=345099at33208	Nuclear pore protein
345959at33208	Complete	evm.utg411.130	178.8	314	https://v10-1.orthodb.org/?query=345959at33208	ataxin-10
346541at33208	Complete	evm.utg577.44	574.7	430	https://v10-1.orthodb.org/?query=346541at33208	Menin
347600at33208	Complete	evm.utg1051.80	458.5	308	https://v10-1.orthodb.org/?query=347600at33208	lariat debranching enzyme
348449at33208	Duplicated	evm.utg560.16	275.4	296	https://v10-1.orthodb.org/?query=348449at33208	Ribosomal protein S9
348449at33208	Duplicated	evm.utg599.29	273.1	295	https://v10-1.orthodb.org/?query=348449at33208	Ribosomal protein S9
348544at33208	Complete	evm.utg577.45	441.1	334	https://v10-1.orthodb.org/?query=348544at33208	Translation initiation factor IF2/IF5
348761at33208	Duplicated	evm.utg8380.18	348.5	241	https://v10-1.orthodb.org/?query=348761at33208	Hemimethylated DNA-binding domain
348761at33208	Duplicated	evm.utg2255.24	347.6	240	https://v10-1.orthodb.org/?query=348761at33208	Hemimethylated DNA-binding domain
349064at33208	Duplicated	evm.utg378.54	446.2	284	https://v10-1.orthodb.org/?query=349064at33208	Proteasome component (PCI) domain
349064at33208	Duplicated	evm.utg467.36	379.5	244	https://v10-1.orthodb.org/?query=349064at33208	Proteasome component (PCI) domain
349627at33208	Complete	evm.utg77.80	259.2	275	https://v10-1.orthodb.org/?query=349627at33208	Sister chromatid cohesion protein Dcc1
351226at33208	Complete	evm.utg432.147	177.6	203	https://v10-1.orthodb.org/?query=351226at33208	Vps16, C-terminal
352600at33208	Duplicated	evm.utg9285.22	505.0	294	https://v10-1.orthodb.org/?query=352600at33208	Deoxyhypusine synthase
352600at33208	Duplicated	evm.utg3380.36	504.3	317	https://v10-1.orthodb.org/?query=352600at33208	Deoxyhypusine synthase
352854at33208	Duplicated	evm.utg15211.6	476.6	356	https://v10-1.orthodb.org/?query=352854at33208	ATPase, V1 complex, subunit H
352854at33208	Duplicated	evm.utg236.57	470.1	356	https://v10-1.orthodb.org/?query=352854at33208	ATPase, V1 complex, subunit H
352854at33208	Duplicated	evm.utg15211.6.1.5c22eb0d	468.0	343	https://v10-1.orthodb.org/?query=352854at33208	ATPase, V1 complex, subunit H
353286at33208	Duplicated	evm.utg2858.18	367.7	340	https://v10-1.orthodb.org/?query=353286at33208	Dynactin subunit 4
353286at33208	Duplicated	evm.utg1475.10	361.9	382	https://v10-1.orthodb.org/?query=353286at33208	Dynactin subunit 4
353286at33208	Duplicated	evm.utg320.156	361.9	382	https://v10-1.orthodb.org/?query=353286at33208	Dynactin subunit 4
353286at33208	Duplicated	evm.utg320.156.2.5c22ef0d	329.1	314	https://v10-1.orthodb.org/?query=353286at33208	Dynactin subunit 4
353768at33208	Duplicated	evm.utg4886.7	343.9	318	https://v10-1.orthodb.org/?query=353768at33208	Eukaryotic translation initiation factor 3 subunit M
353768at33208	Duplicated	evm.utg1257.7	336.5	315	https://v10-1.orthodb.org/?query=353768at33208	Eukaryotic translation initiation factor 3 subunit M
354829at33208	Missing
354949at33208	Complete	evm.utg2200.14	392.5	310	https://v10-1.orthodb.org/?query=354949at33208	phosphatidylinositol glycan anchor biosynthesis class U protein
355210at33208	Duplicated	evm.utg92.166	405.3	411	https://v10-1.orthodb.org/?query=355210at33208	General transcription factor IIH subunit 1
355210at33208	Duplicated	evm.utg92.166.1.5c22f51c	403.0	407	https://v10-1.orthodb.org/?query=355210at33208	General transcription factor IIH subunit 1
355739at33208	Complete	evm.utg415.117	281.0	224	https://v10-1.orthodb.org/?query=355739at33208	Golgi to ER traffic protein 4
356175at33208	Complete	evm.utg535.8	236.9	280	https://v10-1.orthodb.org/?query=356175at33208	WD40 repeat
356334at33208	Complete	evm.utg381.4	775.7	717	https://v10-1.orthodb.org/?query=356334at33208	Pep3/Vps18/deep orange
356503at33208	Duplicated	evm.utg750.42.1.5c22f3e0	361.3	261	https://v10-1.orthodb.org/?query=356503at33208	GDP-fucose transporter
356503at33208	Duplicated	evm.utg750.42	361.2	261	https://v10-1.orthodb.org/?query=356503at33208	GDP-fucose transporter
356503at33208	Duplicated	evm.utg750.42.2.5c22f3e0	360.9	261	https://v10-1.orthodb.org/?query=356503at33208	GDP-fucose transporter
357580at33208	Duplicated	evm.utg12655.28	400.0	252	https://v10-1.orthodb.org/?query=357580at33208	WD40 repeat
357580at33208	Duplicated	evm.utg21228.28	396.9	252	https://v10-1.orthodb.org/?query=357580at33208	WD40 repeat
359075at33208	Complete	evm.utg382.36	288.4	255	https://v10-1.orthodb.org/?query=359075at33208	protein Red
359324at33208	Duplicated	evm.utg2929.3.1.5c22ee66	169.8	156	https://v10-1.orthodb.org/?query=359324at33208	Prostaglandin E synthase 2
359324at33208	Duplicated	evm.utg2929.3	169.5	156	https://v10-1.orthodb.org/?query=359324at33208	Prostaglandin E synthase 2
359324at33208	Duplicated	evm.utg505.43	168.6	154	https://v10-1.orthodb.org/?query=359324at33208	Prostaglandin E synthase 2
359369at33208	Duplicated	evm.utg432.109	370.8	260	https://v10-1.orthodb.org/?query=359369at33208	DNA-directed RNA polymerase, insert domain
359369at33208	Duplicated	evm.utg432.109.1.5c22f0ed	317.0	232	https://v10-1.orthodb.org/?query=359369at33208	DNA-directed RNA polymerase, insert domain
359532at33208	Missing
360379at33208	Complete	evm.utg788.76	294.5	247	https://v10-1.orthodb.org/?query=360379at33208	S-adenosyl-L-methionine-dependent methyltransferase
360753at33208	Duplicated	evm.utg10470.11	342.4	234	https://v10-1.orthodb.org/?query=360753at33208	Methyltransferase type 11
360753at33208	Duplicated	evm.utg777.59	338.7	235	https://v10-1.orthodb.org/?query=360753at33208	Methyltransferase type 11
360753at33208	Duplicated	evm.utg777.59.1.5c22f40e	312.7	218	https://v10-1.orthodb.org/?query=360753at33208	Methyltransferase type 11
361100at33208	Complete	utg356.equina_smart_371689.mrna1	453.3	269	https://v10-1.orthodb.org/?query=361100at33208	WD40 repeat
361203at33208	Duplicated	evm.utg715.1	545.4	349	https://v10-1.orthodb.org/?query=361203at33208	WD40 repeat
361203at33208	Duplicated	evm.utg715.1.1.5c22f38a	469.0	302	https://v10-1.orthodb.org/?query=361203at33208	WD40 repeat
361216at33208	Complete	evm.utg1278.48	279.3	291	https://v10-1.orthodb.org/?query=361216at33208	F-box domain
363634at33208	Complete	evm.utg52.107	180.7	199	https://v10-1.orthodb.org/?query=363634at33208	Ribosomal protein S22, mitochondrial
363840at33208	Complete	evm.utg415.24	304.1	310	https://v10-1.orthodb.org/?query=363840at33208	DNA-directed RNA polymerase III subunit Rpc5
363851at33208	Complete	evm.utg1542.4	350.3	318	https://v10-1.orthodb.org/?query=363851at33208	METTL16/RlmF family
364383at33208	Duplicated	evm.utg298.14	458.5	334	https://v10-1.orthodb.org/?query=364383at33208	26S Proteasome non-ATPase regulatory subunit 6
364383at33208	Duplicated	evm.utg1708.27	444.5	301	https://v10-1.orthodb.org/?query=364383at33208	26S Proteasome non-ATPase regulatory subunit 6
364694at33208	Duplicated	evm.utg1565.62	604.5	373	https://v10-1.orthodb.org/?query=364694at33208	Signal recognition particle receptor, alpha subunit, N-terminal
364694at33208	Duplicated	evm.utg1565.62.1.5c22eb3f	604.5	373	https://v10-1.orthodb.org/?query=364694at33208	Signal recognition particle receptor, alpha subunit, N-terminal
364694at33208	Duplicated	evm.utg1565.62.2.5c22eb3f	518.8	337	https://v10-1.orthodb.org/?query=364694at33208	Signal recognition particle receptor, alpha subunit, N-terminal
365323at33208	Duplicated	evm.utg1204.47	402.1	300	https://v10-1.orthodb.org/?query=365323at33208	WD40 repeat
365323at33208	Duplicated	evm.utg1204.47.1.5c22e937	394.8	323	https://v10-1.orthodb.org/?query=365323at33208	WD40 repeat
365561at33208	Complete	evm.utg101.117	588.7	360	https://v10-1.orthodb.org/?query=365561at33208	ATPase, AAA-type, conserved site
365691at33208	Complete	evm.utg736.34	295.1	252	https://v10-1.orthodb.org/?query=365691at33208	Origin recognition complex, subunit 2
366124at33208	Missing
366814at33208	Duplicated	utg6373.equina_smart_1460723.mrna1	591.6	379	https://v10-1.orthodb.org/?query=366814at33208	Golgi pH regulator, conserved domain
366814at33208	Duplicated	evm.utg6293.5	586.9	379	https://v10-1.orthodb.org/?query=366814at33208	Golgi pH regulator, conserved domain
366936at33208	Complete	evm.utg413.8	439.6	219	https://v10-1.orthodb.org/?query=366936at33208	Protein kinase domain
367493at33208	Duplicated	evm.utg479.173	404.2	383	https://v10-1.orthodb.org/?query=367493at33208	Integrator complex subunit 14
367493at33208	Duplicated	evm.utg1781.19	404.2	382	https://v10-1.orthodb.org/?query=367493at33208	Integrator complex subunit 14
367551at33208	Duplicated	evm.utg1052.25.1.5c22e826	615.1	380	https://v10-1.orthodb.org/?query=367551at33208	Helicase, C-terminal
367551at33208	Duplicated	evm.utg1052.25	614.9	380	https://v10-1.orthodb.org/?query=367551at33208	Helicase, C-terminal
367551at33208	Duplicated	evm.utg34.16	614.3	380	https://v10-1.orthodb.org/?query=367551at33208	Helicase, C-terminal
367596at33208	Duplicated	evm.utg9023.13	659.4	506	https://v10-1.orthodb.org/?query=367596at33208	Zinc finger, CCHC-type
367596at33208	Duplicated	evm.utg436.49	652.1	521	https://v10-1.orthodb.org/?query=367596at33208	Zinc finger, CCHC-type
367596at33208	Duplicated	evm.utg9227.12	571.7	368	https://v10-1.orthodb.org/?query=367596at33208	Zinc finger, CCHC-type
367957at33208	Complete	evm.utg378.40	436.0	303	https://v10-1.orthodb.org/?query=367957at33208	Dolichyl-phosphate N-acetylglucosaminephosphotransferase 1
368565at33208	Complete	evm.utg888.28	569.0	329	https://v10-1.orthodb.org/?query=368565at33208	serine/threonine-protein phosphatase 2A regulatory subunit B'' subunit gamma
368670at33208	Complete	evm.utg5652.41	316.8	201	https://v10-1.orthodb.org/?query=368670at33208	Nuclear respiratory factor-1, activation binding domain
368875at33208	Complete	evm.utg888.29	254.1	198	https://v10-1.orthodb.org/?query=368875at33208	Phospholipid/glycerol acyltransferase
371241at33208	Complete	evm.utg116.211	240.2	175	https://v10-1.orthodb.org/?query=371241at33208	Mitochondrial import inner membrane translocase subunit Tim50
371297at33208	Complete	evm.utg4607.11	586.2	328	https://v10-1.orthodb.org/?query=371297at33208	Replication factor C subunit 3
371526at33208	Complete	evm.utg861.92	492.9	247	https://v10-1.orthodb.org/?query=371526at33208	CCR4-NOT transcription complex subunit 9
372257at33208	Complete	evm.utg736.26	256.1	205	https://v10-1.orthodb.org/?query=372257at33208	TatD family
372707at33208	Duplicated	evm.utg1623.32	388.8	245	https://v10-1.orthodb.org/?query=372707at33208	Actin-related protein 2/3 complex subunit 2
372707at33208	Duplicated	evm.utg1786.34	388.8	245	https://v10-1.orthodb.org/?query=372707at33208	Actin-related protein 2/3 complex subunit 2
373040at33208	Complete	evm.utg56.25	441.4	248	https://v10-1.orthodb.org/?query=373040at33208	Zinc finger, CCCH-type
376982at33208	Complete	evm.utg301.114	420.1	197	https://v10-1.orthodb.org/?query=376982at33208	26S proteasome non-ATPase regulatory subunit 14
378033at33208	Duplicated	evm.utg785.10	321.6	352	https://v10-1.orthodb.org/?query=378033at33208	uncharacterized protein KIAA2013 homolog
378033at33208	Duplicated	evm.utg868.103	320.9	355	https://v10-1.orthodb.org/?query=378033at33208	uncharacterized protein KIAA2013 homolog
378316at33208	Duplicated	evm.utg1087.33	491.0	268	https://v10-1.orthodb.org/?query=378316at33208	Probable tRNA N6-adenosine threonylcarbamoyltransferase
378316at33208	Duplicated	evm.utg1087.33.1.5c22e871	491.0	268	https://v10-1.orthodb.org/?query=378316at33208	Probable tRNA N6-adenosine threonylcarbamoyltransferase
378316at33208	Duplicated	evm.utg3470.11	489.8	268	https://v10-1.orthodb.org/?query=378316at33208	Probable tRNA N6-adenosine threonylcarbamoyltransferase
378768at33208	Duplicated	evm.utg1355.22	503.9	260	https://v10-1.orthodb.org/?query=378768at33208	Small GTPase
378768at33208	Duplicated	evm.utg280.52	503.9	260	https://v10-1.orthodb.org/?query=378768at33208	Small GTPase
378768at33208	Duplicated	evm.utg1355.22.1.5c22ea4e	471.6	240	https://v10-1.orthodb.org/?query=378768at33208	Small GTPase
378913at33208	Complete	evm.utg163.20	208.1	151	https://v10-1.orthodb.org/?query=378913at33208	Intraflagellar transport complex B protein 46
379076at33208	Complete	evm.utg411.46	233.1	195	https://v10-1.orthodb.org/?query=379076at33208	Nucleoporin p58/p45
379636at33208	Complete	evm.utg27.49	352.4	325	https://v10-1.orthodb.org/?query=379636at33208	26S Proteasome non-ATPase regulatory subunit 13
379771at33208	Complete	evm.utg1049.37	233.3	197	https://v10-1.orthodb.org/?query=379771at33208	Asparagine synthase
380583at33208	Complete	evm.utg73.96	517.3	273	https://v10-1.orthodb.org/?query=380583at33208	WD40 repeat
381303at33208	Complete	evm.utg15941.1	199.4	274	https://v10-1.orthodb.org/?query=381303at33208	Peroxisomal biogenesis factor 3
382000at33208	Complete	evm.utg378.143	145.2	250	https://v10-1.orthodb.org/?query=382000at33208	Leucine-rich repeat
382262at33208	Complete	evm.utg777.22	81.8	171	https://v10-1.orthodb.org/?query=382262at33208	Zinc finger CCCH-type containing 14
382750at33208	Complete	evm.utg236.26	378.1	320	https://v10-1.orthodb.org/?query=382750at33208	Dephospho-CoA kinase
383313at33208	Duplicated	evm.utg172.132	359.0	295	https://v10-1.orthodb.org/?query=383313at33208	Trafficking protein particle complex subunit 13
383313at33208	Duplicated	evm.utg3201.29	338.1	259	https://v10-1.orthodb.org/?query=383313at33208	Trafficking protein particle complex subunit 13
384187at33208	Duplicated	evm.utg22299.4	710.8	424	https://v10-1.orthodb.org/?query=384187at33208	SNW domain-containing protein 1
384187at33208	Duplicated	evm.utg4.50	710.3	424	https://v10-1.orthodb.org/?query=384187at33208	SNW domain-containing protein 1
386666at33208	Complete	evm.utg888.22	198.1	231	https://v10-1.orthodb.org/?query=386666at33208	WASH1, WAHD domain
387079at33208	Duplicated	evm.utg62.6	257.1	226	https://v10-1.orthodb.org/?query=387079at33208	Zinc finger, double-stranded RNA binding
387079at33208	Duplicated	evm.utg180.60	250.8	233	https://v10-1.orthodb.org/?query=387079at33208	Zinc finger, double-stranded RNA binding
387117at33208	Complete	evm.utg1290.48	186.2	220	https://v10-1.orthodb.org/?query=387117at33208	Acyl transferase
387878at33208	Duplicated	evm.utg415.138.1.5c22f08c	271.2	238	https://v10-1.orthodb.org/?query=387878at33208	Amino acid transporter, transmembrane domain
387878at33208	Duplicated	evm.utg415.138.1.5c2794d1	269.9	238	https://v10-1.orthodb.org/?query=387878at33208	Amino acid transporter, transmembrane domain
387878at33208	Duplicated	evm.utg4172.18	251.8	310	https://v10-1.orthodb.org/?query=387878at33208	Amino acid transporter, transmembrane domain
389367at33208	Duplicated	evm.utg2483.2	394.9	243	https://v10-1.orthodb.org/?query=389367at33208	dolichyl-phosphate beta-glucosyltransferase
389367at33208	Duplicated	evm.utg2483.2.1.5c22edbb	343.5	220	https://v10-1.orthodb.org/?query=389367at33208	dolichyl-phosphate beta-glucosyltransferase
389367at33208	Duplicated	evm.utg7217.2	343.1	202	https://v10-1.orthodb.org/?query=389367at33208	dolichyl-phosphate beta-glucosyltransferase
389527at33208	Duplicated	evm.utg496.25	751.9	591	https://v10-1.orthodb.org/?query=389527at33208	Conserved oligomeric Golgi complex, subunit 3
389527at33208	Duplicated	evm.utg343339.5	751.8	592	https://v10-1.orthodb.org/?query=389527at33208	Conserved oligomeric Golgi complex, subunit 3
389527at33208	Duplicated	evm.utg496.25.1.5c22f18e	733.2	611	https://v10-1.orthodb.org/?query=389527at33208	Conserved oligomeric Golgi complex, subunit 3
389570at33208	Complete	evm.utg3509.11	457.7	320	https://v10-1.orthodb.org/?query=389570at33208	Phenylalanyl-tRNA synthetase
389591at33208	Complete	evm.utg470.29	287.7	224	https://v10-1.orthodb.org/?query=389591at33208	ATP-dependent (S)-NAD(P)H-hydrate dehydratase
390192at33208	Duplicated	evm.utg2798.28.1.5c22ee3c	451.2	327	https://v10-1.orthodb.org/?query=390192at33208	alpha-1,3/1,6-mannosyltransferase ALG2
390192at33208	Duplicated	evm.utg2798.28	450.9	327	https://v10-1.orthodb.org/?query=390192at33208	alpha-1,3/1,6-mannosyltransferase ALG2
390402at33208	Duplicated	evm.utg8726.12	351.9	235	https://v10-1.orthodb.org/?query=390402at33208	glyoxalase domain-containing protein 4
390402at33208	Duplicated	evm.utg77.89	351.6	235	https://v10-1.orthodb.org/?query=390402at33208	glyoxalase domain-containing protein 4
390402at33208	Duplicated	evm.utg77.89.1.5c22f416	304.7	213	https://v10-1.orthodb.org/?query=390402at33208	glyoxalase domain-containing protein 4
391896at33208	Duplicated	evm.utg10359.28	394.1	262	https://v10-1.orthodb.org/?query=391896at33208	DnaJ domain
391896at33208	Duplicated	evm.utg983.14	390.0	262	https://v10-1.orthodb.org/?query=391896at33208	DnaJ domain
391896at33208	Duplicated	evm.utg983.14.1.5c22f552	389.4	262	https://v10-1.orthodb.org/?query=391896at33208	DnaJ domain
393219at33208	Fragmented	evm.utg1972.82	135.7	90	https://v10-1.orthodb.org/?query=393219at33208	Protein HGH1 C-terminal
393291at33208	Duplicated	evm.utg456.16	451.4	298	https://v10-1.orthodb.org/?query=393291at33208	signal peptide peptidase-like 3
393291at33208	Duplicated	evm.utg40621.1	432.9	271	https://v10-1.orthodb.org/?query=393291at33208	signal peptide peptidase-like 3
393291at33208	Duplicated	evm.utg456.16.2.5c22f11a	431.2	267	https://v10-1.orthodb.org/?query=393291at33208	signal peptide peptidase-like 3
393291at33208	Duplicated	evm.utg456.16.1.5c22f11a	427.2	290	https://v10-1.orthodb.org/?query=393291at33208	signal peptide peptidase-like 3
393419at33208	Duplicated	evm.utg535.19.1.5c22f1e2	551.6	426	https://v10-1.orthodb.org/?query=393419at33208	NEDD8-activating enzyme E1 regulatory subunit
393419at33208	Duplicated	evm.utg512.33	550.8	426	https://v10-1.orthodb.org/?query=393419at33208	NEDD8-activating enzyme E1 regulatory subunit
393419at33208	Duplicated	evm.utg535.19	489.9	392	https://v10-1.orthodb.org/?query=393419at33208	NEDD8-activating enzyme E1 regulatory subunit
393895at33208	Duplicated	evm.utg666.29	708.3	428	https://v10-1.orthodb.org/?query=393895at33208	26S proteasome non-ATPase regulatory subunit 3
393895at33208	Duplicated	evm.utg129.53	707.1	428	https://v10-1.orthodb.org/?query=393895at33208	26S proteasome non-ATPase regulatory subunit 3
393895at33208	Duplicated	evm.utg129.53.1.5c22ea00	646.6	362	https://v10-1.orthodb.org/?query=393895at33208	26S proteasome non-ATPase regulatory subunit 3
395147at33208	Duplicated	evm.utg2353.17	356.1	310	https://v10-1.orthodb.org/?query=395147at33208	FAD/NAD(P)-binding domain
395147at33208	Duplicated	evm.utg2353.17.1.5c22ed74	355.3	290	https://v10-1.orthodb.org/?query=395147at33208	FAD/NAD(P)-binding domain
395147at33208	Duplicated	evm.utg2353.17.2.5c22ed74	303.6	238	https://v10-1.orthodb.org/?query=395147at33208	FAD/NAD(P)-binding domain
395183at33208	Complete	evm.utg861.37	301.3	173	https://v10-1.orthodb.org/?query=395183at33208	SprT-like
395556at33208	Duplicated	evm.utg3041.27	295.9	284	https://v10-1.orthodb.org/?query=395556at33208	Phosphatidate cytidylyltransferase, mitochondrial
395556at33208	Duplicated	evm.utg1404.26	284.3	235	https://v10-1.orthodb.org/?query=395556at33208	Phosphatidate cytidylyltransferase, mitochondrial
395919at33208	Duplicated	evm.utg43821.2	340.0	274	https://v10-1.orthodb.org/?query=395919at33208	Rad4 beta-hairpin domain 1
395919at33208	Duplicated	evm.utg43821.2.1.5c22f0f4	338.8	300	https://v10-1.orthodb.org/?query=395919at33208	Rad4 beta-hairpin domain 1
395948at33208	Duplicated	evm.utg470.74	307.0	393	https://v10-1.orthodb.org/?query=395948at33208	Cramped chromatin regulator homolog 1
395948at33208	Duplicated	evm.utg612.5	305.5	386	https://v10-1.orthodb.org/?query=395948at33208	Cramped chromatin regulator homolog 1
396237at33208	Complete	evm.utg172.116	376.7	268	https://v10-1.orthodb.org/?query=396237at33208	Translation initiation factor eIF-2B subunit beta
397019at33208	Duplicated	evm.utg15013.26	550.9	297	https://v10-1.orthodb.org/?query=397019at33208	ubiquitin-like modifier-activating enzyme 5
397019at33208	Duplicated	evm.utg15013.26.1.5c22eafc	543.4	275	https://v10-1.orthodb.org/?query=397019at33208	ubiquitin-like modifier-activating enzyme 5
397659at33208	Complete	evm.utg3174.41	343.0	337	https://v10-1.orthodb.org/?query=397659at33208	CDK5 regulatory subunit-associated protein 3
398013at33208	Complete	evm.utg411.98	462.1	278	https://v10-1.orthodb.org/?query=398013at33208	WD40 repeat
398202at33208	Duplicated	evm.utg1931.89	230.6	231	https://v10-1.orthodb.org/?query=398202at33208	RGP1 homolog, RAB6A GEF complex partner 1
398202at33208	Duplicated	evm.utg1931.89.1.5c22ec79	230.6	231	https://v10-1.orthodb.org/?query=398202at33208	RGP1 homolog, RAB6A GEF complex partner 1
398607at33208	Duplicated	evm.utg6958.8	347.6	219	https://v10-1.orthodb.org/?query=398607at33208	Zinc finger protein 330
398607at33208	Duplicated	evm.utg2350.22	345.8	219	https://v10-1.orthodb.org/?query=398607at33208	Zinc finger protein 330
399092at33208	Duplicated	evm.utg1972.67	287.0	178	https://v10-1.orthodb.org/?query=399092at33208	ubiquitin fusion degradation protein 1 homolog
399092at33208	Duplicated	evm.utg1972.67.1.5c22eca8	274.0	178	https://v10-1.orthodb.org/?query=399092at33208	ubiquitin fusion degradation protein 1 homolog
399439at33208	Complete	evm.utg381.71	169.6	165	https://v10-1.orthodb.org/?query=399439at33208	tRNA (guanine-N(7)-)-methyltransferase non-catalytic subunit
400042at33208	Duplicated	evm.utg10470.4	250.6	303	https://v10-1.orthodb.org/?query=400042at33208	Winged helix-like DNA-binding domain superfamily
400042at33208	Duplicated	evm.utg777.50	239.9	303	https://v10-1.orthodb.org/?query=400042at33208	Winged helix-like DNA-binding domain superfamily
400042at33208	Duplicated	evm.utg10470.4.1.5c22e806	238.8	296	https://v10-1.orthodb.org/?query=400042at33208	Winged helix-like DNA-binding domain superfamily
401196at33208	Duplicated	evm.utg62.148	147.7	159	https://v10-1.orthodb.org/?query=401196at33208	Tim44-like domain
401196at33208	Duplicated	evm.utg2417.10	147.6	159	https://v10-1.orthodb.org/?query=401196at33208	Tim44-like domain
401220at33208	Duplicated	evm.utg129.40	503.4	348	https://v10-1.orthodb.org/?query=401220at33208	Atg6/beclin, coiled-coil domain
401220at33208	Duplicated	evm.utg666.9	503.3	349	https://v10-1.orthodb.org/?query=401220at33208	Atg6/beclin, coiled-coil domain
401679at33208	Duplicated	evm.utg607.15	105.6	104	https://v10-1.orthodb.org/?query=401679at33208	tRNA intron endonuclease, catalytic domain-like
401679at33208	Duplicated	evm.utg607.15.1.5c22f2ae	105.6	104	https://v10-1.orthodb.org/?query=401679at33208	tRNA intron endonuclease, catalytic domain-like
401779at33208	Complete	evm.utg1049.35	445.1	275	https://v10-1.orthodb.org/?query=401779at33208	Arsenical pump ATPase, ArsA/GET3
403171at33208	Complete	evm.utg2108.18	306.4	346	https://v10-1.orthodb.org/?query=403171at33208	protein LTV1 homolog
403817at33208	Complete	evm.utg3884.24	78.3	122	https://v10-1.orthodb.org/?query=403817at33208	Nucleotide exchange factor Fes1
404988at33208	Complete	evm.utg401.22	299.2	325	https://v10-1.orthodb.org/?query=404988at33208	Dol-P-Glc
405257at33208	Complete	evm.utg378.155	439.8	376	https://v10-1.orthodb.org/?query=405257at33208	Conserved oligomeric Golgi complex subunit 8
406927at33208	Duplicated	evm.utg11814.11.1.5c22e8fc	165.2	209	https://v10-1.orthodb.org/?query=406927at33208	Nuclear speckle splicing regulatory protein 1
406927at33208	Duplicated	evm.utg11814.11	164.9	230	https://v10-1.orthodb.org/?query=406927at33208	Nuclear speckle splicing regulatory protein 1
407472at33208	Complete	evm.utg1127.40	468.6	463	https://v10-1.orthodb.org/?query=407472at33208	DnaJ domain
409006at33208	Complete	evm.utg8380.14	419.6	301	https://v10-1.orthodb.org/?query=409006at33208	WD40 repeat
409186at33208	Duplicated	evm.utg10470.20	462.1	562	https://v10-1.orthodb.org/?query=409186at33208	ESF1 homolog
409186at33208	Duplicated	evm.utg777.66	404.0	449	https://v10-1.orthodb.org/?query=409186at33208	ESF1 homolog
409186at33208	Duplicated	evm.utg777.66.1.5c2797b5	404.0	449	https://v10-1.orthodb.org/?query=409186at33208	ESF1 homolog
